label,buffer_metres,f1,f1_ci_lower,f1_ci_upper,precision,p_ci_lower,p_ci_upper,recall,r_ci_lower,r_ci_upper,mcc,mcc_ci_lower,mcc_ci_upper,sensitivity,specificity,coverage_status,ci_unreliable,ci_zero_fraction,ci_n_tiles,coverage_source,n_unprocessed_tiles
verified-adv-pro-image-baseline-pro-vf,5,0.0622,0.0414,0.0904,0.0602,0.0404,0.0871,0.0644,0.0423,0.0944,0.8329,0.7772,0.8768,0.8691,0.9574,sparse_cross_grid,True,0.5195071868583162,487,zero_fraction_heuristic,
verified-adv-pro-image-baseline-pro-vf,10,0.2356,0.1976,0.2763,0.228,0.1916,0.2665,0.2437,0.2019,0.2899,0.8329,0.7772,0.8768,0.8691,0.9574,sparse_cross_grid,True,0.5215605749486653,487,zero_fraction_heuristic,
verified-adv-pro-image-baseline-pro-vf,15,0.4511,0.404,0.4995,0.4366,0.3904,0.4841,0.4667,0.4091,0.522,0.8329,0.7772,0.8768,0.8691,0.9574,sparse_cross_grid,True,0.5297741273100616,487,zero_fraction_heuristic,
verified-adv-pro-image-baseline-pro-vf,20,0.6178,0.5683,0.6641,0.5978,0.5511,0.6445,0.6391,0.5718,0.696,0.8329,0.7772,0.8768,0.8691,0.9574,sparse_cross_grid,True,0.5297741273100616,487,zero_fraction_heuristic,
verified-adv-pro-image-baseline-pro-vf,25,0.7089,0.663,0.7495,0.686,0.6424,0.7284,0.7333,0.6674,0.7871,0.8329,0.7772,0.8768,0.8691,0.9574,sparse_cross_grid,True,0.5297741273100616,487,zero_fraction_heuristic,
verified-adv-pro-image-baseline-pro-vf,30,0.7533,0.7099,0.7897,0.729,0.6864,0.7691,0.7793,0.7123,0.8296,0.8329,0.7772,0.8768,0.8691,0.9574,sparse_cross_grid,True,0.5297741273100616,487,zero_fraction_heuristic,
verified-adv-pro-image-baseline-pro-vf,35,0.7778,0.7352,0.8128,0.7527,0.7103,0.7922,0.8046,0.7379,0.8533,0.8329,0.7772,0.8768,0.8691,0.9574,sparse_cross_grid,True,0.5297741273100616,487,zero_fraction_heuristic,
verified-adv-pro-image-baseline-pro-vf,40,0.7844,0.7432,0.8181,0.7591,0.7172,0.7976,0.8115,0.7443,0.8581,0.8329,0.7772,0.8768,0.8691,0.9574,sparse_cross_grid,True,0.5297741273100616,487,zero_fraction_heuristic,
verified-adv-pro-image-baseline-pro-vf,45,0.7889,0.7468,0.8224,0.7634,0.7209,0.8018,0.8161,0.749,0.8628,0.8329,0.7772,0.8768,0.8691,0.9574,sparse_cross_grid,True,0.5318275154004107,487,zero_fraction_heuristic,
verified-adv-pro-image-baseline-pro-vf,50,0.8,0.7606,0.8307,0.7742,0.7336,0.8111,0.8276,0.762,0.872,0.8329,0.7772,0.8768,0.8691,0.9574,sparse_cross_grid,True,0.5318275154004107,487,zero_fraction_heuristic,
verified-adv-pro-image-baseline-pro-vf,75,0.8156,0.7772,0.8458,0.7892,0.7495,0.8254,0.8437,0.7785,0.8872,0.8329,0.7772,0.8768,0.8691,0.9574,sparse_cross_grid,True,0.5318275154004107,487,zero_fraction_heuristic,
verified-adv-pro-image-baseline-pro-vf,100,0.82,0.7806,0.8503,0.7935,0.7529,0.8297,0.8483,0.7828,0.8914,0.8329,0.7772,0.8768,0.8691,0.9574,sparse_cross_grid,True,0.5318275154004107,487,zero_fraction_heuristic,
verified-adv-pro-image-baseline-pro-vf,125,0.8222,0.7842,0.8519,0.7957,0.7564,0.8317,0.8506,0.7843,0.8935,0.8329,0.7772,0.8768,0.8691,0.9574,sparse_cross_grid,True,0.5318275154004107,487,zero_fraction_heuristic,
verified-adv-pro-image-baseline-pro-vf,150,0.8244,0.7864,0.8541,0.7978,0.758,0.8334,0.8529,0.786,0.8958,0.8329,0.7772,0.8768,0.8691,0.9574,sparse_cross_grid,True,0.5318275154004107,487,zero_fraction_heuristic,
