threshold,n_accepted,precision,recall,f1,f1_ci_lower,f1_ci_upper,p_ci_lower,p_ci_upper,r_ci_lower,r_ci_upper
0.0,425,0.8659,0.6827,0.7635,0.7169,0.8057,0.8234,0.9046,0.62,0.7432
0.05,404,0.9084,0.6809,0.7784,0.7323,0.8214,0.871,0.9404,0.6178,0.7418
0.1,393,0.9288,0.6772,0.7833,0.7376,0.8257,0.896,0.9576,0.6148,0.7367
0.15,378,0.9524,0.6679,0.7852,0.7377,0.8291,0.92,0.9784,0.6063,0.7299
0.2,377,0.9523,0.666,0.7838,0.7346,0.8287,0.92,0.9784,0.6021,0.7295
0.25,356,0.9551,0.6308,0.7598,0.7098,0.8046,0.921,0.9804,0.5679,0.6925
0.3,356,0.9551,0.6308,0.7598,0.7098,0.8046,0.921,0.9804,0.5679,0.6925
0.35,355,0.9549,0.6289,0.7584,0.7084,0.804,0.921,0.9803,0.5669,0.6905
0.4,355,0.9549,0.6289,0.7584,0.7084,0.804,0.921,0.9803,0.5669,0.6905
0.45,338,0.9527,0.5974,0.7343,0.6843,0.7809,0.9167,0.9793,0.5352,0.6572
0.5,338,0.9527,0.5974,0.7343,0.6843,0.7809,0.9167,0.9793,0.5352,0.6572
0.55,338,0.9527,0.5974,0.7343,0.6843,0.7809,0.9167,0.9793,0.5352,0.6572
0.6,338,0.9527,0.5974,0.7343,0.6843,0.7809,0.9167,0.9793,0.5352,0.6572
0.65,338,0.9527,0.5974,0.7343,0.6843,0.7809,0.9167,0.9793,0.5352,0.6572
0.7,338,0.9527,0.5974,0.7343,0.6843,0.7809,0.9167,0.9793,0.5352,0.6572
0.75,338,0.9527,0.5974,0.7343,0.6843,0.7809,0.9167,0.9793,0.5352,0.6572
0.8,333,0.952,0.5881,0.7271,0.6753,0.7748,0.9154,0.9789,0.5257,0.6481
0.85,333,0.952,0.5881,0.7271,0.6753,0.7748,0.9154,0.9789,0.5257,0.6481
0.9,297,0.9529,0.525,0.677,0.6258,0.7283,0.9197,0.9785,0.4666,0.5864
0.95,296,0.9527,0.5232,0.6754,0.6235,0.7253,0.9194,0.9785,0.4646,0.5826
1.0,200,0.965,0.3581,0.5223,0.4672,0.5769,0.9384,0.9877,0.3081,0.41
