threshold,n_accepted,precision,recall,f1,f1_ci_lower,f1_ci_upper,p_ci_lower,p_ci_upper,r_ci_lower,r_ci_upper
0.0,11771,0.0356,0.9632,0.0687,0.0559,0.0823,0.0288,0.043,0.9431,0.9803
0.05,6786,0.0617,0.9632,0.1161,0.0953,0.1386,0.0501,0.0746,0.9431,0.9803
0.1,3395,0.1228,0.9586,0.2178,0.1826,0.2538,0.101,0.1461,0.9395,0.9766
0.15,1381,0.2904,0.9218,0.4416,0.3957,0.4901,0.2525,0.3322,0.8904,0.9499
0.2,1338,0.299,0.9195,0.4512,0.4044,0.4995,0.2594,0.3429,0.8875,0.9468
0.25,1118,0.3426,0.8805,0.4932,0.4443,0.5427,0.2979,0.3905,0.8434,0.9149
0.3,1118,0.3426,0.8805,0.4932,0.4443,0.5427,0.2979,0.3905,0.8434,0.9149
0.35,1105,0.3457,0.8782,0.4961,0.4469,0.5459,0.3011,0.3936,0.8404,0.9124
0.4,1103,0.3454,0.8759,0.4954,0.4463,0.5452,0.3001,0.3939,0.8375,0.9104
0.45,1033,0.3543,0.8414,0.4986,0.448,0.5492,0.308,0.4041,0.8031,0.8782
0.5,1033,0.3543,0.8414,0.4986,0.448,0.5492,0.308,0.4041,0.8031,0.8782
0.55,1033,0.3543,0.8414,0.4986,0.448,0.5492,0.308,0.4041,0.8031,0.8782
0.6,1033,0.3543,0.8414,0.4986,0.448,0.5492,0.308,0.4041,0.8031,0.8782
0.65,1033,0.3543,0.8414,0.4986,0.448,0.5492,0.308,0.4041,0.8031,0.8782
0.7,1033,0.3543,0.8414,0.4986,0.448,0.5492,0.308,0.4041,0.8031,0.8782
0.75,1023,0.3539,0.8322,0.4966,0.4452,0.5463,0.3062,0.4042,0.792,0.8697
0.8,1003,0.3539,0.8161,0.4937,0.4447,0.5438,0.3071,0.4039,0.777,0.8536
0.85,999,0.3554,0.8161,0.4951,0.4467,0.5455,0.309,0.4059,0.777,0.8536
0.9,891,0.3547,0.7264,0.4766,0.4316,0.5266,0.3097,0.4056,0.6813,0.7698
0.95,883,0.3556,0.7218,0.4765,0.4325,0.5248,0.3103,0.4067,0.6779,0.7653
1.0,608,0.3553,0.4966,0.4142,0.3704,0.4606,0.3033,0.4137,0.4511,0.5435
