buffer_band,n,mean_ds_posterior,sd,ci_lo,ci_hi
50.0,474,0.1865101997691947,0.0,0.1865101997691947,0.1865101997691947
75.0,121,0.1865101997691947,0.0,0.1865101997691947,0.1865101997691947
100.0,47,0.18651019976919475,5.611128922641538e-17,0.18651019976919472,0.18651019976919478
125.0,19,0.1865101997691947,0.0,0.1865101997691947,0.1865101997691947
150.0,11,0.1865101997691947,0.0,0.1865101997691947,0.1865101997691947
200.0,74,0.1865101997691947,0.0,0.1865101997691947,0.1865101997691947
