threshold,n_accepted,precision,recall,f1,f1_ci_lower,f1_ci_upper,p_ci_lower,p_ci_upper,r_ci_lower,r_ci_upper
0.0,430,0.7674,0.7586,0.763,0.7127,0.8061,0.7157,0.8161,0.6934,0.8197
0.05,404,0.8144,0.7563,0.7843,0.7351,0.8251,0.7679,0.8598,0.6907,0.8167
0.1,404,0.8144,0.7563,0.7843,0.7351,0.8251,0.7679,0.8598,0.6907,0.8167
0.15,402,0.8184,0.7563,0.7861,0.7381,0.8257,0.7721,0.864,0.6907,0.8167
0.2,402,0.8184,0.7563,0.7861,0.7381,0.8257,0.7721,0.864,0.6907,0.8167
0.25,401,0.818,0.754,0.7847,0.7358,0.8255,0.7712,0.8636,0.6881,0.8142
0.3,401,0.818,0.754,0.7847,0.7358,0.8255,0.7712,0.8636,0.6881,0.8142
0.35,401,0.818,0.754,0.7847,0.7358,0.8255,0.7712,0.8636,0.6881,0.8142
0.4,401,0.818,0.754,0.7847,0.7358,0.8255,0.7712,0.8636,0.6881,0.8142
0.45,401,0.818,0.754,0.7847,0.7358,0.8255,0.7712,0.8636,0.6881,0.8142
0.5,401,0.818,0.754,0.7847,0.7358,0.8255,0.7712,0.8636,0.6881,0.8142
0.55,401,0.818,0.754,0.7847,0.7358,0.8255,0.7712,0.8636,0.6881,0.8142
0.6,401,0.818,0.754,0.7847,0.7358,0.8255,0.7712,0.8636,0.6881,0.8142
0.65,401,0.818,0.754,0.7847,0.7358,0.8255,0.7712,0.8636,0.6881,0.8142
0.7,401,0.818,0.754,0.7847,0.7358,0.8255,0.7712,0.8636,0.6881,0.8142
0.75,401,0.818,0.754,0.7847,0.7358,0.8255,0.7712,0.8636,0.6881,0.8142
0.8,401,0.818,0.754,0.7847,0.7358,0.8255,0.7712,0.8636,0.6881,0.8142
0.85,401,0.818,0.754,0.7847,0.7358,0.8255,0.7712,0.8636,0.6881,0.8142
0.9,400,0.82,0.754,0.7856,0.7368,0.8257,0.7724,0.8643,0.6881,0.8142
0.95,393,0.8193,0.7402,0.7778,0.7296,0.8205,0.7711,0.8635,0.6756,0.8022
1.0,37,0.7838,0.0667,0.1229,0.082,0.1654,0.6222,0.9039,0.0436,0.0921
