threshold,n_accepted,precision,recall,f1,f1_ci_lower,f1_ci_upper,p_ci_lower,p_ci_upper,r_ci_lower,r_ci_upper
0.0,698,0.5158,0.8276,0.6355,0.594,0.6752,0.4694,0.5613,0.7886,0.8644
0.05,568,0.632,0.8253,0.7159,0.6788,0.7511,0.5888,0.6738,0.7854,0.8633
0.1,519,0.6821,0.8138,0.7421,0.7049,0.7763,0.6402,0.7247,0.7733,0.8519
0.15,458,0.7511,0.7908,0.7704,0.7309,0.8052,0.7087,0.791,0.7448,0.8346
0.2,456,0.7522,0.7885,0.7699,0.7298,0.8042,0.7099,0.791,0.7432,0.8333
0.25,432,0.7708,0.7655,0.7682,0.7287,0.803,0.7268,0.8118,0.721,0.8065
0.3,432,0.7708,0.7655,0.7682,0.7287,0.803,0.7268,0.8118,0.721,0.8065
0.35,427,0.7728,0.7586,0.7657,0.7256,0.801,0.7291,0.8129,0.7122,0.8005
0.4,427,0.7728,0.7586,0.7657,0.7256,0.801,0.7291,0.8129,0.7122,0.8005
0.45,409,0.7751,0.7287,0.7512,0.7105,0.7873,0.7314,0.8141,0.679,0.7751
0.5,409,0.7751,0.7287,0.7512,0.7105,0.7873,0.7314,0.8141,0.679,0.7751
0.55,409,0.7751,0.7287,0.7512,0.7105,0.7873,0.7314,0.8141,0.679,0.7751
0.6,409,0.7751,0.7287,0.7512,0.7105,0.7873,0.7314,0.8141,0.679,0.7751
0.65,408,0.7745,0.7264,0.7497,0.7084,0.7859,0.7314,0.8136,0.6783,0.7731
0.7,406,0.7734,0.7218,0.7467,0.7052,0.7827,0.7292,0.813,0.6747,0.7676
0.75,404,0.7748,0.7195,0.7461,0.7042,0.783,0.7311,0.8141,0.6708,0.7662
0.8,396,0.7727,0.7034,0.7365,0.6951,0.7744,0.7277,0.8133,0.653,0.7506
0.85,395,0.7722,0.7011,0.7349,0.6931,0.7731,0.7273,0.8129,0.6502,0.7476
0.9,349,0.7679,0.6161,0.6837,0.6387,0.7243,0.7191,0.8123,0.5631,0.6659
0.95,349,0.7679,0.6161,0.6837,0.6387,0.7243,0.7191,0.8123,0.5631,0.6659
1.0,243,0.7695,0.4299,0.5516,0.5,0.5989,0.7155,0.8201,0.3795,0.4803
