rung,prob_t,min_votes,n_detections,tp,fp,fn,micro_f1_50,tile_mcc,tile_tp,tile_tn,tile_fp,tile_fn
G3IMG-ARM2-K3,0.0,1,36389,4817.0,31572.0,201.0,0.23266597435216266,0.08015818350695221,3237,673,4339,292
G3IMG-ARM2-K3,0.0,2,18712,4753.0,13959.0,265.0,0.4005899705014749,0.13603528973184797,3139,1076,3936,390
G3IMG-ARM2-K3,0.0,3,12236,4508.0,7728.0,510.0,0.5225454966964183,0.21607382783584056,2985,1747,3265,544
G3IMG-ARM2-K3,0.01,1,28454,4813.0,23641.0,205.0,0.2875836520076482,0.1396044601943233,3170,1035,3977,359
G3IMG-ARM2-K3,0.01,2,15691,4749.0,10942.0,269.0,0.45864117050557723,0.214629375205114,3050,1621,3391,479
G3IMG-ARM2-K3,0.01,3,10592,4505.0,6087.0,513.0,0.5771941063420885,0.2992438814340889,2914,2320,2692,615
G3IMG-ARM2-K3,0.02,1,20539,4802.0,15737.0,216.0,0.3757874554916461,0.3000070278025612,3029,2118,2894,500
G3IMG-ARM2-K3,0.02,2,12530,4738.0,7792.0,280.0,0.5400045589240938,0.368732992772361,2949,2643,2369,580
G3IMG-ARM2-K3,0.02,3,8818,4494.0,4324.0,524.0,0.6496097137901129,0.422990525011545,2823,3145,1867,706
G3IMG-ARM2-K3,0.05,1,20194,4801.0,15393.0,217.0,0.38085038870379184,0.3100560478290434,3019,2192,2820,510
G3IMG-ARM2-K3,0.05,2,12362,4738.0,7624.0,280.0,0.5452243958573072,0.37779992907890037,2941,2707,2305,588
G3IMG-ARM2-K3,0.05,3,8722,4493.0,4229.0,525.0,0.6540029112081515,0.42962724572198985,2818,3188,1824,711
G3IMG-ARM2-K3,0.1,1,13459,4768.0,8691.0,250.0,0.516101098663203,0.6293178932706757,2793,4208,804,736
G3IMG-ARM2-K3,0.1,2,8696,4707.0,3989.0,311.0,0.6864518010791892,0.6636456429618036,2743,4413,599,786
G3IMG-ARM2-K3,0.1,3,6234,4468.0,1766.0,550.0,0.7941699253466049,0.6872132069562249,2665,4588,424,864
G3IMG-ARM2-K3,0.15,1,13215,4765.0,8450.0,253.0,0.5226786595733011,0.644105114135314,2784,4284,728,745
G3IMG-ARM2-K3,0.15,2,8581,4706.0,3875.0,312.0,0.6921097139495552,0.6740688941697389,2736,4464,548,793
G3IMG-ARM2-K3,0.15,3,6167,4466.0,1701.0,552.0,0.7985695127402772,0.6938960767139956,2659,4620,392,870
G3IMG-ARM2-K3,0.2,1,12919,4761.0,8158.0,257.0,0.5308580030105369,0.6627251623529468,2773,4377,635,756
G3IMG-ARM2-K3,0.2,2,8417,4700.0,3717.0,318.0,0.6996650539635282,0.6918212755930192,2727,4546,466,802
G3IMG-ARM2-K3,0.2,3,6067,4459.0,1608.0,559.0,0.8045105999097881,0.7077154470266742,2652,4680,332,877
G3IMG-ARM2-K3,0.25,1,12883,4761.0,8122.0,257.0,0.5319255907491203,0.6662317314764808,2773,4392,620,756
G3IMG-ARM2-K3,0.25,2,8397,4700.0,3697.0,318.0,0.700708162504659,0.6940447236066023,2727,4555,457,802
G3IMG-ARM2-K3,0.25,3,6056,4459.0,1597.0,559.0,0.8053097345132745,0.7093069842114413,2651,4687,325,878
G3IMG-ARM2-K3,0.3,1,12839,4759.0,8080.0,259.0,0.5330122640981128,0.6679952781705389,2766,4407,605,763
G3IMG-ARM2-K3,0.3,2,8372,4698.0,3674.0,320.0,0.7017176997759521,0.6953029620028445,2722,4565,447,807
G3IMG-ARM2-K3,0.3,3,6041,4457.0,1584.0,561.0,0.8060403291436838,0.7106664946686144,2649,4694,318,880
G3IMG-ARM2-K3,0.35,1,12836,4759.0,8077.0,259.0,0.5331018259213622,0.6679952781705389,2766,4407,605,763
G3IMG-ARM2-K3,0.35,2,8371,4698.0,3673.0,320.0,0.7017701097916201,0.6953029620028445,2722,4565,447,807
G3IMG-ARM2-K3,0.35,3,6041,4457.0,1584.0,561.0,0.8060403291436838,0.7106664946686144,2649,4694,318,880
G3IMG-ARM2-K3,0.4,1,12800,4758.0,8042.0,260.0,0.5340666741497362,0.6715347050991255,2766,4422,590,763
G3IMG-ARM2-K3,0.4,2,8352,4697.0,3655.0,321.0,0.7026178010471205,0.6977903722375322,2722,4575,437,807
G3IMG-ARM2-K3,0.4,3,6031,4457.0,1574.0,561.0,0.8067698434247442,0.7125051299935685,2649,4701,311,880
G3IMG-ARM2-K3,0.45,1,12781,4757.0,8024.0,261.0,0.5345244114837913,0.6719940763851114,2765,4425,587,764
G3IMG-ARM2-K3,0.45,2,8341,4696.0,3645.0,322.0,0.7030466352271877,0.6978021634628712,2720,4577,435,809
G3IMG-ARM2-K3,0.45,3,6025,4456.0,1569.0,562.0,0.8070270759757313,0.713057922387005,2648,4704,308,881
G3IMG-ARM2-K3,0.5,1,12763,4757.0,8006.0,261.0,0.5350655193746133,0.6722041668419434,2763,4428,584,766
G3IMG-ARM2-K3,0.5,2,8331,4696.0,3635.0,322.0,0.7035733013708891,0.697571493725208,2717,4579,433,812
G3IMG-ARM2-K3,0.5,3,6019,4456.0,1563.0,562.0,0.8074657968650902,0.7131118512212989,2646,4706,306,883
G3IMG-ARM2-K3,0.55,1,12762,4757.0,8005.0,261.0,0.535095613048369,0.6722041668419434,2763,4428,584,766
G3IMG-ARM2-K3,0.55,2,8330,4696.0,3634.0,322.0,0.7036260113874737,0.697571493725208,2717,4579,433,812
G3IMG-ARM2-K3,0.55,3,6018,4456.0,1562.0,562.0,0.8075389633925334,0.7131118512212989,2646,4706,306,883
G3IMG-ARM2-K3,0.65,1,12760,4757.0,8003.0,261.0,0.5351558105523682,0.6722041668419434,2763,4428,584,766
G3IMG-ARM2-K3,0.65,2,8330,4696.0,3634.0,322.0,0.7036260113874737,0.697571493725208,2717,4579,433,812
G3IMG-ARM2-K3,0.65,3,6018,4456.0,1562.0,562.0,0.8075389633925334,0.7131118512212989,2646,4706,306,883
G3IMG-ARM2-K3,0.7,1,12751,4757.0,7994.0,261.0,0.535426867015589,0.6729153483795505,2763,4431,581,766
G3IMG-ARM2-K3,0.7,2,8327,4696.0,3631.0,322.0,0.7037841888347696,0.6980709529481219,2717,4581,431,812
G3IMG-ARM2-K3,0.7,3,6017,4456.0,1561.0,562.0,0.8076121431807883,0.7133754679318198,2646,4707,305,883
G3IMG-ARM2-K3,0.75,1,12750,4757.0,7993.0,261.0,0.5354570013507429,0.6729153483795505,2763,4431,581,766
G3IMG-ARM2-K3,0.75,2,8326,4696.0,3630.0,322.0,0.7038369304556354,0.6983207983290991,2717,4582,430,812
G3IMG-ARM2-K3,0.75,3,6017,4456.0,1561.0,562.0,0.8076121431807883,0.7133754679318198,2646,4707,305,883
G3IMG-ARM2-K3,0.8,1,12722,4756.0,7966.0,262.0,0.5361894024802706,0.6757660235838842,2763,4443,569,766
G3IMG-ARM2-K3,0.8,2,8315,4695.0,3620.0,323.0,0.7042676066901673,0.6990781055426045,2716,4586,426,813
G3IMG-ARM2-K3,0.8,3,6011,4455.0,1556.0,563.0,0.8078701604859915,0.7141946831715212,2645,4711,301,884
G3IMG-ARM2-K3,0.82,1,12718,4756.0,7962.0,262.0,0.5363103292737934,0.6757660235838842,2763,4443,569,766
G3IMG-ARM2-K3,0.82,2,8313,4695.0,3618.0,323.0,0.7043732653214312,0.6990781055426045,2716,4586,426,813
G3IMG-ARM2-K3,0.82,3,6009,4455.0,1554.0,563.0,0.8080166863154076,0.7144588008959906,2645,4712,300,884
