rung,prob_t,min_votes,n_detections,tp,fp,fn,micro_f1_50,tile_mcc,tile_tp,tile_tn,tile_fp,tile_fn
G3IMG-ARM1-K5,0.0,1,45786,4838.0,40948.0,180.0,0.19045744429572473,0.07620805535971457,3257,624,4388,272
G3IMG-ARM1-K5,0.0,2,24380,4795.0,19585.0,223.0,0.32621266752840333,0.1058644774295507,3194,848,4164,335
G3IMG-ARM1-K5,0.0,3,17683,4750.0,12933.0,268.0,0.4184837672349236,0.14066870056665393,3118,1135,3877,411
G3IMG-ARM1-K5,0.0,4,13794,4639.0,9155.0,379.0,0.49319583244737397,0.19165019968114153,3039,1524,3488,490
G3IMG-ARM1-K5,0.0,5,10353,4275.0,6078.0,743.0,0.5562422744128552,0.24341739887600436,2904,2035,2977,625
G3IMG-ARM1-K5,0.05,1,34435,4816.0,29619.0,202.0,0.24413859529059898,0.1421326177660874,3183,1022,3990,346
G3IMG-ARM1-K5,0.05,2,19277,4765.0,14512.0,253.0,0.39226178225972425,0.20312456269436283,3085,1497,3515,444
G3IMG-ARM1-K5,0.05,3,14296,4719.0,9577.0,299.0,0.48866107486797145,0.24905868561642527,3011,1874,3138,518
G3IMG-ARM1-K5,0.05,4,11340,4606.0,6734.0,412.0,0.5631495292823084,0.29925392244881344,2938,2278,2734,591
G3IMG-ARM1-K5,0.05,5,8658,4248.0,4410.0,770.0,0.6212342790289559,0.34690863286550344,2808,2759,2253,721
G3IMG-ARM1-K5,0.1,1,20571,4762.0,15809.0,256.0,0.3721911758958928,0.37529737549003306,2951,2676,2336,578
G3IMG-ARM1-K5,0.1,2,12701,4697.0,8004.0,321.0,0.5301653592189175,0.4567058621805997,2853,3278,1734,676
G3IMG-ARM1-K5,0.1,3,9723,4643.0,5080.0,375.0,0.6299436944576352,0.498470068071096,2793,3582,1430,736
G3IMG-ARM1-K5,0.1,4,7919,4536.0,3383.0,482.0,0.7012444925407746,0.5347888625138528,2750,3820,1192,779
G3IMG-ARM1-K5,0.1,5,6214,4188.0,2026.0,830.0,0.7457264957264957,0.5626927715936895,2634,4094,918,895
G3IMG-ARM1-K5,0.15,1,13832,4638.0,9194.0,380.0,0.4920954907161803,0.6812576755797013,2716,4514,498,813
G3IMG-ARM1-K5,0.15,2,9159,4546.0,4613.0,472.0,0.6413204486139521,0.7095443875035186,2652,4687,325,877
G3IMG-ARM1-K5,0.15,3,7222,4475.0,2747.0,543.0,0.7312091503267973,0.7235316703154661,2621,4767,245,908
G3IMG-ARM1-K5,0.15,4,6015,4370.0,1645.0,648.0,0.7921689477023476,0.7282016944369909,2588,4812,200,941
G3IMG-ARM1-K5,0.15,5,4858,4038.0,820.0,980.0,0.8177399756986635,0.7164960880499314,2485,4854,158,1044
G3IMG-ARM1-K5,0.2,1,13169,4586.0,8583.0,432.0,0.5043162698630891,0.7132971241434545,2682,4674,338,847
G3IMG-ARM1-K5,0.2,2,8804,4484.0,4320.0,534.0,0.6488207205903631,0.7274890656550514,2617,4785,227,912
G3IMG-ARM1-K5,0.2,3,6974,4411.0,2563.0,607.0,0.7356571047364909,0.7346970999883989,2586,4837,175,943
G3IMG-ARM1-K5,0.2,4,5828,4301.0,1527.0,717.0,0.7931034482758621,0.7331982825379276,2551,4860,152,978
G3IMG-ARM1-K5,0.2,5,4729,3980.0,749.0,1038.0,0.8166615368831436,0.7199483206000357,2454,4890,122,1075
G3IMG-ARM1-K5,0.25,1,11856,4384.0,7472.0,634.0,0.5196159772430959,0.7465494623256804,2606,4863,149,923
G3IMG-ARM1-K5,0.25,2,8001,4252.0,3749.0,766.0,0.6531991704431984,0.7440479854727757,2538,4908,104,991
G3IMG-ARM1-K5,0.25,3,6366,4158.0,2208.0,860.0,0.7304989458889669,0.740598362860494,2495,4929,83,1034
G3IMG-ARM1-K5,0.25,4,5333,4044.0,1289.0,974.0,0.7813737803110811,0.7332776699595828,2454,4935,77,1075
G3IMG-ARM1-K5,0.25,5,4358,3744.0,614.0,1274.0,0.7986348122866894,0.7161798325075025,2356,4950,62,1173
G3IMG-ARM1-K5,0.3,1,11851,4383.0,7468.0,635.0,0.5196514316201316,0.7468306621356612,2606,4864,148,923
G3IMG-ARM1-K5,0.3,2,7998,4251.0,3747.0,767.0,0.6531960663798402,0.7441142817655961,2537,4909,103,992
G3IMG-ARM1-K5,0.3,3,6365,4158.0,2207.0,860.0,0.7305631204427655,0.740598362860494,2495,4929,83,1034
G3IMG-ARM1-K5,0.3,4,5333,4044.0,1289.0,974.0,0.7813737803110811,0.7332776699595828,2454,4935,77,1075
G3IMG-ARM1-K5,0.3,5,4358,3744.0,614.0,1274.0,0.7986348122866894,0.7161798325075025,2356,4950,62,1173
G3IMG-ARM1-K5,0.35,1,11767,4368.0,7399.0,650.0,0.5204647006255586,0.7485703139158564,2600,4875,137,929
G3IMG-ARM1-K5,0.35,2,7949,4236.0,3713.0,782.0,0.6533508136037633,0.743778498579119,2529,4914,98,1000
G3IMG-ARM1-K5,0.35,3,6327,4144.0,2183.0,874.0,0.7305420890260026,0.7405979895030119,2487,4935,77,1042
G3IMG-ARM1-K5,0.35,4,5305,4031.0,1274.0,987.0,0.7809745229100068,0.7327034113916634,2446,4939,73,1083
G3IMG-ARM1-K5,0.35,5,4333,3730.0,603.0,1288.0,0.7977756389690942,0.7156532106577573,2348,4954,58,1181
