audit,position,order_index,class,tile_name,map_name,symbol,x_world,y_world,nearest_anything_m,raster,pixel_size_m,window_col_off,window_row_off,window_width,window_height,crop_file,context_file,crop_width_px,crop_height_px,centre_roundtrip_m,centre_pixel_quantisation_m
census,77,76,detected,K-35-053-2_x3360_y2352.png,K-35-053-2,Hairy brown circle,455441.9,4710954.5,2.0,inputs/rasters/Russian1981_32635/K-35-053-2.tif,5.0026,3362,2538,150,150,census_77_K-35-053-2_x3360_y2352.png,census_77_K-35-053-2_x3360_y2352_context.png,150,150,0.000000,0.033
census,127,126,detected,K-35-054-4_Voynika_x672_y336.png,K-35-054-4_Voynika,Hairy brown circle,483822.7,4703076.2,4.3,inputs/rasters/Russian1981_32635/K-35-054-4_Voynika.tif,5.0097,832,364,150,150,census_127_K-35-054-4_Voynika_x672_y336.png,census_127_K-35-054-4_Voynika_x672_y336_context.png,150,150,0.000000,2.114
census,252,251,detected,K-35-063-4_Skobelevo_4326_x1680_y2016.png,K-35-063-4_Skobelevo_4326,Hairy black square with a dot inside,364876.3,4658323.6,1.3,inputs/rasters/Russian1981_32635/K-35-063-4_Skobelevo_4326.tif,5.0543,1968,2258,150,150,census_252_K-35-063-4_Skobelevo_4326_x1680_y2016.png,census_252_K-35-063-4_Skobelevo_4326_x1680_y2016_context.png,150,150,0.000000,2.520
census,380,379,proposed-but-filtered,K-35-067-4_x2688_y1344.png,K-35-067-4,Hairy brown circle,535303.9,4660566.6,6.3,inputs/rasters/Russian1981_32635/K-35-067-4.tif,5.0242,2871,1481,150,150,census_380_K-35-067-4_x2688_y1344.png,census_380_K-35-067-4_x2688_y1344_context.png,150,150,0.000000,2.493
census,426,425,detected,K-35-076-1_x1344_y0.png,K-35-076-1,Hairy brown circle,383101.7,4650305.4,2.7,inputs/rasters/Russian1981_32635/K-35-076-1.tif,5.0322,1471,27,150,150,census_426_K-35-076-1_x1344_y0.png,census_426_K-35-076-1_x1344_y0_context.png,150,150,0.000000,2.107
census,458,457,detected,K-35-077-2_x1008_y2688.png,K-35-077-2,Hairy brown circle,443012.6,4635000.4,5.0,inputs/rasters/Russian1981_32635/K-35-077-2.tif,5.0316,1001,2906,150,150,census_458_K-35-077-2_x1008_y2688.png,census_458_K-35-077-2_x1008_y2688_context.png,150,150,0.000000,1.793
census,462,461,detected,K-35-077-2_x2016_y3360.png,K-35-077-2,Hairy brown circle,449375.5,4632230.5,3.4,inputs/rasters/Russian1981_32635/K-35-077-2.tif,5.0316,2266,3457,150,150,census_462_K-35-077-2_x2016_y3360.png,census_462_K-35-077-2_x2016_y3360_context.png,150,150,0.000000,1.456
