R_m,TP,FP,FN,n_ref_student_only,n_reviewer_promoted_at_R,n_phantom_duplicates_dropped,n_ref_extended,precision,precision_CI_lo,precision_CI_hi,recall,recall_CI_lo,recall_CI_hi,F1,F1_CI_lo,F1_CI_hi
50,3975,375,1186,4746,415,0,5161,0.9137931034482759,0.9054383132889092,0.9222208412512816,0.7701995737260221,0.7544261614084959,0.783495016562102,0.8358742508674167,0.825152308468239,0.8443768517193841
