threshold,n_accepted,precision,recall,f1,f1_ci_lower,f1_ci_upper,p_ci_lower,p_ci_upper,r_ci_lower,r_ci_upper
0.0,442,0.6652,0.6759,0.6705,0.6256,0.7121,0.6092,0.7163,0.6229,0.726
0.05,383,0.7676,0.6759,0.7188,0.675,0.7581,0.7162,0.8132,0.6229,0.726
0.1,362,0.8039,0.669,0.7302,0.6849,0.7694,0.7573,0.8467,0.616,0.7191
0.15,328,0.8659,0.6529,0.7444,0.6976,0.7856,0.8237,0.903,0.5973,0.7031
0.2,327,0.8654,0.6506,0.7428,0.6955,0.7837,0.823,0.903,0.5937,0.7003
0.25,312,0.8814,0.6322,0.7363,0.6901,0.7769,0.8394,0.9162,0.5772,0.6855
0.3,312,0.8814,0.6322,0.7363,0.6901,0.7769,0.8394,0.9162,0.5772,0.6855
0.35,309,0.8803,0.6253,0.7312,0.685,0.7722,0.8375,0.9155,0.5728,0.6815
0.4,309,0.8803,0.6253,0.7312,0.685,0.7722,0.8375,0.9155,0.5728,0.6815
0.45,299,0.8796,0.6046,0.7166,0.6704,0.7603,0.8362,0.9147,0.5504,0.6547
0.5,299,0.8796,0.6046,0.7166,0.6704,0.7603,0.8362,0.9147,0.5504,0.6547
0.55,299,0.8796,0.6046,0.7166,0.6704,0.7603,0.8362,0.9147,0.5504,0.6547
0.6,299,0.8796,0.6046,0.7166,0.6704,0.7603,0.8362,0.9147,0.5504,0.6547
0.65,298,0.8792,0.6023,0.7149,0.6701,0.7574,0.8356,0.9146,0.5482,0.6543
0.7,297,0.8788,0.6,0.7131,0.6675,0.7566,0.8345,0.9142,0.5449,0.6509
0.75,296,0.8818,0.6,0.7141,0.6685,0.7566,0.8372,0.9181,0.5449,0.6509
0.8,289,0.8824,0.5862,0.7044,0.6576,0.7475,0.8387,0.9197,0.5319,0.6403
0.85,289,0.8824,0.5862,0.7044,0.6576,0.7475,0.8387,0.9197,0.5319,0.6403
0.9,253,0.8814,0.5126,0.6483,0.599,0.6941,0.8319,0.9218,0.4602,0.5664
0.95,253,0.8814,0.5126,0.6483,0.599,0.6941,0.8319,0.9218,0.4602,0.5664
1.0,170,0.8824,0.3448,0.4959,0.4419,0.5484,0.8312,0.9286,0.2967,0.395
