R_m,TP,FP,FN,n_ref_student_only,n_reviewer_promoted_at_R,n_phantom_duplicates_dropped,n_ref_extended,precision,precision_CI_lo,precision_CI_hi,recall,recall_CI_lo,recall_CI_hi,F1,F1_CI_lo,F1_CI_hi
50,3801,363,1359,4746,414,1,5160,0.9128242074927954,0.9043287354960928,0.9205664645651516,0.7366279069767442,0.722128875704619,0.7501021388962584,0.8153153153153153,0.8043084934711026,0.8238677963785973
