R_m,TP,FP,FN,n_ref_student_only,n_reviewer_promoted_at_R,n_ref_extended,precision,precision_CI_lo,precision_CI_hi,recall,recall_CI_lo,recall_CI_hi,F1,F1_CI_lo,F1_CI_hi
50,4190,596,882,4746,326,5072,0.8754701211867948,0.8652374341175587,0.8855296656788458,0.8261041009463722,0.8141108588405,0.8377023959171185,0.8500710083181172,0.8413298663269735,0.8584915868474977
75,4216,570,881,4746,351,5097,0.8809026326786461,0.8708992131160219,0.8908415216334185,0.82715322738866,0.8151663682809037,0.8387541876227221,0.8531822321157544,0.8444768109274922,0.8615323234149825
100,4249,537,880,4746,383,5129,0.8877977434183034,0.8779401689575557,0.8974463847173625,0.8284265938779489,0.8164746726519462,0.8399608415399568,0.8570852244074635,0.848539678878301,0.865280585654598
125,4266,520,880,4746,400,5146,0.8913497701629753,0.8815761883620177,0.9008678985040143,0.8289933929265448,0.8170943281458145,0.840463929613411,0.8590414820781312,0.8504297636637387,0.8672743102093695
150,4275,511,879,4746,408,5154,0.8932302549101546,0.8834909129724028,0.9026915654275001,0.829452852153667,0.8176184686092521,0.8409221907140775,0.8601609657947685,0.8516072630847012,0.8683572032544544
