label,buffer_metres,f1,f1_ci_lower,f1_ci_upper,precision,p_ci_lower,p_ci_upper,recall,r_ci_lower,r_ci_upper,coverage_status,ci_unreliable,ci_zero_fraction,ci_n_tiles,coverage_source,n_unprocessed_tiles
r1-hn-heavy-wbf,20,0.2914,0.2443,0.3404,0.1998,0.1613,0.2422,0.5379,0.4673,0.603,normal,False,0.27104722792607805,487,zero_fraction_heuristic,
r1-hn-heavy-wbf,30,0.3387,0.2867,0.3918,0.2323,0.1897,0.2792,0.6253,0.5519,0.6914,normal,False,0.2731006160164271,487,zero_fraction_heuristic,
r1-hn-heavy-wbf,40,0.3599,0.3065,0.4132,0.2468,0.2027,0.295,0.6644,0.5906,0.7277,normal,False,0.2731006160164271,487,zero_fraction_heuristic,
r1-hn-heavy-wbf,50,0.3649,0.3114,0.419,0.2502,0.2059,0.2989,0.6736,0.5985,0.7365,normal,False,0.2731006160164271,487,zero_fraction_heuristic,
