tp,fp,fn,precision,recall,f1,iteration
45,33,8,0.5769230769230769,0.8490566037735849,0.6870229007633587,1
46,25,7,0.647887323943662,0.8679245283018868,0.7419354838709677,2
42,38,11,0.525,0.7924528301886793,0.631578947368421,3
43,26,10,0.6231884057971014,0.8113207547169812,0.7049180327868851,4
44,41,9,0.5176470588235295,0.8301886792452831,0.6376811594202898,5
