map_name,source,n_neighbours_50m,n_neighbours_100m
K-35-053-4_Boyadzhik,student,0,0
K-35-053-4_Boyadzhik,student,0,0
K-35-053-4_Boyadzhik,student,1,1
K-35-053-4_Boyadzhik,student,0,0
K-35-053-4_Boyadzhik,student,0,0
K-35-053-4_Boyadzhik,student,0,0
K-35-053-4_Boyadzhik,student,0,0
K-35-053-4_Boyadzhik,student,0,0
K-35-053-4_Boyadzhik,student,0,0
K-35-053-4_Boyadzhik,student,0,0
K-35-053-4_Boyadzhik,student,0,0
K-35-053-4_Boyadzhik,student,0,0
K-35-053-4_Boyadzhik,student,0,0
K-35-053-4_Boyadzhik,student,0,0
K-35-053-4_Boyadzhik,student,0,0
K-35-053-4_Boyadzhik,student,0,0
K-35-053-4_Boyadzhik,student,0,0
K-35-053-4_Boyadzhik,student,0,0
K-35-053-4_Boyadzhik,student,0,0
K-35-053-4_Boyadzhik,student,0,0
K-35-053-4_Boyadzhik,student,0,0
K-35-053-4_Boyadzhik,student,0,0
K-35-053-4_Boyadzhik,student,0,0
K-35-053-4_Boyadzhik,student,0,1
K-35-053-4_Boyadzhik,student,0,1
K-35-053-4_Boyadzhik,student,0,0
K-35-053-4_Boyadzhik,student,0,0
K-35-053-4_Boyadzhik,student,0,0
K-35-053-4_Boyadzhik,student,0,0
K-35-053-4_Boyadzhik,student,0,0
K-35-053-4_Boyadzhik,student,0,0
K-35-053-4_Boyadzhik,student,0,0
K-35-053-4_Boyadzhik,student,0,0
K-35-053-4_Boyadzhik,student,0,0
K-35-053-4_Boyadzhik,student,0,0
K-35-053-4_Boyadzhik,student,0,0
K-35-053-4_Boyadzhik,student,0,1
K-35-053-4_Boyadzhik,student,0,1
K-35-053-4_Boyadzhik,student,0,0
K-35-053-4_Boyadzhik,student,0,0
K-35-053-4_Boyadzhik,student,0,0
K-35-053-4_Boyadzhik,reviewer_phantom,0,0
K-35-053-4_Boyadzhik,reviewer_phantom,0,0
K-35-053-4_Boyadzhik,reviewer_phantom,0,0
K-35-053-4_Boyadzhik,reviewer_phantom,1,1
K-35-053-4_Boyadzhik,reviewer_phantom,1,1
K-35-053-4_Boyadzhik,reviewer_phantom,0,0
K-35-053-4_Boyadzhik,reviewer_phantom,1,1
K-35-053-4_Boyadzhik,reviewer_phantom,1,1
K-35-053-4_Boyadzhik,reviewer_phantom,0,1
K-35-054-1_Straldzha_4326,student,0,0
K-35-054-1_Straldzha_4326,student,0,1
K-35-054-1_Straldzha_4326,student,0,0
K-35-054-1_Straldzha_4326,student,0,0
K-35-054-1_Straldzha_4326,student,0,0
K-35-054-1_Straldzha_4326,student,0,0
K-35-054-1_Straldzha_4326,student,0,0
K-35-054-1_Straldzha_4326,student,0,0
K-35-054-1_Straldzha_4326,student,0,1
K-35-054-1_Straldzha_4326,student,0,0
K-35-054-1_Straldzha_4326,student,0,0
K-35-054-1_Straldzha_4326,student,0,0
K-35-054-1_Straldzha_4326,student,0,1
K-35-054-1_Straldzha_4326,student,0,1
K-35-054-1_Straldzha_4326,student,0,0
K-35-054-1_Straldzha_4326,student,0,0
K-35-054-1_Straldzha_4326,student,0,0
K-35-054-1_Straldzha_4326,student,0,0
K-35-054-1_Straldzha_4326,student,0,0
K-35-054-1_Straldzha_4326,student,0,0
K-35-054-1_Straldzha_4326,student,0,0
K-35-054-1_Straldzha_4326,student,0,0
K-35-054-1_Straldzha_4326,student,0,0
K-35-054-1_Straldzha_4326,student,0,0
K-35-054-1_Straldzha_4326,student,0,0
K-35-054-1_Straldzha_4326,student,0,0
K-35-054-1_Straldzha_4326,student,0,0
K-35-054-1_Straldzha_4326,student,0,1
K-35-054-1_Straldzha_4326,student,0,1
K-35-054-1_Straldzha_4326,student,0,0
K-35-054-1_Straldzha_4326,student,0,0
K-35-054-1_Straldzha_4326,student,0,0
K-35-054-1_Straldzha_4326,student,0,0
K-35-054-1_Straldzha_4326,student,0,0
K-35-054-1_Straldzha_4326,student,0,0
K-35-054-1_Straldzha_4326,student,0,0
K-35-054-1_Straldzha_4326,student,0,0
K-35-054-1_Straldzha_4326,student,0,0
K-35-054-1_Straldzha_4326,student,0,0
K-35-054-1_Straldzha_4326,student,0,0
K-35-054-1_Straldzha_4326,student,0,0
K-35-054-1_Straldzha_4326,student,0,0
K-35-054-1_Straldzha_4326,student,0,0
K-35-054-1_Straldzha_4326,student,0,0
K-35-054-1_Straldzha_4326,student,0,0
K-35-054-1_Straldzha_4326,student,0,0
K-35-054-1_Straldzha_4326,student,0,0
K-35-054-1_Straldzha_4326,student,0,0
K-35-054-1_Straldzha_4326,student,0,0
K-35-054-1_Straldzha_4326,student,0,0
K-35-054-1_Straldzha_4326,student,0,0
K-35-054-1_Straldzha_4326,student,0,0
K-35-054-1_Straldzha_4326,student,0,0
K-35-054-1_Straldzha_4326,student,0,0
K-35-054-1_Straldzha_4326,student,0,0
K-35-054-1_Straldzha_4326,student,0,0
K-35-054-1_Straldzha_4326,student,0,0
K-35-054-1_Straldzha_4326,student,0,0
K-35-054-1_Straldzha_4326,student,0,0
K-35-054-1_Straldzha_4326,student,0,0
K-35-054-1_Straldzha_4326,student,0,0
K-35-054-1_Straldzha_4326,student,0,0
K-35-054-1_Straldzha_4326,student,0,0
K-35-054-1_Straldzha_4326,student,0,0
K-35-054-1_Straldzha_4326,student,0,0
K-35-054-1_Straldzha_4326,student,0,0
K-35-054-1_Straldzha_4326,student,0,0
K-35-054-1_Straldzha_4326,student,0,0
K-35-054-1_Straldzha_4326,student,0,0
K-35-054-1_Straldzha_4326,student,0,0
K-35-054-1_Straldzha_4326,student,0,0
K-35-054-1_Straldzha_4326,student,0,0
K-35-054-1_Straldzha_4326,student,0,0
K-35-054-1_Straldzha_4326,student,0,0
K-35-054-1_Straldzha_4326,student,0,0
K-35-054-1_Straldzha_4326,student,0,0
K-35-054-1_Straldzha_4326,student,0,0
K-35-054-1_Straldzha_4326,student,0,0
K-35-054-1_Straldzha_4326,student,0,0
K-35-054-1_Straldzha_4326,student,0,0
K-35-054-1_Straldzha_4326,student,0,0
K-35-054-1_Straldzha_4326,student,0,0
K-35-054-1_Straldzha_4326,student,0,0
K-35-054-1_Straldzha_4326,student,0,0
K-35-054-1_Straldzha_4326,student,0,0
K-35-054-1_Straldzha_4326,student,0,0
K-35-054-1_Straldzha_4326,student,0,0
K-35-054-1_Straldzha_4326,student,0,0
K-35-054-1_Straldzha_4326,student,1,1
K-35-054-1_Straldzha_4326,student,0,0
K-35-054-1_Straldzha_4326,student,0,0
K-35-054-1_Straldzha_4326,student,0,0
K-35-054-1_Straldzha_4326,student,0,0
K-35-054-1_Straldzha_4326,student,0,0
K-35-054-1_Straldzha_4326,student,0,1
K-35-054-1_Straldzha_4326,student,0,1
K-35-054-1_Straldzha_4326,student,0,0
K-35-054-1_Straldzha_4326,student,0,0
K-35-054-1_Straldzha_4326,student,0,0
K-35-054-1_Straldzha_4326,student,0,0
K-35-054-1_Straldzha_4326,student,0,0
K-35-054-1_Straldzha_4326,student,1,1
K-35-054-1_Straldzha_4326,student,0,0
K-35-054-1_Straldzha_4326,student,0,0
K-35-054-1_Straldzha_4326,student,0,1
K-35-054-1_Straldzha_4326,student,0,1
K-35-054-1_Straldzha_4326,student,0,0
K-35-054-1_Straldzha_4326,student,0,0
K-35-054-1_Straldzha_4326,student,0,0
K-35-054-1_Straldzha_4326,student,0,0
K-35-054-1_Straldzha_4326,student,0,0
K-35-054-1_Straldzha_4326,student,0,0
K-35-054-1_Straldzha_4326,student,0,0
K-35-054-1_Straldzha_4326,student,0,0
K-35-054-1_Straldzha_4326,student,0,0
K-35-054-1_Straldzha_4326,student,0,0
K-35-054-1_Straldzha_4326,reviewer_phantom,0,0
K-35-054-1_Straldzha_4326,reviewer_phantom,1,1
K-35-054-1_Straldzha_4326,reviewer_phantom,1,1
K-35-054-1_Straldzha_4326,reviewer_phantom,1,1
K-35-054-1_Straldzha_4326,reviewer_phantom,0,0
K-35-054-1_Straldzha_4326,reviewer_phantom,1,1
K-35-054-1_Straldzha_4326,reviewer_phantom,0,0
K-35-054-1_Straldzha_4326,reviewer_phantom,0,1
K-35-054-1_Straldzha_4326,reviewer_phantom,0,1
K-35-054-1_Straldzha_4326,reviewer_phantom,0,0
K-35-054-1_Straldzha_4326,reviewer_phantom,0,1
K-35-054-1_Straldzha_4326,reviewer_phantom,0,0
K-35-054-1_Straldzha_4326,reviewer_phantom,0,0
K-35-054-1_Straldzha_4326,reviewer_phantom,0,0
K-35-054-1_Straldzha_4326,reviewer_phantom,0,0
K-35-054-1_Straldzha_4326,reviewer_phantom,0,0
K-35-054-1_Straldzha_4326,reviewer_phantom,0,1
K-35-054-1_Straldzha_4326,reviewer_phantom,0,0
K-35-054-1_Straldzha_4326,reviewer_phantom,0,0
K-35-054-2_Atolov_4326,student,0,0
K-35-054-2_Atolov_4326,student,0,0
K-35-054-2_Atolov_4326,student,0,0
K-35-054-2_Atolov_4326,student,0,0
K-35-054-2_Atolov_4326,student,0,0
K-35-054-2_Atolov_4326,student,0,0
K-35-054-2_Atolov_4326,student,0,0
K-35-054-2_Atolov_4326,student,0,0
K-35-054-2_Atolov_4326,student,0,0
K-35-054-2_Atolov_4326,student,0,0
K-35-054-2_Atolov_4326,student,0,0
K-35-054-2_Atolov_4326,student,0,0
K-35-054-2_Atolov_4326,student,0,0
K-35-054-2_Atolov_4326,student,0,0
K-35-054-2_Atolov_4326,student,0,0
K-35-054-2_Atolov_4326,student,0,0
K-35-054-2_Atolov_4326,student,1,1
K-35-054-2_Atolov_4326,student,0,0
K-35-054-2_Atolov_4326,student,0,0
K-35-054-2_Atolov_4326,student,0,0
K-35-054-2_Atolov_4326,student,0,0
K-35-054-2_Atolov_4326,student,0,0
K-35-054-2_Atolov_4326,student,0,0
K-35-054-2_Atolov_4326,student,0,0
K-35-054-2_Atolov_4326,student,0,0
K-35-054-2_Atolov_4326,student,0,0
K-35-054-2_Atolov_4326,student,0,1
K-35-054-2_Atolov_4326,student,0,1
K-35-054-2_Atolov_4326,student,0,0
K-35-054-2_Atolov_4326,student,0,0
K-35-054-2_Atolov_4326,student,0,0
K-35-054-2_Atolov_4326,student,0,0
K-35-054-2_Atolov_4326,student,1,1
K-35-054-2_Atolov_4326,student,1,1
K-35-054-2_Atolov_4326,student,0,0
K-35-054-2_Atolov_4326,student,0,0
K-35-054-2_Atolov_4326,student,0,0
K-35-054-2_Atolov_4326,student,0,0
K-35-054-2_Atolov_4326,student,0,0
K-35-054-2_Atolov_4326,student,0,0
K-35-054-2_Atolov_4326,student,0,0
K-35-054-2_Atolov_4326,student,0,0
K-35-054-2_Atolov_4326,student,0,0
K-35-054-2_Atolov_4326,student,0,0
K-35-054-2_Atolov_4326,student,0,0
K-35-054-2_Atolov_4326,student,0,0
K-35-054-2_Atolov_4326,student,0,1
K-35-054-2_Atolov_4326,student,0,0
K-35-054-2_Atolov_4326,student,0,0
K-35-054-2_Atolov_4326,student,0,0
K-35-054-2_Atolov_4326,student,0,0
K-35-054-2_Atolov_4326,student,0,0
K-35-054-2_Atolov_4326,student,0,1
K-35-054-2_Atolov_4326,student,0,1
K-35-054-2_Atolov_4326,student,0,0
K-35-054-2_Atolov_4326,student,0,0
K-35-054-2_Atolov_4326,student,0,0
K-35-054-2_Atolov_4326,student,0,0
K-35-054-2_Atolov_4326,student,0,0
K-35-054-2_Atolov_4326,student,0,0
K-35-054-2_Atolov_4326,student,0,0
K-35-054-2_Atolov_4326,student,1,1
K-35-054-2_Atolov_4326,student,0,0
K-35-054-2_Atolov_4326,student,0,1
K-35-054-2_Atolov_4326,student,0,0
K-35-054-2_Atolov_4326,student,0,0
K-35-054-2_Atolov_4326,student,0,0
K-35-054-2_Atolov_4326,student,0,2
K-35-054-2_Atolov_4326,student,0,0
K-35-054-2_Atolov_4326,student,0,0
K-35-054-2_Atolov_4326,student,0,0
K-35-054-2_Atolov_4326,student,0,0
K-35-054-2_Atolov_4326,student,0,0
K-35-054-2_Atolov_4326,student,0,0
K-35-054-2_Atolov_4326,student,0,0
K-35-054-2_Atolov_4326,student,0,0
K-35-054-2_Atolov_4326,student,0,0
K-35-054-2_Atolov_4326,student,0,0
K-35-054-2_Atolov_4326,student,0,0
K-35-054-2_Atolov_4326,student,0,0
K-35-054-2_Atolov_4326,student,0,0
K-35-054-2_Atolov_4326,student,0,0
K-35-054-2_Atolov_4326,student,0,0
K-35-054-2_Atolov_4326,student,0,0
K-35-054-2_Atolov_4326,student,0,0
K-35-054-2_Atolov_4326,student,0,0
K-35-054-2_Atolov_4326,student,0,0
K-35-054-2_Atolov_4326,student,0,0
K-35-054-2_Atolov_4326,student,0,0
K-35-054-2_Atolov_4326,student,0,0
K-35-054-2_Atolov_4326,student,0,0
K-35-054-2_Atolov_4326,student,0,0
K-35-054-2_Atolov_4326,student,0,0
K-35-054-2_Atolov_4326,student,0,0
K-35-054-2_Atolov_4326,student,0,0
K-35-054-2_Atolov_4326,student,0,0
K-35-054-2_Atolov_4326,student,0,1
K-35-054-2_Atolov_4326,student,0,2
K-35-054-2_Atolov_4326,student,0,1
K-35-054-2_Atolov_4326,student,0,0
K-35-054-2_Atolov_4326,student,0,0
K-35-054-2_Atolov_4326,student,0,0
K-35-054-2_Atolov_4326,student,0,1
K-35-054-2_Atolov_4326,student,0,1
K-35-054-2_Atolov_4326,student,0,0
K-35-054-2_Atolov_4326,student,0,0
K-35-054-2_Atolov_4326,student,0,0
K-35-054-2_Atolov_4326,student,0,0
K-35-054-2_Atolov_4326,student,1,1
K-35-054-2_Atolov_4326,student,0,0
K-35-054-2_Atolov_4326,student,0,0
K-35-054-2_Atolov_4326,student,0,0
K-35-054-2_Atolov_4326,student,0,0
K-35-054-2_Atolov_4326,student,0,0
K-35-054-2_Atolov_4326,student,1,1
K-35-054-2_Atolov_4326,student,0,0
K-35-054-2_Atolov_4326,student,0,0
K-35-054-2_Atolov_4326,student,0,1
K-35-054-2_Atolov_4326,student,1,1
K-35-054-2_Atolov_4326,reviewer_phantom,1,1
K-35-054-2_Atolov_4326,reviewer_phantom,0,0
K-35-054-2_Atolov_4326,reviewer_phantom,1,2
K-35-054-2_Atolov_4326,reviewer_phantom,1,1
K-35-054-2_Atolov_4326,reviewer_phantom,1,2
K-35-054-2_Atolov_4326,reviewer_phantom,0,0
K-35-054-2_Atolov_4326,reviewer_phantom,0,0
K-35-054-2_Atolov_4326,reviewer_phantom,0,0
K-35-054-2_Atolov_4326,reviewer_phantom,0,0
K-35-054-2_Atolov_4326,reviewer_phantom,0,0
K-35-054-2_Atolov_4326,reviewer_phantom,0,0
K-35-054-2_Atolov_4326,reviewer_phantom,1,1
K-35-054-2_Atolov_4326,reviewer_phantom,1,1
K-35-054-2_Atolov_4326,reviewer_phantom,1,1
K-35-054-2_Atolov_4326,reviewer_phantom,0,1
K-35-054-2_Atolov_4326,reviewer_phantom,1,1
K-35-054-2_Atolov_4326,reviewer_phantom,1,1
K-35-054-3_Yambol,student,0,0
K-35-054-3_Yambol,student,0,0
K-35-054-3_Yambol,student,0,1
K-35-054-3_Yambol,student,0,0
K-35-054-3_Yambol,student,0,0
K-35-054-3_Yambol,student,0,0
K-35-054-3_Yambol,student,0,0
K-35-054-3_Yambol,student,0,0
K-35-054-3_Yambol,student,0,0
K-35-054-3_Yambol,student,0,1
K-35-054-3_Yambol,student,0,1
K-35-054-3_Yambol,student,0,0
K-35-054-3_Yambol,student,0,0
K-35-054-3_Yambol,student,0,0
K-35-054-3_Yambol,student,0,0
K-35-054-3_Yambol,student,0,0
K-35-054-3_Yambol,student,0,1
K-35-054-3_Yambol,student,0,1
K-35-054-3_Yambol,student,1,1
K-35-054-3_Yambol,student,0,0
K-35-054-3_Yambol,student,0,0
K-35-054-3_Yambol,student,0,0
K-35-054-3_Yambol,student,0,0
K-35-054-3_Yambol,student,0,2
K-35-054-3_Yambol,student,0,1
K-35-054-3_Yambol,student,0,0
K-35-054-3_Yambol,student,0,0
K-35-054-3_Yambol,student,0,0
K-35-054-3_Yambol,student,0,0
K-35-054-3_Yambol,student,0,0
K-35-054-3_Yambol,student,0,0
K-35-054-3_Yambol,student,0,0
K-35-054-3_Yambol,student,0,0
K-35-054-3_Yambol,student,0,0
K-35-054-3_Yambol,student,0,0
K-35-054-3_Yambol,student,0,0
K-35-054-3_Yambol,student,0,0
K-35-054-3_Yambol,student,0,0
K-35-054-3_Yambol,student,0,0
K-35-054-3_Yambol,student,0,0
K-35-054-3_Yambol,student,0,0
K-35-054-3_Yambol,student,0,1
K-35-054-3_Yambol,student,0,2
K-35-054-3_Yambol,student,0,1
K-35-054-3_Yambol,student,0,0
K-35-054-3_Yambol,student,0,0
K-35-054-3_Yambol,student,0,1
K-35-054-3_Yambol,student,0,1
K-35-054-3_Yambol,student,0,0
K-35-054-3_Yambol,student,0,0
K-35-054-3_Yambol,student,0,0
K-35-054-3_Yambol,student,0,0
K-35-054-3_Yambol,student,0,0
K-35-054-3_Yambol,student,0,1
K-35-054-3_Yambol,student,0,1
K-35-054-3_Yambol,student,0,0
K-35-054-3_Yambol,student,0,0
K-35-054-3_Yambol,student,0,0
K-35-054-3_Yambol,student,0,0
K-35-054-3_Yambol,student,0,0
K-35-054-3_Yambol,student,0,0
K-35-054-3_Yambol,student,1,1
K-35-054-3_Yambol,student,0,0
K-35-054-3_Yambol,student,0,0
K-35-054-3_Yambol,student,0,0
K-35-054-3_Yambol,student,0,0
K-35-054-3_Yambol,student,0,1
K-35-054-3_Yambol,student,0,0
K-35-054-3_Yambol,student,0,0
K-35-054-3_Yambol,student,0,0
K-35-054-3_Yambol,student,0,1
K-35-054-3_Yambol,student,0,0
K-35-054-3_Yambol,student,0,0
K-35-054-3_Yambol,student,0,0
K-35-054-3_Yambol,student,0,0
K-35-054-3_Yambol,student,0,0
K-35-054-3_Yambol,student,0,0
K-35-054-3_Yambol,student,0,0
K-35-054-3_Yambol,student,0,1
K-35-054-3_Yambol,student,0,0
K-35-054-3_Yambol,student,0,0
K-35-054-3_Yambol,student,1,1
K-35-054-3_Yambol,student,0,0
K-35-054-3_Yambol,student,0,0
K-35-054-3_Yambol,student,0,0
K-35-054-3_Yambol,student,0,1
K-35-054-3_Yambol,student,0,1
K-35-054-3_Yambol,student,0,0
K-35-054-3_Yambol,student,0,0
K-35-054-3_Yambol,student,0,0
K-35-054-3_Yambol,student,0,0
K-35-054-3_Yambol,student,0,0
K-35-054-3_Yambol,student,0,0
K-35-054-3_Yambol,student,0,0
K-35-054-3_Yambol,student,0,0
K-35-054-3_Yambol,student,0,0
K-35-054-3_Yambol,student,0,0
K-35-054-3_Yambol,student,0,0
K-35-054-3_Yambol,student,0,0
K-35-054-3_Yambol,student,0,0
K-35-054-3_Yambol,student,0,0
K-35-054-3_Yambol,student,0,0
K-35-054-3_Yambol,student,0,0
K-35-054-3_Yambol,reviewer_phantom,0,0
K-35-054-3_Yambol,reviewer_phantom,1,1
K-35-054-3_Yambol,reviewer_phantom,0,0
K-35-054-3_Yambol,reviewer_phantom,1,1
K-35-054-3_Yambol,reviewer_phantom,1,1
K-35-054-3_Yambol,reviewer_phantom,0,1
K-35-054-3_Yambol,reviewer_phantom,0,0
K-35-054-3_Yambol,reviewer_phantom,0,0
K-35-054-4_Voynika,student,0,0
K-35-054-4_Voynika,student,0,0
K-35-054-4_Voynika,student,0,0
K-35-054-4_Voynika,student,0,0
K-35-054-4_Voynika,student,0,0
K-35-054-4_Voynika,student,0,0
K-35-054-4_Voynika,student,0,0
K-35-054-4_Voynika,student,0,0
K-35-054-4_Voynika,student,0,0
K-35-054-4_Voynika,student,0,2
K-35-054-4_Voynika,student,0,2
K-35-054-4_Voynika,student,0,2
K-35-054-4_Voynika,student,0,0
K-35-054-4_Voynika,student,0,0
K-35-054-4_Voynika,student,0,0
K-35-054-4_Voynika,student,0,0
K-35-054-4_Voynika,student,0,0
K-35-054-4_Voynika,student,0,0
K-35-054-4_Voynika,student,0,0
K-35-054-4_Voynika,student,0,0
K-35-054-4_Voynika,student,0,0
K-35-054-4_Voynika,student,0,0
K-35-054-4_Voynika,student,0,0
K-35-054-4_Voynika,student,0,0
K-35-054-4_Voynika,student,0,0
K-35-054-4_Voynika,student,0,0
K-35-054-4_Voynika,student,0,1
K-35-054-4_Voynika,student,0,1
K-35-054-4_Voynika,student,0,0
K-35-054-4_Voynika,student,0,0
K-35-054-4_Voynika,student,0,1
K-35-054-4_Voynika,student,0,1
K-35-054-4_Voynika,student,0,0
K-35-054-4_Voynika,student,1,1
K-35-054-4_Voynika,student,0,0
K-35-054-4_Voynika,student,0,0
K-35-054-4_Voynika,student,0,0
K-35-054-4_Voynika,student,0,0
K-35-054-4_Voynika,student,0,0
K-35-054-4_Voynika,student,0,0
K-35-054-4_Voynika,student,0,0
K-35-054-4_Voynika,student,2,2
K-35-054-4_Voynika,student,0,0
K-35-054-4_Voynika,student,0,0
K-35-054-4_Voynika,student,0,0
K-35-054-4_Voynika,student,0,0
K-35-054-4_Voynika,student,0,0
K-35-054-4_Voynika,student,0,0
K-35-054-4_Voynika,student,0,0
K-35-054-4_Voynika,student,0,0
K-35-054-4_Voynika,student,0,0
K-35-054-4_Voynika,student,0,0
K-35-054-4_Voynika,student,0,0
K-35-054-4_Voynika,student,0,0
K-35-054-4_Voynika,student,0,0
K-35-054-4_Voynika,student,0,0
K-35-054-4_Voynika,student,1,1
K-35-054-4_Voynika,student,0,0
K-35-054-4_Voynika,student,0,0
K-35-054-4_Voynika,student,0,1
K-35-054-4_Voynika,student,0,1
K-35-054-4_Voynika,student,0,0
K-35-054-4_Voynika,student,0,0
K-35-054-4_Voynika,student,0,0
K-35-054-4_Voynika,student,0,0
K-35-054-4_Voynika,student,0,0
K-35-054-4_Voynika,student,0,0
K-35-054-4_Voynika,student,0,0
K-35-054-4_Voynika,student,0,0
K-35-054-4_Voynika,student,0,0
K-35-054-4_Voynika,student,0,1
K-35-054-4_Voynika,student,0,1
K-35-054-4_Voynika,student,0,0
K-35-054-4_Voynika,student,0,0
K-35-054-4_Voynika,student,0,0
K-35-054-4_Voynika,student,0,0
K-35-054-4_Voynika,student,0,0
K-35-054-4_Voynika,student,0,0
K-35-054-4_Voynika,student,0,0
K-35-054-4_Voynika,student,0,0
K-35-054-4_Voynika,student,0,0
K-35-054-4_Voynika,student,0,0
K-35-054-4_Voynika,student,0,0
K-35-054-4_Voynika,student,0,0
K-35-054-4_Voynika,student,0,0
K-35-054-4_Voynika,student,0,0
K-35-054-4_Voynika,student,0,0
K-35-054-4_Voynika,student,1,1
K-35-054-4_Voynika,student,0,1
K-35-054-4_Voynika,student,0,1
K-35-054-4_Voynika,student,0,0
K-35-054-4_Voynika,student,0,0
K-35-054-4_Voynika,student,0,1
K-35-054-4_Voynika,student,0,1
K-35-054-4_Voynika,student,0,0
K-35-054-4_Voynika,student,0,0
K-35-054-4_Voynika,student,0,0
K-35-054-4_Voynika,student,0,0
K-35-054-4_Voynika,student,0,0
K-35-054-4_Voynika,student,1,1
K-35-054-4_Voynika,student,0,0
K-35-054-4_Voynika,student,0,0
K-35-054-4_Voynika,student,0,0
K-35-054-4_Voynika,student,0,0
K-35-054-4_Voynika,student,0,0
K-35-054-4_Voynika,student,0,0
K-35-054-4_Voynika,student,0,0
K-35-054-4_Voynika,student,0,0
K-35-054-4_Voynika,student,0,0
K-35-054-4_Voynika,student,0,0
K-35-054-4_Voynika,reviewer_phantom,1,2
K-35-054-4_Voynika,reviewer_phantom,1,2
K-35-054-4_Voynika,reviewer_phantom,0,0
K-35-054-4_Voynika,reviewer_phantom,1,1
K-35-054-4_Voynika,reviewer_phantom,1,1
K-35-054-4_Voynika,reviewer_phantom,1,1
K-35-054-4_Voynika,reviewer_phantom,1,1
K-35-055-1,student,0,0
K-35-055-1,student,0,0
K-35-055-1,student,0,0
K-35-055-1,student,0,0
K-35-055-1,student,0,0
K-35-055-1,student,0,0
K-35-055-1,student,0,0
K-35-055-1,student,0,1
K-35-055-1,student,0,1
K-35-055-1,student,0,1
K-35-055-1,student,0,0
K-35-055-1,student,0,0
K-35-055-1,student,0,0
K-35-055-1,student,0,0
K-35-055-1,student,0,0
K-35-055-1,student,0,0
K-35-055-1,student,0,0
K-35-055-1,student,0,0
K-35-055-1,student,0,0
K-35-055-1,student,0,0
K-35-055-1,student,0,0
K-35-055-1,student,0,0
K-35-055-1,student,0,0
K-35-055-1,student,0,0
K-35-055-1,student,0,0
K-35-055-1,student,1,2
K-35-055-1,student,0,0
K-35-055-1,student,0,0
K-35-055-1,student,0,0
K-35-055-1,student,0,0
K-35-055-1,student,0,0
K-35-055-1,student,0,0
K-35-055-1,student,0,0
K-35-055-1,student,0,0
K-35-055-1,student,0,0
K-35-055-1,student,0,0
K-35-055-1,student,0,1
K-35-055-1,student,0,0
K-35-055-1,student,0,0
K-35-055-1,student,0,0
K-35-055-1,student,1,1
K-35-055-1,student,0,0
K-35-055-1,student,0,0
K-35-055-1,student,0,0
K-35-055-1,student,0,0
K-35-055-1,student,0,0
K-35-055-1,student,0,0
K-35-055-1,student,0,0
K-35-055-1,student,0,0
K-35-055-1,student,0,0
K-35-055-1,student,0,0
K-35-055-1,student,0,0
K-35-055-1,student,0,0
K-35-055-1,student,0,0
K-35-055-1,student,0,0
K-35-055-1,student,0,0
K-35-055-1,student,0,0
K-35-055-1,student,0,0
K-35-055-1,student,0,0
K-35-055-1,student,0,0
K-35-055-1,student,0,0
K-35-055-1,student,0,0
K-35-055-1,student,1,1
K-35-055-1,student,1,1
K-35-055-1,student,0,0
K-35-055-1,student,0,0
K-35-055-1,student,0,0
K-35-055-1,student,0,0
K-35-055-1,student,0,0
K-35-055-1,student,0,0
K-35-055-1,student,0,0
K-35-055-1,student,0,0
K-35-055-1,student,0,0
K-35-055-1,student,0,0
K-35-055-1,student,0,0
K-35-055-1,student,0,0
K-35-055-1,student,0,0
K-35-055-1,student,0,0
K-35-055-1,student,0,2
K-35-055-1,student,1,2
K-35-055-1,student,0,0
K-35-055-1,student,0,0
K-35-055-1,student,0,0
K-35-055-1,student,0,0
K-35-055-1,student,0,0
K-35-055-1,student,0,0
K-35-055-1,student,0,0
K-35-055-1,student,0,0
K-35-055-1,student,0,0
K-35-055-1,student,0,0
K-35-055-1,student,0,0
K-35-055-1,student,0,0
K-35-055-1,student,0,0
K-35-055-1,student,0,0
K-35-055-1,student,0,0
K-35-055-1,student,0,0
K-35-055-1,student,0,0
K-35-055-1,student,0,0
K-35-055-1,student,0,0
K-35-055-1,student,0,0
K-35-055-1,student,0,0
K-35-055-1,student,0,1
K-35-055-1,student,0,0
K-35-055-1,student,0,0
K-35-055-1,student,0,0
K-35-055-1,student,0,0
K-35-055-1,student,0,0
K-35-055-1,student,0,0
K-35-055-1,student,0,0
K-35-055-1,student,0,0
K-35-055-1,student,0,0
K-35-055-1,student,0,0
K-35-055-1,student,0,0
K-35-055-1,student,1,1
K-35-055-1,student,0,0
K-35-055-1,student,0,0
K-35-055-1,reviewer_phantom,1,2
K-35-055-1,reviewer_phantom,1,1
K-35-055-1,reviewer_phantom,1,1
K-35-055-1,reviewer_phantom,0,0
K-35-055-1,reviewer_phantom,1,1
K-35-055-1,reviewer_phantom,0,1
K-35-055-1,reviewer_phantom,1,1
K-35-055-1,reviewer_phantom,2,2
K-35-055-1,reviewer_phantom,0,1
K-35-055-1,reviewer_phantom,0,1
K-35-055-1,reviewer_phantom,1,2
K-35-055-2,student,0,0
K-35-055-2,student,0,0
K-35-055-2,student,0,0
K-35-055-2,student,0,0
K-35-055-2,student,0,0
K-35-055-2,student,0,0
K-35-055-2,student,0,0
K-35-055-2,student,0,0
K-35-055-2,student,0,0
K-35-055-2,student,0,0
K-35-055-2,student,0,0
K-35-055-2,student,0,0
