threshold,n_accepted,precision,recall,f1,f1_ci_lower,f1_ci_upper,p_ci_lower,p_ci_upper,r_ci_lower,r_ci_upper
0.0,361,0.6981,0.5793,0.6332,0.5879,0.6772,0.6429,0.7493,0.528,0.6345
0.05,318,0.7925,0.5793,0.6693,0.6241,0.7109,0.7419,0.8369,0.528,0.6345
0.1,302,0.8245,0.5724,0.6757,0.6281,0.7187,0.7771,0.8686,0.5212,0.6269
0.15,276,0.8841,0.5609,0.6864,0.6398,0.7298,0.8419,0.9205,0.5087,0.6124
0.2,276,0.8841,0.5609,0.6864,0.6398,0.7298,0.8419,0.9205,0.5087,0.6124
0.25,264,0.8977,0.5448,0.6781,0.6277,0.7242,0.8546,0.9333,0.4917,0.5984
0.3,264,0.8977,0.5448,0.6781,0.6277,0.7242,0.8546,0.9333,0.4917,0.5984
0.35,261,0.8966,0.5379,0.6724,0.6232,0.7194,0.8526,0.9331,0.4834,0.5912
0.4,261,0.8966,0.5379,0.6724,0.6232,0.7194,0.8526,0.9331,0.4834,0.5912
0.45,255,0.898,0.5264,0.6638,0.6132,0.7102,0.8535,0.935,0.473,0.58
0.5,255,0.898,0.5264,0.6638,0.6132,0.7102,0.8535,0.935,0.473,0.58
0.55,255,0.898,0.5264,0.6638,0.6132,0.7102,0.8535,0.935,0.473,0.58
0.6,255,0.898,0.5264,0.6638,0.6132,0.7102,0.8535,0.935,0.473,0.58
0.65,254,0.8976,0.5241,0.6618,0.6112,0.7078,0.8518,0.9342,0.4714,0.5771
0.7,253,0.8972,0.5218,0.6599,0.6108,0.706,0.8506,0.9342,0.4695,0.5746
0.75,252,0.9008,0.5218,0.6608,0.6112,0.707,0.8583,0.9375,0.4695,0.5746
0.8,247,0.9028,0.5126,0.654,0.6044,0.7009,0.8596,0.9405,0.4612,0.5645
0.85,247,0.9028,0.5126,0.654,0.6044,0.7009,0.8596,0.9405,0.4612,0.5645
0.9,217,0.9032,0.4506,0.6012,0.5527,0.649,0.8556,0.943,0.4018,0.5036
0.95,217,0.9032,0.4506,0.6012,0.5527,0.649,0.8556,0.943,0.4018,0.5036
1.0,143,0.9161,0.3011,0.4533,0.4,0.5075,0.8662,0.9621,0.2578,0.349
