threshold,n_accepted,precision,recall,f1,f1_ci_lower,f1_ci_upper,p_ci_lower,p_ci_upper,r_ci_lower,r_ci_upper
0.0,337,0.9496,0.7356,0.829,0.787,0.8647,0.9222,0.9721,0.675,0.7937
0.05,326,0.9663,0.7241,0.8279,0.7855,0.8635,0.9446,0.9842,0.6643,0.7788
0.1,326,0.9663,0.7241,0.8279,0.7855,0.8635,0.9446,0.9842,0.6643,0.7788
0.15,324,0.9722,0.7241,0.83,0.7887,0.8657,0.9527,0.9879,0.6643,0.7788
0.2,324,0.9722,0.7241,0.83,0.7887,0.8657,0.9527,0.9879,0.6643,0.7788
0.25,324,0.9722,0.7241,0.83,0.7887,0.8657,0.9527,0.9879,0.6643,0.7788
0.3,324,0.9722,0.7241,0.83,0.7887,0.8657,0.9527,0.9879,0.6643,0.7788
0.35,324,0.9722,0.7241,0.83,0.7887,0.8657,0.9527,0.9879,0.6643,0.7788
0.4,324,0.9722,0.7241,0.83,0.7887,0.8657,0.9527,0.9879,0.6643,0.7788
0.45,324,0.9722,0.7241,0.83,0.7887,0.8657,0.9527,0.9879,0.6643,0.7788
0.5,324,0.9722,0.7241,0.83,0.7887,0.8657,0.9527,0.9879,0.6643,0.7788
0.55,324,0.9722,0.7241,0.83,0.7887,0.8657,0.9527,0.9879,0.6643,0.7788
0.6,324,0.9722,0.7241,0.83,0.7887,0.8657,0.9527,0.9879,0.6643,0.7788
0.65,324,0.9722,0.7241,0.83,0.7887,0.8657,0.9527,0.9879,0.6643,0.7788
0.7,324,0.9722,0.7241,0.83,0.7887,0.8657,0.9527,0.9879,0.6643,0.7788
0.75,324,0.9722,0.7241,0.83,0.7887,0.8657,0.9527,0.9879,0.6643,0.7788
0.8,324,0.9722,0.7241,0.83,0.7887,0.8657,0.9527,0.9879,0.6643,0.7788
0.85,324,0.9722,0.7241,0.83,0.7887,0.8657,0.9527,0.9879,0.6643,0.7788
0.9,324,0.9722,0.7241,0.83,0.7887,0.8657,0.9527,0.9879,0.6643,0.7788
0.95,319,0.9718,0.7126,0.8223,0.7801,0.8598,0.9521,0.9877,0.6544,0.7692
1.0,30,0.9333,0.0644,0.1204,0.0753,0.163,0.8213,1.0,0.0393,0.0894
