threshold,n_accepted,precision,recall,f1,f1_ci_lower,f1_ci_upper,p_ci_lower,p_ci_upper,r_ci_lower,r_ci_upper
0.0,4301,0.0942,0.931,0.171,0.1405,0.1991,0.0759,0.1114,0.9046,0.9548
0.05,2751,0.145,0.9172,0.2505,0.2093,0.2883,0.1183,0.1705,0.8876,0.9439
0.1,1490,0.2671,0.9149,0.4135,0.3643,0.459,0.2279,0.3055,0.8851,0.9419
0.15,799,0.4793,0.8805,0.6207,0.5766,0.662,0.4328,0.5216,0.8442,0.914
0.2,780,0.4885,0.8759,0.6272,0.5824,0.6683,0.443,0.5321,0.838,0.9091
0.25,691,0.5166,0.8207,0.6341,0.5909,0.6738,0.4704,0.5615,0.7783,0.8596
0.3,691,0.5166,0.8207,0.6341,0.5909,0.6738,0.4704,0.5615,0.7783,0.8596
0.35,683,0.5212,0.8184,0.6369,0.5929,0.6766,0.473,0.5678,0.7761,0.8568
0.4,683,0.5212,0.8184,0.6369,0.5929,0.6766,0.473,0.5678,0.7761,0.8568
0.45,637,0.5369,0.7862,0.6381,0.595,0.6789,0.4891,0.5823,0.7422,0.8302
0.5,637,0.5369,0.7862,0.6381,0.595,0.6789,0.4891,0.5823,0.7422,0.8302
0.55,637,0.5369,0.7862,0.6381,0.595,0.6789,0.4891,0.5823,0.7422,0.8302
0.6,637,0.5369,0.7862,0.6381,0.595,0.6789,0.4891,0.5823,0.7422,0.8302
0.65,637,0.5369,0.7862,0.6381,0.595,0.6789,0.4891,0.5823,0.7422,0.8302
0.7,636,0.5377,0.7862,0.6387,0.5943,0.6807,0.4895,0.5845,0.7423,0.8302
0.75,634,0.5394,0.7862,0.6399,0.5955,0.6813,0.492,0.5857,0.7418,0.8306
0.8,624,0.5433,0.7793,0.6402,0.5956,0.6819,0.4949,0.5904,0.7333,0.8243
0.85,622,0.545,0.7793,0.6414,0.5964,0.6832,0.495,0.5926,0.7333,0.8243
0.9,552,0.5562,0.7057,0.6221,0.5775,0.664,0.506,0.6087,0.6575,0.7544
0.95,543,0.5617,0.7011,0.6237,0.5791,0.6667,0.51,0.6148,0.6548,0.7505
1.0,388,0.5515,0.492,0.52,0.4732,0.5649,0.4892,0.6097,0.4399,0.5401
