family,prob_t,min_votes,n_detections,tp,fp,fn,micro_f1_50
UPL,0.7,7,3398,3236,162,1774,0.7697431018078021
UPL,0.7,8,3206,3068,138,1942,0.7468354430379747
UPL,0.7,9,2896,2796,100,2214,0.7073109031115609
UPL,0.7,10,2467,2393,74,2617,0.6400962953056039
UPL,0.75,3,4193,3665,528,1345,0.796479408888406
UPL,0.75,4,3970,3595,375,1415,0.8006681514476615
UPL,0.75,5,3772,3517,255,1493,0.8009565019357778
UPL,0.75,6,3581,3394,187,1616,0.7901292049819579
UPL,0.75,7,3391,3231,160,1779,0.7691941435543388
UPL,0.75,8,3200,3063,137,1947,0.746163215590743
UPL,0.75,9,2891,2791,100,2219,0.7064928490064548
UPL,0.75,10,2465,2391,74,2619,0.6397324414715719
UPL,0.8,3,4095,3582,513,1428,0.786820428336079
UPL,0.8,4,3880,3516,364,1494,0.7910011248593927
UPL,0.8,5,3687,3440,247,1570,0.7910773830056342
UPL,0.8,6,3500,3320,180,1690,0.7802585193889542
UPL,0.8,7,3318,3165,153,1845,0.7600864553314122
UPL,0.8,8,3135,3003,132,2007,0.7373848987108655
UPL,0.8,9,2833,2736,97,2274,0.6976922096136683
UPL,0.8,10,2418,2347,71,2663,0.631933225632741
UPL,0.85,3,4094,3582,512,1428,0.7869068541300528
UPL,0.85,4,3879,3516,363,1494,0.7910901113736079
UPL,0.85,5,3686,3440,246,1570,0.7911683532658694
UPL,0.85,6,3499,3320,179,1690,0.7803502174168527
UPL,0.85,7,3317,3165,152,1845,0.7601777350786598
UPL,0.85,8,3134,3003,131,2007,0.7374754420432219
UPL,0.85,9,2832,2736,96,2274,0.6977811782708493
UPL,0.85,10,2417,2347,70,2663,0.6320183115659082
UPL,0.9,3,3756,3312,444,1698,0.75564681724846
UPL,0.9,4,3562,3249,313,1761,0.7580494633691087
UPL,0.9,5,3388,3170,218,1840,0.75494165277447
UPL,0.9,6,3213,3060,153,1950,0.7442539219263044
UPL,0.9,7,3047,2917,130,2093,0.7240908526746928
UPL,0.9,8,2873,2762,111,2248,0.7007484460230876
UPL,0.9,9,2595,2513,82,2497,0.6608809993425379
UPL,0.9,10,2215,2155,60,2855,0.5965397923875433
UPL,0.95,3,3751,3309,442,1701,0.7553932199520601
UPL,0.95,4,3557,3246,311,1764,0.757791525621571
UPL,0.95,5,3384,3167,217,1843,0.7545866094829641
UPL,0.95,6,3209,3057,152,1953,0.7438861175325466
UPL,0.95,7,3044,2915,129,2095,0.7238639185497889
UPL,0.95,8,2870,2760,110,2250,0.7005076142131978
UPL,0.95,9,2592,2511,81,2499,0.6606156274664562
UPL,0.95,10,2214,2154,60,2856,0.5963455149501661
UPL,0.98,3,2767,2461,306,2549,0.6328918606146329
UPL,0.98,4,2619,2407,212,2603,0.6310132389566129
UPL,0.98,5,2488,2346,142,2664,0.6257668711656441
UPL,0.98,6,2356,2261,95,2749,0.6139017105620418
UPL,0.98,7,2229,2150,79,2860,0.5940046967813234
UPL,0.98,8,2094,2028,66,2982,0.5709459459459459
UPL,0.98,9,1896,1848,48,3162,0.5351867940920939
UPL,0.98,10,1609,1573,36,3437,0.4752983834416076
UPL,1.0,3,2766,2460,306,2550,0.6327160493827161
UPL,1.0,4,2618,2406,212,2604,0.6308337703198741
UPL,1.0,5,2487,2345,142,2665,0.6255835667600373
UPL,1.0,6,2355,2260,95,2750,0.6137135098438561
UPL,1.0,7,2228,2149,79,2861,0.5938104448742747
UPL,1.0,8,2093,2027,66,2983,0.5707447557370126
UPL,1.0,9,1895,1847,48,3163,0.5349746560463432
UPL,1.0,10,1608,1572,36,3438,0.47506799637352676
