family,prob_t,min_votes,n_detections,tp,fp,fn,micro_f1_50
UPL,0.0,3,16482,4251,12231,759,0.39558905639307657
UPL,0.0,4,14091,4167,9924,843,0.4363122349615204
UPL,0.0,5,12276,4069,8207,941,0.47078560684947357
UPL,0.0,6,10625,3908,6717,1102,0.49990406140070354
UPL,0.0,7,9362,3703,5659,1307,0.5153075424436404
UPL,0.0,8,8167,3498,4669,1512,0.5309250967595053
UPL,0.0,9,6945,3180,3765,1830,0.5319949811794229
UPL,0.0,10,5369,2708,2661,2302,0.521822911648521
UPL,0.05,3,12545,4230,8315,780,0.4819139846197664
UPL,0.05,4,10875,4149,6726,861,0.5223796033994335
UPL,0.05,5,9597,4052,5545,958,0.5548024919559116
UPL,0.05,6,8454,3892,4562,1118,0.578134284016637
UPL,0.05,7,7527,3689,3838,1321,0.588498045784478
UPL,0.05,8,6655,3486,3169,1524,0.5976853836262322
UPL,0.05,9,5739,3169,2570,1841,0.5896362452321146
UPL,0.05,10,4531,2698,1833,2312,0.5655591657059009
UPL,0.1,3,7583,4188,3395,822,0.6651314222186929
UPL,0.1,4,6829,4110,2719,900,0.6943153982599882
UPL,0.1,5,6236,4016,2220,994,0.7142094967099414
UPL,0.1,6,5697,3859,1838,1151,0.7208368357149527
UPL,0.1,7,5235,3659,1576,1351,0.7142996583699366
UPL,0.1,8,4763,3456,1307,1554,0.7072546812647089
UPL,0.1,9,4206,3142,1064,1868,0.6818576388888888
UPL,0.1,10,3463,2679,784,2331,0.6323616192611826
UPL,0.15,3,4958,4042,916,968,0.8109951845906902
UPL,0.15,4,4636,3969,667,1041,0.8229317851959361
UPL,0.15,5,4361,3879,482,1131,0.8278732259097216
UPL,0.15,6,4104,3733,371,1277,0.8191792846170727
UPL,0.15,7,3855,3541,314,1469,0.7988719684151155
UPL,0.15,8,3611,3348,263,1662,0.7767080385106138
UPL,0.15,9,3259,3046,213,1964,0.7367275365824162
UPL,0.15,10,2766,2604,162,2406,0.6697530864197531
UPL,0.2,3,4803,3987,816,1023,0.8125955365331702
UPL,0.2,4,4504,3917,587,1093,0.8234181206642842
UPL,0.2,5,4245,3827,418,1183,0.8270124257158292
UPL,0.2,6,4005,3684,321,1326,0.8173044925124792
UPL,0.2,7,3769,3499,270,1511,0.7971295136120287
UPL,0.2,8,3540,3310,230,1700,0.7742690058479532
UPL,0.2,9,3194,3012,182,1998,0.734275962944905
UPL,0.2,10,2713,2574,139,2436,0.6665803444257413
UPL,0.3,3,4400,3804,596,1206,0.8085015940488841
UPL,0.3,4,4157,3734,423,1276,0.8146612850441802
UPL,0.3,5,3940,3649,291,1361,0.8154189944134078
UPL,0.3,6,3732,3516,216,1494,0.8043925875085792
UPL,0.3,7,3532,3347,185,1663,0.7836572231327558
UPL,0.3,8,3332,3172,160,1838,0.7604890913450011
UPL,0.3,9,3009,2890,119,2120,0.7207881281955355
UPL,0.3,10,2558,2469,89,2541,0.6524841437632135
UPL,0.35,3,4370,3785,585,1225,0.8070362473347548
UPL,0.35,4,4131,3714,417,1296,0.8126025598949785
UPL,0.35,5,3915,3629,286,1381,0.8132212885154062
UPL,0.35,6,3712,3499,213,1511,0.8023389130933273
UPL,0.35,7,3513,3331,182,1679,0.7816496538777427
UPL,0.35,8,3314,3157,157,1853,0.7585295530994713
UPL,0.35,9,2994,2878,116,2132,0.7191404297851075
UPL,0.35,10,2547,2460,87,2550,0.6510520047637952
UPL,0.4,3,4363,3781,582,1229,0.8067854475621467
UPL,0.4,4,4126,3710,416,1300,0.8121716287215411
UPL,0.4,5,3911,3626,285,1384,0.8129133505212419
UPL,0.4,6,3709,3497,212,1513,0.8021562105746072
UPL,0.4,7,3510,3329,181,1681,0.7814553990610328
UPL,0.4,8,3311,3155,156,1855,0.7583223170292032
UPL,0.4,9,2991,2876,115,2134,0.7189101362329708
UPL,0.4,10,2544,2458,86,2552,0.6507810431559439
UPL,0.6,3,4214,3680,534,1330,0.797918473547268
UPL,0.6,4,3988,3608,380,1402,0.8019559902200489
UPL,0.6,5,3786,3527,259,1483,0.801955434288313
UPL,0.6,6,3594,3403,191,1607,0.7910274291027428
UPL,0.6,7,3402,3240,162,1770,0.7703281027104137
UPL,0.6,8,3210,3072,138,1938,0.7474452554744525
UPL,0.6,9,2899,2799,100,2211,0.7078012390947023
UPL,0.6,10,2469,2395,74,2615,0.640459954539377
UPL,0.65,3,4213,3679,534,1331,0.7977881383497777
UPL,0.65,4,3987,3607,380,1403,0.8018228298321662
UPL,0.65,5,3786,3527,259,1483,0.801955434288313
UPL,0.65,6,3594,3403,191,1607,0.7910274291027428
UPL,0.65,7,3402,3240,162,1770,0.7703281027104137
UPL,0.65,8,3210,3072,138,1938,0.7474452554744525
UPL,0.65,9,2899,2799,100,2211,0.7078012390947023
UPL,0.65,10,2469,2395,74,2615,0.640459954539377
UPL,0.7,3,4206,3673,533,1337,0.7970920138888888
UPL,0.7,4,3981,3602,379,1408,0.8012456901345789
UPL,0.7,5,3781,3523,258,1487,0.8015015356614721
UPL,0.7,6,3589,3399,190,1611,0.7905570415164553
