family,prob_t,min_votes,n_detections,tp,fp,fn,micro_f1_50
TH7,0.0,3,13572,4356,9216,654,0.4688408136906683
TH7,0.0,4,9205,3963,5242,1047,0.5575800211044671
TH7,0.0,5,5618,3185,2433,1825,0.599360180654874
TH7,0.05,3,10618,4332,6286,678,0.5543895572050166
TH7,0.05,4,7643,3946,3697,1064,0.6237255986722516
TH7,0.05,5,4935,3177,1758,1833,0.6389140271493212
TH7,0.1,3,7287,4286,3001,724,0.6970805887614866
TH7,0.1,4,5757,3904,1853,1106,0.7251787870344572
TH7,0.1,5,4097,3149,948,1861,0.6915559459756231
TH7,0.15,3,4786,4108,678,902,0.8387096774193548
TH7,0.15,4,4164,3747,417,1263,0.816873773708306
TH7,0.15,5,3252,3035,217,1975,0.7346889373033165
TH7,0.2,3,4643,4046,597,964,0.8382886149383613
TH7,0.2,4,4059,3698,361,1312,0.8155254162531701
TH7,0.2,5,3184,2996,188,2014,0.7312667805711498
TH7,0.3,3,4207,3814,393,1196,0.8276011717478572
TH7,0.3,4,3714,3484,230,1526,0.7987161852361301
TH7,0.3,5,2949,2836,113,2174,0.7126523432592035
TH7,0.35,3,4162,3787,375,1223,0.8257740950719581
TH7,0.35,4,3674,3457,217,1553,0.7961768770152005
TH7,0.35,5,2922,2815,107,2195,0.7097831568330812
TH7,0.4,3,4151,3779,372,1231,0.8250191027180438
TH7,0.4,4,3663,3449,214,1561,0.7953418655597833
TH7,0.4,5,2916,2810,106,2200,0.7090587938430483
TH7,0.5,3,3945,3633,312,1377,0.8113902847571189
TH7,0.5,4,3479,3311,168,1699,0.7800683237130404
TH7,0.5,5,2787,2706,81,2304,0.694113120430935
TH7,0.6,3,3943,3631,312,1379,0.8111247626493913
TH7,0.6,4,3477,3309,168,1701,0.7797808412866737
TH7,0.6,5,2785,2704,81,2306,0.6937780628608082
TH7,0.65,3,3942,3631,311,1379,0.8112153708668454
TH7,0.65,4,3477,3309,168,1701,0.7797808412866737
TH7,0.65,5,2785,2704,81,2306,0.6937780628608082
TH7,0.7,3,3932,3624,308,1386,0.8105569223887275
TH7,0.7,4,3469,3303,166,1707,0.7791013091166411
TH7,0.7,5,2779,2699,80,2311,0.6930286301193991
TH7,0.75,3,3911,3606,305,1404,0.8084295482569219
TH7,0.75,4,3451,3286,165,1724,0.7767403380215105
TH7,0.75,5,2765,2686,79,2324,0.6909324758842443
TH7,0.8,3,3787,3500,287,1510,0.795725815618961
TH7,0.8,4,3337,3187,150,1823,0.7636276506529293
TH7,0.8,5,2677,2604,73,2406,0.6775074801613113
TH7,0.85,3,3784,3497,287,1513,0.7953149874914713
TH7,0.85,4,3334,3184,150,1826,0.763183125599233
TH7,0.85,5,2674,2601,73,2409,0.6769911504424779
TH7,0.9,3,3225,2995,230,2015,0.7273831208257437
TH7,0.9,4,2816,2697,119,2313,0.689240991566573
TH7,0.9,5,2253,2198,55,2812,0.6052595346275644
TH7,0.95,3,3214,2988,226,2022,0.7266536964980544
TH7,0.95,4,2805,2689,116,2321,0.6881637875879718
TH7,0.95,5,2244,2190,54,2820,0.6038047973531846
TH7,1.0,3,2177,2023,154,2987,0.5629609016279393
TH7,1.0,4,1845,1773,72,3237,0.5172866520787746
TH7,1.0,5,1469,1438,31,3572,0.443895662910943
