family,prob_t,min_votes,n_detections,tp,fp,fn,micro_f1_50
T03,0.0,3,13945,4408,9537,602,0.46510155631759437
T03,0.0,4,9910,4094,5816,916,0.5487935656836461
T03,0.0,5,6578,3494,3084,1516,0.6030376251294443
T03,0.05,3,10952,4390,6562,620,0.5500563839117905
T03,0.05,4,8194,4083,4111,927,0.6184489548621629
T03,0.05,5,5673,3484,2189,1526,0.6522512402883085
T03,0.1,3,7459,4328,3131,682,0.6942016200176439
T03,0.1,4,6047,4026,2021,984,0.7282264628741975
T03,0.1,5,4601,3439,1162,1571,0.7156383310789721
T03,0.15,3,4905,4161,744,849,0.8393343419062027
T03,0.15,4,4350,3886,464,1124,0.8303418803418802
T03,0.15,5,3601,3331,270,1679,0.773661595633492
T03,0.2,3,4762,4107,655,903,0.8405648792468277
T03,0.2,4,4242,3836,406,1174,0.8292261132728059
T03,0.2,5,3518,3287,231,1723,0.7708724202626641
T03,0.3,3,4279,3838,441,1172,0.8263537517493811
T03,0.3,4,3847,3588,259,1422,0.8102066162357457
T03,0.3,5,3231,3091,140,1919,0.7501516806212838
T03,0.35,3,4212,3795,417,1215,0.8230318802862719
T03,0.35,4,3789,3549,240,1461,0.8066825775656324
T03,0.35,5,3190,3060,130,1950,0.7463414634146341
T03,0.4,3,4204,3788,416,1222,0.8222270457998697
T03,0.4,4,3785,3545,240,1465,0.8061398521887436
T03,0.4,5,3187,3057,130,1953,0.7458826399902404
T03,0.5,3,3992,3619,373,1391,0.8040435458786935
T03,0.5,4,3593,3385,208,1625,0.7869347901894689
T03,0.5,5,3040,2930,110,2080,0.7279503105590062
T03,0.6,3,3990,3618,372,1392,0.804
T03,0.6,4,3591,3384,207,1626,0.7868852459016392
T03,0.6,5,3039,2929,110,2081,0.7277922723319666
T03,0.65,3,3988,3617,371,1393,0.8039564347632807
T03,0.65,4,3589,3383,206,1627,0.7868356785672751
T03,0.65,5,3037,2928,109,2082,0.7277246178700137
T03,0.7,3,3980,3611,369,1399,0.803337041156841
T03,0.7,4,3581,3377,204,1633,0.7861715749039693
T03,0.7,5,3031,2923,108,2087,0.7270240019898022
T03,0.75,3,3967,3602,365,1408,0.8024952656789573
T03,0.75,4,3570,3369,201,1641,0.7853146853146853
T03,0.75,5,3023,2915,108,2095,0.7257562554462842
T03,0.8,3,3828,3477,351,1533,0.7868295994568908
T03,0.8,4,3438,3248,190,1762,0.7689393939393939
T03,0.8,5,2916,2814,102,2196,0.7100681302043906
T03,0.85,3,3826,3477,349,1533,0.7870076957899502
T03,0.85,4,3436,3248,188,1762,0.7691214776225433
T03,0.85,5,2914,2814,100,2196,0.7102473498233214
T03,0.9,3,3292,3012,280,1998,0.7256082871597205
T03,0.9,4,2932,2791,141,2219,0.70284563082347
T03,0.9,5,2495,2427,68,2583,0.6467688207861425
T03,0.95,3,3284,3005,279,2005,0.724620207378828
T03,0.95,4,2924,2784,140,2226,0.7017897655659188
T03,0.95,5,2487,2420,67,2590,0.6455915699613178
T03,0.98,3,2267,2081,186,2929,0.5719389858458156
T03,0.98,4,1978,1897,81,3113,0.5429307384087007
T03,0.98,5,1672,1632,40,3378,0.48847650404070636
T03,1.0,3,2264,2078,186,2932,0.5713500137475942
T03,1.0,4,1976,1895,81,3115,0.542513598625823
T03,1.0,5,1670,1630,40,3380,0.4880239520958084
