family,prob_t,min_votes,n_detections,tp,fp,fn,micro_f1_50
A-N5,0.35,2,4683,3900,783,1110,0.8047044258743423
A-N5,0.35,3,4283,3818,465,1192,0.8216937479823525
A-N5,0.35,4,4030,3705,325,1305,0.8196902654867256
A-N5,0.35,5,3692,3476,216,1534,0.7988968053321076
A-N5,0.4,1,5418,3974,1444,1036,0.7621787495205216
A-N5,0.4,2,4670,3893,777,1117,0.8043388429752065
A-N5,0.4,3,4272,3811,461,1199,0.8211592329239389
A-N5,0.4,4,4019,3698,321,1312,0.8191383320412006
A-N5,0.4,5,3684,3469,215,1541,0.7980216241085806
A-N5,0.5,1,5204,3861,1343,1149,0.7560211474446837
A-N5,0.5,2,4496,3782,714,1228,0.795707973911214
A-N5,0.5,3,4121,3703,418,1307,0.8110831234256928
A-N5,0.5,4,3888,3596,292,1414,0.8082715216902675
A-N5,0.5,5,3567,3370,197,1640,0.7858225486766934
A-N5,0.6,1,5203,3860,1343,1150,0.7558993439733672
A-N5,0.6,2,4495,3781,714,1229,0.795581273014203
A-N5,0.6,3,4120,3702,418,1308,0.8109529025191676
A-N5,0.6,4,3887,3595,292,1415,0.8081375744633023
A-N5,0.6,5,3566,3369,197,1641,0.7856809701492539
A-N5,0.65,1,5200,3859,1341,1151,0.7559255631733595
A-N5,0.65,2,4493,3780,713,1230,0.7955382510786068
A-N5,0.65,3,4118,3701,417,1309,0.8109114811568799
A-N5,0.65,4,3885,3594,291,1416,0.8080944350758853
A-N5,0.65,5,3564,3368,196,1642,0.7856309773734547
A-N5,0.7,1,5184,3851,1333,1159,0.7555424759662547
A-N5,0.7,2,4480,3773,707,1237,0.7951527924130664
A-N5,0.7,3,4108,3695,413,1315,0.810484755428822
A-N5,0.7,4,3875,3587,288,1423,0.8074282498593134
A-N5,0.7,5,3555,3361,194,1649,0.7848219497956801
A-N5,0.75,1,5167,3844,1323,1166,0.7554289083226884
A-N5,0.75,2,4466,3766,700,1244,0.7948501477416631
A-N5,0.75,3,4096,3688,408,1322,0.810015374478366
A-N5,0.75,4,3863,3580,283,1430,0.8069424095570832
A-N5,0.75,5,3543,3353,190,1657,0.7840523792821231
A-N5,0.8,1,5036,3762,1274,1248,0.7489548078837348
A-N5,0.8,2,4356,3681,675,1329,0.7860345932094811
A-N5,0.8,3,3996,3603,393,1407,0.8001332445036641
A-N5,0.8,4,3769,3496,273,1514,0.7964460644720356
A-N5,0.8,5,3459,3277,182,1733,0.7738812138387058
A-N5,0.85,1,5034,3761,1273,1249,0.7489048187972919
A-N5,0.85,2,4355,3680,675,1330,0.7859049652963161
A-N5,0.85,3,3995,3602,393,1408,0.8
A-N5,0.85,4,3768,3495,273,1515,0.7963089542036911
A-N5,0.85,5,3458,3276,182,1734,0.7737364194615022
A-N5,0.9,1,4607,3472,1135,1538,0.7220546948112717
A-N5,0.9,2,3992,3389,603,1621,0.7529437902688291
A-N5,0.9,3,3661,3313,348,1697,0.7641563833467881
A-N5,0.9,4,3453,3213,240,1797,0.7593052109181141
A-N5,0.9,5,3169,3007,162,2003,0.7352977136569264
A-N5,0.95,1,4604,3470,1134,1540,0.7218639484085707
A-N5,0.95,2,3990,3387,603,1623,0.7526666666666666
A-N5,0.95,3,3659,3311,348,1699,0.7638712654285383
A-N5,0.95,4,3451,3211,240,1799,0.7590119371232715
A-N5,0.95,5,3167,3005,162,2005,0.7349883820472055
A-N5,0.98,1,3266,2507,759,2503,0.6058482358627357
A-N5,0.98,2,2810,2396,414,2614,0.6127877237851662
A-N5,0.98,3,2562,2321,241,2689,0.6130480718436344
A-N5,0.98,4,2410,2244,166,2766,0.6048517520215634
A-N5,0.98,5,2195,2086,109,2924,0.5790423317140875
A-N5,1.0,1,3264,2505,759,2505,0.6055112400290065
A-N5,1.0,2,2808,2394,414,2616,0.6124328472755179
A-N5,1.0,3,2560,2319,241,2691,0.6126816380449142
A-N5,1.0,4,2408,2242,166,2768,0.6044755998921543
A-N5,1.0,5,2193,2084,109,2926,0.5786477856448702
