label,buffer_metres,f1,f1_ci_lower,f1_ci_upper,precision,p_ci_lower,p_ci_upper,recall,r_ci_lower,r_ci_upper,coverage_status,ci_unreliable,ci_zero_fraction,ci_n_tiles,coverage_source,n_unprocessed_tiles
r1-hn-heavy-greedy-t2,20,0.5455,0.4927,0.5941,0.51,0.4574,0.5613,0.5862,0.5131,0.6516,normal,False,0.4620123203285421,487,zero_fraction_heuristic,
r1-hn-heavy-greedy-t2,30,0.5947,0.5412,0.6408,0.556,0.5028,0.6059,0.6391,0.5626,0.7032,normal,False,0.4620123203285421,487,zero_fraction_heuristic,
r1-hn-heavy-greedy-t2,40,0.6075,0.5562,0.6535,0.568,0.5153,0.6176,0.6529,0.5773,0.7167,normal,False,0.46406570841889117,487,zero_fraction_heuristic,
r1-hn-heavy-greedy-t2,50,0.6139,0.5626,0.6597,0.574,0.5213,0.6238,0.6598,0.5839,0.7235,normal,False,0.46406570841889117,487,zero_fraction_heuristic,
