threshold,n_accepted,precision,recall,f1,f1_ci_lower,f1_ci_upper,p_ci_lower,p_ci_upper,r_ci_lower,r_ci_upper
0.0,3735,0.1098,0.9425,0.1966,0.1637,0.2308,0.0899,0.1314,0.9172,0.9642
0.05,1908,0.2149,0.9425,0.35,0.3001,0.3994,0.1786,0.2528,0.9172,0.9642
0.1,1427,0.2873,0.9425,0.4404,0.3858,0.4909,0.2431,0.3298,0.9172,0.9642
0.15,1157,0.3535,0.9402,0.5138,0.4622,0.5657,0.3072,0.4016,0.9153,0.9617
0.2,1150,0.3548,0.9379,0.5148,0.4646,0.5661,0.3086,0.4022,0.9138,0.9593
0.25,1129,0.3614,0.9379,0.5217,0.4702,0.5719,0.3145,0.4085,0.9138,0.9593
0.3,1129,0.3614,0.9379,0.5217,0.4702,0.5719,0.3145,0.4085,0.9138,0.9593
0.35,1123,0.3633,0.9379,0.5237,0.4726,0.5731,0.3165,0.4114,0.9138,0.9593
0.4,1123,0.3633,0.9379,0.5237,0.4726,0.5731,0.3165,0.4114,0.9138,0.9593
0.45,1119,0.3646,0.9379,0.5251,0.4741,0.575,0.3173,0.4131,0.9138,0.9593
0.5,1119,0.3646,0.9379,0.5251,0.4741,0.575,0.3173,0.4131,0.9138,0.9593
0.55,1118,0.3649,0.9379,0.5254,0.4747,0.5754,0.3177,0.4131,0.9138,0.9593
0.6,1118,0.3649,0.9379,0.5254,0.4747,0.5754,0.3177,0.4131,0.9138,0.9593
0.65,1117,0.3653,0.9379,0.5258,0.475,0.5758,0.3179,0.4136,0.9138,0.9593
0.7,1117,0.3653,0.9379,0.5258,0.475,0.5758,0.3179,0.4136,0.9138,0.9593
0.75,1114,0.3662,0.9379,0.5268,0.4753,0.5765,0.318,0.4144,0.9138,0.9593
0.8,1111,0.3672,0.9379,0.5278,0.4765,0.5771,0.3193,0.4147,0.9138,0.9593
0.85,1106,0.3689,0.9379,0.5295,0.4783,0.5784,0.3212,0.4164,0.9138,0.9593
0.9,1089,0.3737,0.9356,0.5341,0.4838,0.5837,0.327,0.4229,0.91,0.9578
0.95,1051,0.3873,0.9356,0.5478,0.4983,0.5955,0.34,0.4363,0.91,0.9578
1.0,117,0.5983,0.1609,0.2536,0.1975,0.3082,0.4898,0.7122,0.1201,0.2042
