label,buffer_metres,f1,f1_ci_lower,f1_ci_upper,precision,p_ci_lower,p_ci_upper,recall,r_ci_lower,r_ci_upper,mcc,mcc_ci_lower,mcc_ci_upper,sensitivity,specificity,coverage_status,ci_unreliable,ci_zero_fraction,ci_n_tiles,coverage_source,n_unprocessed_tiles
verified-adv-text-t03-4of5,5,0.3294,0.2829,0.3766,0.3424,0.2948,0.3911,0.3172,0.2706,0.3656,0.7834,0.726,0.8329,0.8079,0.9612,sparse_cross_grid,True,0.5503080082135524,487,zero_fraction_heuristic,
verified-adv-text-t03-4of5,10,0.7064,0.6614,0.75,0.7345,0.6889,0.7788,0.6805,0.6287,0.7287,0.7834,0.726,0.8329,0.8079,0.9612,sparse_cross_grid,True,0.5687885010266941,487,zero_fraction_heuristic,
verified-adv-text-t03-4of5,15,0.8377,0.8,0.87,0.871,0.8342,0.902,0.8069,0.7572,0.8473,0.7834,0.726,0.8329,0.8079,0.9612,sparse_cross_grid,True,0.5749486652977412,487,zero_fraction_heuristic,
verified-adv-text-t03-4of5,20,0.8783,0.8435,0.9051,0.9132,0.8804,0.9386,0.846,0.7982,0.8837,0.7834,0.726,0.8329,0.8079,0.9612,sparse_cross_grid,True,0.5749486652977412,487,zero_fraction_heuristic,
verified-adv-text-t03-4of5,25,0.8902,0.8575,0.9152,0.9256,0.8963,0.9484,0.8575,0.8099,0.8943,0.7834,0.726,0.8329,0.8079,0.9612,sparse_cross_grid,True,0.5749486652977412,487,zero_fraction_heuristic,
verified-adv-text-t03-4of5,30,0.8974,0.8652,0.9212,0.933,0.9046,0.9549,0.8644,0.8169,0.9002,0.7834,0.726,0.8329,0.8079,0.9612,sparse_cross_grid,True,0.5749486652977412,487,zero_fraction_heuristic,
verified-adv-text-t03-4of5,35,0.8998,0.8688,0.9231,0.9355,0.9081,0.9572,0.8667,0.8198,0.9016,0.7834,0.726,0.8329,0.8079,0.9612,sparse_cross_grid,True,0.5749486652977412,487,zero_fraction_heuristic,
verified-adv-text-t03-4of5,40,0.9021,0.8712,0.9248,0.938,0.911,0.9592,0.869,0.8226,0.9035,0.7834,0.726,0.8329,0.8079,0.9612,sparse_cross_grid,True,0.5749486652977412,487,zero_fraction_heuristic,
verified-adv-text-t03-4of5,45,0.9045,0.8772,0.9263,0.9404,0.9138,0.9611,0.8713,0.8279,0.9048,0.7834,0.726,0.8329,0.8079,0.9612,sparse_cross_grid,True,0.5749486652977412,487,zero_fraction_heuristic,
verified-adv-text-t03-4of5,50,0.9045,0.8772,0.9263,0.9404,0.9138,0.9611,0.8713,0.8279,0.9048,0.7834,0.726,0.8329,0.8079,0.9612,sparse_cross_grid,True,0.5749486652977412,487,zero_fraction_heuristic,
verified-adv-text-t03-4of5,75,0.9045,0.8772,0.9263,0.9404,0.9138,0.9611,0.8713,0.8279,0.9048,0.7834,0.726,0.8329,0.8079,0.9612,sparse_cross_grid,True,0.5749486652977412,487,zero_fraction_heuristic,
verified-adv-text-t03-4of5,100,0.9069,0.8799,0.9285,0.9429,0.9169,0.9634,0.8736,0.8306,0.907,0.7834,0.726,0.8329,0.8079,0.9612,sparse_cross_grid,True,0.5749486652977412,487,zero_fraction_heuristic,
verified-adv-text-t03-4of5,125,0.9069,0.8799,0.9285,0.9429,0.9169,0.9634,0.8736,0.8306,0.907,0.7834,0.726,0.8329,0.8079,0.9612,sparse_cross_grid,True,0.5749486652977412,487,zero_fraction_heuristic,
verified-adv-text-t03-4of5,150,0.9069,0.8799,0.9285,0.9429,0.9169,0.9634,0.8736,0.8306,0.907,0.7834,0.726,0.8329,0.8079,0.9612,sparse_cross_grid,True,0.5749486652977412,487,zero_fraction_heuristic,
