label,buffer_metres,f1,f1_ci_lower,f1_ci_upper,precision,p_ci_lower,p_ci_upper,recall,r_ci_lower,r_ci_upper,coverage_status,ci_unreliable,ci_zero_fraction,ci_n_tiles,coverage_source,n_unprocessed_tiles
r2-balanced-greedy-t2,20,0.5417,0.4913,0.5896,0.5178,0.4691,0.5644,0.5678,0.4966,0.6326,normal,False,0.459958932238193,487,zero_fraction_heuristic,
r2-balanced-greedy-t2,30,0.5877,0.5381,0.6337,0.5618,0.5118,0.6063,0.6161,0.5431,0.6818,normal,False,0.4620123203285421,487,zero_fraction_heuristic,
r2-balanced-greedy-t2,40,0.6184,0.5681,0.6633,0.5912,0.5414,0.6362,0.6483,0.5729,0.7132,normal,False,0.4620123203285421,487,zero_fraction_heuristic,
r2-balanced-greedy-t2,50,0.625,0.5753,0.6694,0.5975,0.5471,0.6427,0.6552,0.5792,0.7188,normal,False,0.4620123203285421,487,zero_fraction_heuristic,
