threshold,n_accepted,precision,recall,f1,f1_ci_lower,f1_ci_upper,p_ci_lower,p_ci_upper,r_ci_lower,r_ci_upper
0.0,306,0.9739,0.6851,0.8043,0.7611,0.8452,0.9518,0.9914,0.6235,0.7434
0.05,304,0.977,0.6828,0.8038,0.7598,0.8446,0.958,0.9926,0.6233,0.7419
0.1,303,0.9802,0.6828,0.8049,0.7606,0.8452,0.9627,0.9936,0.6233,0.7419
0.15,299,0.9833,0.6759,0.8011,0.7571,0.8411,0.9672,0.9965,0.6154,0.7332
0.2,296,0.9831,0.669,0.7962,0.7522,0.8378,0.9668,0.9964,0.6096,0.7287
0.25,289,0.9827,0.6529,0.7845,0.7389,0.8252,0.9661,0.9964,0.5929,0.7112
0.3,289,0.9827,0.6529,0.7845,0.7389,0.8252,0.9661,0.9964,0.5929,0.7112
0.35,287,0.9826,0.6483,0.7812,0.7359,0.8225,0.966,0.9963,0.5881,0.7075
0.4,287,0.9826,0.6483,0.7812,0.7359,0.8225,0.966,0.9963,0.5881,0.7075
0.45,277,0.9819,0.6253,0.764,0.7182,0.8062,0.9648,0.9962,0.5666,0.6829
0.5,277,0.9819,0.6253,0.764,0.7182,0.8062,0.9648,0.9962,0.5666,0.6829
0.55,277,0.9819,0.6253,0.764,0.7182,0.8062,0.9648,0.9962,0.5666,0.6829
0.6,277,0.9819,0.6253,0.764,0.7182,0.8062,0.9648,0.9962,0.5666,0.6829
0.65,276,0.9819,0.623,0.7623,0.7153,0.8052,0.9648,0.9962,0.5634,0.6809
0.7,276,0.9819,0.623,0.7623,0.7153,0.8052,0.9648,0.9962,0.5634,0.6809
0.75,273,0.9817,0.6161,0.7571,0.7105,0.7995,0.9644,0.9961,0.5576,0.6721
0.8,272,0.9816,0.6138,0.7553,0.7083,0.7984,0.9641,0.9961,0.5549,0.6703
0.85,272,0.9816,0.6138,0.7553,0.7083,0.7984,0.9641,0.9961,0.5549,0.6703
0.9,248,0.9798,0.5586,0.7116,0.6638,0.7562,0.9607,0.9957,0.504,0.6152
0.95,245,0.9796,0.5517,0.7059,0.6585,0.752,0.9603,0.9957,0.4963,0.6083
1.0,172,0.9884,0.3908,0.5601,0.5066,0.6107,0.9683,1.0,0.3398,0.4416
