threshold,n_accepted,precision,recall,f1,f1_ci_lower,f1_ci_upper,p_ci_lower,p_ci_upper,r_ci_lower,r_ci_upper
0.0,4543,0.0913,0.954,0.1667,0.1385,0.1968,0.0747,0.1097,0.9315,0.9739
0.05,2890,0.1436,0.954,0.2496,0.2107,0.2905,0.1186,0.1714,0.9315,0.9739
0.1,1564,0.2641,0.9494,0.4132,0.3618,0.4662,0.2237,0.3083,0.9277,0.9704
0.15,799,0.4969,0.9126,0.6434,0.595,0.6957,0.4426,0.5573,0.88,0.942
0.2,780,0.5064,0.908,0.6502,0.6017,0.7021,0.4515,0.5685,0.8753,0.9391
0.25,697,0.5438,0.8713,0.6696,0.6216,0.7203,0.4855,0.6056,0.8305,0.9053
0.3,697,0.5438,0.8713,0.6696,0.6216,0.7203,0.4855,0.6056,0.8305,0.9053
0.35,690,0.5478,0.869,0.672,0.624,0.7233,0.4899,0.6098,0.8283,0.9032
0.4,689,0.5472,0.8667,0.6708,0.6229,0.7218,0.4885,0.6095,0.8254,0.9009
0.45,649,0.5578,0.8322,0.6679,0.6212,0.7162,0.4976,0.618,0.7919,0.8686
0.5,649,0.5578,0.8322,0.6679,0.6212,0.7162,0.4976,0.618,0.7919,0.8686
0.55,649,0.5578,0.8322,0.6679,0.6212,0.7162,0.4976,0.618,0.7919,0.8686
0.6,649,0.5578,0.8322,0.6679,0.6212,0.7162,0.4976,0.618,0.7919,0.8686
0.65,649,0.5578,0.8322,0.6679,0.6212,0.7162,0.4976,0.618,0.7919,0.8686
0.7,649,0.5578,0.8322,0.6679,0.6212,0.7162,0.4976,0.618,0.7919,0.8686
0.75,641,0.5585,0.823,0.6654,0.6179,0.7134,0.4978,0.6207,0.7808,0.8605
0.8,632,0.5554,0.8069,0.6579,0.6105,0.7051,0.497,0.6177,0.7657,0.8454
0.85,631,0.5563,0.8069,0.6585,0.6118,0.7057,0.4979,0.6179,0.7657,0.8454
0.9,558,0.5556,0.7126,0.6244,0.5786,0.6714,0.4971,0.6208,0.6667,0.7565
0.95,555,0.5532,0.7057,0.6202,0.5739,0.6674,0.4952,0.6185,0.6583,0.7494
1.0,384,0.5391,0.4759,0.5055,0.4612,0.5516,0.4777,0.6089,0.428,0.5251
