label,buffer_metres,f1,f1_ci_lower,f1_ci_upper,precision,p_ci_lower,p_ci_upper,recall,r_ci_lower,r_ci_upper,mcc,mcc_ci_lower,mcc_ci_upper,sensitivity,specificity,coverage_status,ci_unreliable,ci_zero_fraction,ci_n_tiles
MINIMAL-t0.0-1of3,20,0.502,0.4906,0.5143,0.3514,0.3404,0.3628,0.8782,0.8696,0.8861,0.085,0.0668,0.1044,0.9301,0.1202,normal,False,0.0944558521560575,487
MINIMAL-t0.0-1of3,30,0.5072,0.4954,0.5196,0.3551,0.344,0.3666,0.8874,0.8792,0.8953,0.085,0.0668,0.1044,0.9301,0.1202,normal,False,0.09650924024640657,487
MINIMAL-t0.0-1of3,40,0.5191,0.5067,0.5313,0.3634,0.3513,0.3753,0.908,0.9008,0.915,0.085,0.0668,0.1044,0.9301,0.1202,normal,False,0.09650924024640657,487
MINIMAL-t0.0-1of3,50,0.5191,0.5067,0.5313,0.3634,0.3513,0.3753,0.908,0.9008,0.915,0.085,0.0668,0.1044,0.9301,0.1202,normal,False,0.09650924024640657,487
