R_m,TP,FP,FN,n_ref_student_only,n_reviewer_promoted_at_R,n_phantom_duplicates_dropped,n_ref_extended,precision,precision_CI_lo,precision_CI_hi,recall,recall_CI_lo,recall_CI_hi,F1,F1_CI_lo,F1_CI_hi,MCC,MCC_CI_lo,MCC_CI_hi,tile_TP,tile_TN,tile_FP,tile_FN,sensitivity,specificity
5,652,13962,4358,4731,279,0,5010,0.04461475297659778,0.04078263130616831,0.048549026215248856,0.13013972055888223,0.12003079035597336,0.14007504912123095,0.06644924582144313,0.06096503214287537,0.07196394321666257,0.07363065547091222,0.05517946345320793,0.08965297333399239,3488,165,4852,36,0.9897843359818388,0.03288818018736297
10,1713,12901,3297,4731,279,0,5010,0.11721636786642946,0.11025084358019491,0.12424783236778228,0.34191616766467064,0.32672334318392315,0.35708647033782115,0.17458214431308602,0.16516004569390927,0.18403481773152688,0.07363065547091222,0.05517946345320793,0.08965297333399239,3488,165,4852,36,0.9897843359818388,0.03288818018736297
15,2588,12026,2422,4731,279,0,5010,0.17709046120158753,0.16846915419267383,0.18603074638809117,0.5165668662674651,0.5004028644942906,0.5326725657819879,0.2637586628618019,0.25265248642716237,0.27520953418671906,0.07363065547091222,0.05517946345320793,0.08965297333399239,3488,165,4852,36,0.9897843359818388,0.03288818018736297
20,3202,11412,1808,4731,279,0,5010,0.21910496783905845,0.2091460616056926,0.22940709490472805,0.639121756487026,0.6231708447686849,0.6548533560140175,0.3263350998777008,0.3140453006037035,0.3387275061082284,0.07363065547091222,0.05517946345320793,0.08965297333399239,3488,165,4852,36,0.9897843359818388,0.03288818018736297
25,3582,11032,1428,4731,279,0,5010,0.24510743123032708,0.23440017859475148,0.2560578216768804,0.7149700598802395,0.6999590916949507,0.7294797803862613,0.3650631879331431,0.3519775274210651,0.3782544308585879,0.07363065547091222,0.05517946345320793,0.08965297333399239,3488,165,4852,36,0.9897843359818388,0.03288818018736297
30,3781,10833,1229,4731,279,0,5010,0.258724510743123,0.2476384603605556,0.26999369241725313,0.754690618762475,0.7405500334510238,0.768520440079206,0.385344476151651,0.37214920699128706,0.3986558371259216,0.07363065547091222,0.05517946345320793,0.08965297333399239,3488,165,4852,36,0.9897843359818388,0.03288818018736297
35,3897,10717,1113,4731,279,0,5010,0.266662104830984,0.2553637778965186,0.27826949160916037,0.7778443113772455,0.7639132399741828,0.7913528851564137,0.3971667346106808,0.38374833893806504,0.4106268895672143,0.07363065547091222,0.05517946345320793,0.08965297333399239,3488,165,4852,36,0.9897843359818388,0.03288818018736297
40,3944,10670,1066,4731,279,0,5010,0.2698781989872725,0.25854959794467985,0.28145930597153457,0.7872255489021956,0.7735804270447229,0.800361816728259,0.4019567876070118,0.3886042221766755,0.41547639636617617,0.07363065547091222,0.05517946345320793,0.08965297333399239,3488,165,4852,36,0.9897843359818388,0.03288818018736297
45,3976,10638,1034,4731,279,0,5010,0.27206788011495825,0.2606886417606547,0.2836632518118157,0.7936127744510978,0.7801813650879362,0.8065577327655422,0.40521810028536487,0.39176102884664654,0.41876972186295897,0.07363065547091222,0.05517946345320793,0.08965297333399239,3488,165,4852,36,0.9897843359818388,0.03288818018736297
50,3996,10618,1014,4731,279,0,5010,0.2734364308197619,0.26201341518300286,0.28500407809756434,0.7976047904191617,0.7841971879831806,0.8104099153960099,0.4072564207093355,0.3937648944313986,0.4207592578979067,0.07363065547091222,0.05517946345320793,0.08965297333399239,3488,165,4852,36,0.9897843359818388,0.03288818018736297
75,4016,10598,994,4731,279,0,5010,0.2748049815245655,0.2633364227733581,0.2864460269216476,0.8015968063872255,0.7883285109282805,0.8143905110561881,0.40929474113330616,0.3957539097625398,0.4227849126016104,0.07363065547091222,0.05517946345320793,0.08965297333399239,3488,165,4852,36,0.9897843359818388,0.03288818018736297
100,4042,10572,968,4731,279,0,5010,0.2765840974408102,0.26510138147581574,0.2881496506669851,0.8067864271457086,0.7937155276625585,0.819301621215031,0.41194455768446797,0.39838776337042553,0.4253481275041584,0.07363065547091222,0.05517946345320793,0.08965297333399239,3488,165,4852,36,0.9897843359818388,0.03288818018736297
125,4050,10564,960,4731,279,0,5010,0.27713151772273165,0.2656214577996048,0.2887190932778465,0.8083832335329342,0.7952201224348139,0.8208510510269575,0.4127598858540563,0.39912341820215386,0.42614274595165275,0.07363065547091222,0.05517946345320793,0.08965297333399239,3488,165,4852,36,0.9897843359818388,0.03288818018736297
150,4062,10552,948,4731,279,0,5010,0.27795264814561377,0.26635640593903875,0.28959253166151827,0.8107784431137725,0.797852972260795,0.8231556668694692,0.41398287810843865,0.4002880979812701,0.42736588798494307,0.07363065547091222,0.05517946345320793,0.08965297333399239,3488,165,4852,36,0.9897843359818388,0.03288818018736297
