label,buffer_metres,f1,f1_ci_lower,f1_ci_upper,precision,p_ci_lower,p_ci_upper,recall,r_ci_lower,r_ci_upper,coverage_status,ci_unreliable,ci_zero_fraction,ci_n_tiles,coverage_source,n_unprocessed_tiles
scale-16-greedy-t3,20,0.6016,0.5455,0.6557,0.6937,0.6374,0.7483,0.531,0.4629,0.595,sparse_cross_grid,False,0.5400410677618069,487,zero_fraction_heuristic,
scale-16-greedy-t3,30,0.6458,0.5879,0.6985,0.7447,0.69,0.795,0.5701,0.4977,0.6353,sparse_cross_grid,False,0.5400410677618069,487,zero_fraction_heuristic,
scale-16-greedy-t3,40,0.6719,0.615,0.7224,0.7748,0.722,0.8212,0.5931,0.5187,0.6584,sparse_cross_grid,False,0.5400410677618069,487,zero_fraction_heuristic,
scale-16-greedy-t3,50,0.6823,0.6247,0.733,0.7868,0.7338,0.8325,0.6023,0.5274,0.6674,sparse_cross_grid,False,0.5420944558521561,487,zero_fraction_heuristic,
