label,buffer_metres,f1,f1_ci_lower,f1_ci_upper,precision,p_ci_lower,p_ci_upper,recall,r_ci_lower,r_ci_upper,coverage_status,ci_unreliable,ci_zero_fraction,ci_n_tiles,coverage_source,n_unprocessed_tiles
512px-text-t07,20,0.5254,0.1933,0.5668,0.3864,0.1712,0.5894,0.8207,0.1877,0.5705,partial_coverage,True,0.8172484599589322,487,processed_tiles,447
512px-text-t07,30,0.5416,0.2138,0.5893,0.3983,0.1783,0.5942,0.846,0.2235,0.6134,partial_coverage,True,0.8254620123203286,487,processed_tiles,447
