threshold,n_accepted,precision,recall,f1,f1_ci_lower,f1_ci_upper,p_ci_lower,p_ci_upper,r_ci_lower,r_ci_upper
0.0,503,0.7018,0.6549,0.6775,0.634,0.7186,0.6501,0.7456,0.6011,0.7055
0.05,461,0.7592,0.6494,0.7,0.6576,0.74,0.714,0.7995,0.5959,0.7006
0.1,444,0.7838,0.6456,0.708,0.6638,0.7489,0.7372,0.8229,0.5945,0.6981
0.15,414,0.8261,0.6345,0.7177,0.6747,0.7597,0.7819,0.8627,0.5835,0.688
0.2,410,0.8317,0.6327,0.7187,0.6755,0.7611,0.7877,0.8689,0.5817,0.6869
0.25,389,0.8355,0.603,0.7004,0.6556,0.7432,0.7919,0.8715,0.5509,0.655
0.3,389,0.8355,0.603,0.7004,0.6556,0.7432,0.7919,0.8715,0.5509,0.655
0.35,385,0.8416,0.6011,0.7013,0.6572,0.7438,0.7994,0.8753,0.5486,0.6526
0.4,385,0.8416,0.6011,0.7013,0.6572,0.7438,0.7994,0.8753,0.5486,0.6526
0.45,364,0.8462,0.5714,0.6822,0.6362,0.7263,0.8037,0.8815,0.5201,0.623
0.5,364,0.8462,0.5714,0.6822,0.6362,0.7263,0.8037,0.8815,0.5201,0.623
0.55,364,0.8462,0.5714,0.6822,0.6362,0.7263,0.8037,0.8815,0.5201,0.623
0.6,364,0.8462,0.5714,0.6822,0.6362,0.7263,0.8037,0.8815,0.5201,0.623
0.65,364,0.8462,0.5714,0.6822,0.6362,0.7263,0.8037,0.8815,0.5201,0.623
0.7,363,0.8457,0.5696,0.6807,0.6347,0.7246,0.8034,0.8814,0.5181,0.6209
0.75,361,0.8476,0.5677,0.68,0.634,0.724,0.8062,0.8835,0.517,0.6191
0.8,357,0.8459,0.5603,0.6741,0.628,0.7196,0.8035,0.8824,0.5081,0.6121
0.85,355,0.8451,0.5566,0.6711,0.6258,0.7159,0.8023,0.8817,0.5048,0.6078
0.9,325,0.84,0.5065,0.6319,0.5888,0.676,0.7954,0.8779,0.458,0.5543
0.95,320,0.8375,0.4972,0.624,0.5809,0.6674,0.793,0.8762,0.4489,0.5453
1.0,213,0.8638,0.3414,0.4894,0.4365,0.5365,0.8182,0.9063,0.2944,0.3864
