threshold,n_accepted,precision,recall,f1,f1_ci_lower,f1_ci_upper,p_ci_lower,p_ci_upper,r_ci_lower,r_ci_upper
0.0,607,0.626,0.8736,0.7294,0.6826,0.7679,0.5656,0.6804,0.8411,0.906
0.05,525,0.7238,0.8736,0.7917,0.7521,0.8255,0.668,0.7741,0.8411,0.906
0.1,458,0.8253,0.869,0.8466,0.815,0.8753,0.7812,0.864,0.8367,0.9018
0.15,395,0.9316,0.846,0.8867,0.8591,0.912,0.9034,0.9561,0.8071,0.8833
0.2,391,0.9361,0.8414,0.8862,0.8592,0.9119,0.908,0.96,0.8024,0.8787
0.25,375,0.944,0.8138,0.8741,0.8458,0.9021,0.9187,0.9654,0.7718,0.8541
0.3,375,0.944,0.8138,0.8741,0.8458,0.9021,0.9187,0.9654,0.7718,0.8541
0.35,375,0.944,0.8138,0.8741,0.8458,0.9021,0.9187,0.9654,0.7718,0.8541
0.4,374,0.9439,0.8115,0.8727,0.8441,0.9007,0.9185,0.9653,0.7692,0.8517
0.45,359,0.9499,0.7839,0.8589,0.8285,0.886,0.9244,0.9718,0.7399,0.8249
0.5,359,0.9499,0.7839,0.8589,0.8285,0.886,0.9244,0.9718,0.7399,0.8249
0.55,359,0.9499,0.7839,0.8589,0.8285,0.886,0.9244,0.9718,0.7399,0.8249
0.6,359,0.9499,0.7839,0.8589,0.8285,0.886,0.9244,0.9718,0.7399,0.8249
0.65,359,0.9499,0.7839,0.8589,0.8285,0.886,0.9244,0.9718,0.7399,0.8249
0.7,359,0.9499,0.7839,0.8589,0.8285,0.886,0.9244,0.9718,0.7399,0.8249
0.75,356,0.9494,0.777,0.8546,0.8246,0.8812,0.9233,0.9716,0.7328,0.8176
0.8,349,0.9484,0.7609,0.8444,0.814,0.8726,0.9226,0.9707,0.7195,0.802
0.85,349,0.9484,0.7609,0.8444,0.814,0.8726,0.9226,0.9707,0.7195,0.802
0.9,309,0.9482,0.6736,0.7876,0.753,0.8212,0.9212,0.9709,0.6297,0.7178
0.95,306,0.9477,0.6667,0.7827,0.7477,0.8164,0.9204,0.9707,0.6218,0.7108
1.0,202,0.9455,0.4391,0.5997,0.5548,0.6422,0.9096,0.9759,0.3938,0.4848
