cell,label,tile_px,overlap_frac,K,prob_t,min_votes,n_detections,precision,recall,f1,mcc
g512_ov256,512 px / 50 %,512,0.5,10,0.2,2,557,0.6750448833034112,0.8785046728971962,0.7634517766497462,0.8177229418519155
g512_ov256,512 px / 50 %,512,0.5,10,0.2,3,495,0.7515151515151515,0.8691588785046729,0.8060671722643553,0.813866408969979
g512_ov256,512 px / 50 %,512,0.5,10,0.2,4,459,0.8061002178649237,0.8644859813084113,0.8342728297632469,0.813866408969979
g512_ov256,512 px / 50 %,512,0.5,10,0.2,5,431,0.8538283062645011,0.8598130841121495,0.8568102444703144,0.8191733427830541
g512_ov256,512 px / 50 %,512,0.5,10,0.2,6,416,0.8798076923076923,0.8551401869158879,0.8672985781990522,0.8153647729440837
g512_ov256,512 px / 50 %,512,0.5,10,0.2,7,403,0.9007444168734491,0.8481308411214953,0.8736462093862815,0.807772216747559
g512_ov256,512 px / 50 %,512,0.5,10,0.2,8,393,0.9134860050890585,0.8387850467289719,0.8745432399512789,0.803987935394555
g512_ov256,512 px / 50 %,512,0.5,10,0.2,9,377,0.9336870026525199,0.822429906542056,0.8745341614906832,0.8011498028983806
g512_ov256,512 px / 50 %,512,0.5,10,0.2,10,363,0.9449035812672176,0.8014018691588785,0.8672566371681416,0.7974044723914159
g512_ov256,512 px / 50 %,512,0.5,10,0.3,1,623,0.5666131621187801,0.8247663551401869,0.6717411988582304,0.8177229418519155
g512_ov256,512 px / 50 %,512,0.5,10,0.3,2,504,0.6924603174603174,0.8154205607476636,0.7489270386266094,0.8171150098527917
g512_ov256,512 px / 50 %,512,0.5,10,0.3,3,449,0.7706013363028953,0.8084112149532711,0.7890535917901939,0.8143586735725824
g512_ov256,512 px / 50 %,512,0.5,10,0.3,4,421,0.8171021377672208,0.8037383177570093,0.8103651354534745,0.8143586735725824
g512_ov256,512 px / 50 %,512,0.5,10,0.3,5,397,0.8614609571788413,0.7990654205607477,0.8290909090909091,0.8106383330037031
g512_ov256,512 px / 50 %,512,0.5,10,0.3,6,383,0.8877284595300261,0.794392523364486,0.8384710234278668,0.8069256076773299
g512_ov256,512 px / 50 %,512,0.5,10,0.3,7,371,0.9083557951482479,0.7873831775700935,0.8435544430538172,0.7995224461393294
g512_ov256,512 px / 50 %,512,0.5,10,0.3,8,362,0.9226519337016574,0.780373831775701,0.8455696202531646,0.795831732710045
g512_ov256,512 px / 50 %,512,0.5,10,0.3,9,348,0.9425287356321839,0.7663551401869159,0.845360824742268,0.7933539998307141
g512_ov256,512 px / 50 %,512,0.5,10,0.3,10,338,0.9526627218934911,0.7523364485981309,0.8407310704960835,0.7860546779732189
g512_ov256,512 px / 50 %,512,0.5,10,0.35,1,619,0.567043618739903,0.8200934579439252,0.670487106017192,0.813866408969979
g512_ov256,512 px / 50 %,512,0.5,10,0.35,2,500,0.692,0.8084112149532711,0.7456896551724138,0.813362717548329
g512_ov256,512 px / 50 %,512,0.5,10,0.35,3,445,0.7707865168539326,0.8014018691588785,0.7857961053837342,0.8106383330037031
g512_ov256,512 px / 50 %,512,0.5,10,0.35,4,417,0.8177458033573142,0.7967289719626168,0.8071005917159764,0.8106383330037031
g512_ov256,512 px / 50 %,512,0.5,10,0.35,5,393,0.8625954198473282,0.7920560747663551,0.8258221680876979,0.8069256076773299
g512_ov256,512 px / 50 %,512,0.5,10,0.35,6,379,0.8865435356200527,0.7850467289719626,0.8327137546468402,0.7995224461393294
g512_ov256,512 px / 50 %,512,0.5,10,0.35,7,367,0.9073569482288828,0.7780373831775701,0.8377358490566037,0.7921480800289581
g512_ov256,512 px / 50 %,512,0.5,10,0.35,8,359,0.9220055710306406,0.7733644859813084,0.8411689961880559,0.7921480800289581
g512_ov256,512 px / 50 %,512,0.5,10,0.35,9,346,0.9421965317919075,0.7616822429906542,0.8423772609819122,0.7897009860099898
g512_ov256,512 px / 50 %,512,0.5,10,0.35,10,336,0.9523809523809523,0.7476635514018691,0.837696335078534,0.7824149411584299
g512_ov256,512 px / 50 %,512,0.5,10,0.4,1,617,0.5656401944894651,0.8154205607476636,0.6679425837320575,0.813866408969979
g512_ov256,512 px / 50 %,512,0.5,10,0.4,2,499,0.6913827655310621,0.8060747663551402,0.744336569579288,0.813362717548329
g512_ov256,512 px / 50 %,512,0.5,10,0.4,3,444,0.7702702702702703,0.7990654205607477,0.7844036697247706,0.8106383330037031
g512_ov256,512 px / 50 %,512,0.5,10,0.4,4,416,0.8173076923076923,0.794392523364486,0.8056872037914692,0.8106383330037031
g512_ov256,512 px / 50 %,512,0.5,10,0.4,5,392,0.8622448979591837,0.7897196261682243,0.824390243902439,0.8069256076773299
g512_ov256,512 px / 50 %,512,0.5,10,0.4,6,378,0.8862433862433863,0.7827102803738317,0.8312655086848635,0.7995224461393294
g512_ov256,512 px / 50 %,512,0.5,10,0.4,7,366,0.907103825136612,0.7757009345794392,0.836272040302267,0.7921480800289581
g512_ov256,512 px / 50 %,512,0.5,10,0.4,8,358,0.9217877094972067,0.7710280373831776,0.8396946564885497,0.7921480800289581
g512_ov256,512 px / 50 %,512,0.5,10,0.4,9,345,0.9420289855072463,0.7593457943925234,0.8408796895213455,0.7897009860099898
g512_ov256,512 px / 50 %,512,0.5,10,0.4,10,335,0.9522388059701492,0.7453271028037384,0.8361730013106159,0.7824149411584299
g512_ov256,512 px / 50 %,512,0.5,10,0.6,1,588,0.5731292517006803,0.7873831775700935,0.6633858267716536,0.8284204820723565
g512_ov256,512 px / 50 %,512,0.5,10,0.6,2,475,0.7010526315789474,0.7780373831775701,0.7375415282392026,0.8032203583284508
g512_ov256,512 px / 50 %,512,0.5,10,0.6,3,421,0.7838479809976246,0.7710280373831776,0.7773851590106007,0.800680684536038
g512_ov256,512 px / 50 %,512,0.5,10,0.6,4,395,0.830379746835443,0.7663551401869159,0.7970838396111786,0.7970138542843656
g512_ov256,512 px / 50 %,512,0.5,10,0.6,5,374,0.8716577540106952,0.7616822429906542,0.8129675810473816,0.7970138542843656
g512_ov256,512 px / 50 %,512,0.5,10,0.6,6,363,0.8925619834710744,0.7570093457943925,0.8192161820480405,0.7933539998307141
g512_ov256,512 px / 50 %,512,0.5,10,0.6,7,352,0.9119318181818182,0.75,0.823076923076923,0.7860546779732189
g512_ov256,512 px / 50 %,512,0.5,10,0.6,8,345,0.9246376811594202,0.7453271028037384,0.8253557567917206,0.7824149411584299
g512_ov256,512 px / 50 %,512,0.5,10,0.6,9,333,0.9429429429429429,0.7336448598130841,0.8252299605781865,0.7801510435641542
g512_ov256,512 px / 50 %,512,0.5,10,0.6,10,323,0.9535603715170279,0.719626168224299,0.8202396804260984,0.7729505145541968
g512_ov256,512 px / 50 %,512,0.5,10,0.7,1,587,0.5724020442930153,0.7850467289719626,0.6620689655172413,0.8284204820723565
g512_ov256,512 px / 50 %,512,0.5,10,0.7,2,474,0.70042194092827,0.7757009345794392,0.7361419068736142,0.8032203583284508
g512_ov256,512 px / 50 %,512,0.5,10,0.7,3,420,0.7833333333333333,0.7686915887850467,0.7759433962264151,0.800680684536038
g512_ov256,512 px / 50 %,512,0.5,10,0.7,4,394,0.8299492385786802,0.764018691588785,0.7956204379562043,0.7970138542843656
g512_ov256,512 px / 50 %,512,0.5,10,0.7,5,373,0.871313672922252,0.7593457943925234,0.8114856429463171,0.7970138542843656
g512_ov256,512 px / 50 %,512,0.5,10,0.7,6,362,0.8922651933701657,0.7546728971962616,0.8177215189873418,0.7933539998307141
g512_ov256,512 px / 50 %,512,0.5,10,0.7,7,351,0.9116809116809117,0.7476635514018691,0.821566110397946,0.7860546779732189
g512_ov256,512 px / 50 %,512,0.5,10,0.7,8,344,0.9244186046511628,0.7429906542056075,0.8238341968911916,0.7824149411584299
g512_ov256,512 px / 50 %,512,0.5,10,0.7,9,332,0.9427710843373494,0.7313084112149533,0.8236842105263158,0.7801510435641542
g512_ov256,512 px / 50 %,512,0.5,10,0.7,10,322,0.953416149068323,0.7172897196261683,0.8186666666666665,0.7729505145541968
g512_ov256,512 px / 50 %,512,0.5,10,0.75,1,585,0.5743589743589743,0.7850467289719626,0.6633761105626851,0.8293189908734415
g512_ov256,512 px / 50 %,512,0.5,10,0.75,2,472,0.7033898305084746,0.7757009345794392,0.7377777777777778,0.8043546260959313
g512_ov256,512 px / 50 %,512,0.5,10,0.75,3,419,0.7852028639618138,0.7686915887850467,0.7768595041322314,0.7970138542843656
g512_ov256,512 px / 50 %,512,0.5,10,0.75,4,393,0.8320610687022901,0.764018691588785,0.7965895249695493,0.7933539998307141
g512_ov256,512 px / 50 %,512,0.5,10,0.75,5,372,0.8736559139784946,0.7593457943925234,0.8125,0.7933539998307141
g512_ov256,512 px / 50 %,512,0.5,10,0.75,6,361,0.8947368421052632,0.7546728971962616,0.8187579214195184,0.7897009860099898
g512_ov256,512 px / 50 %,512,0.5,10,0.75,7,350,0.9142857142857143,0.7476635514018691,0.8226221079691517,0.7824149411584299
g512_ov256,512 px / 50 %,512,0.5,10,0.75,8,343,0.9271137026239067,0.7429906542056075,0.8249027237354086,0.7787816412613834
g512_ov256,512 px / 50 %,512,0.5,10,0.75,9,331,0.945619335347432,0.7313084112149533,0.8247694334650857,0.77654772507204
g512_ov256,512 px / 50 %,512,0.5,10,0.75,10,322,0.953416149068323,0.7172897196261683,0.8186666666666665,0.7729505145541968
g512_ov256,512 px / 50 %,512,0.5,10,0.85,1,570,0.5719298245614035,0.7616822429906542,0.6533066132264529,0.8302828022729627
g512_ov256,512 px / 50 %,512,0.5,10,0.85,2,458,0.7030567685589519,0.7523364485981309,0.7268623024830699,0.805556358125651
g512_ov256,512 px / 50 %,512,0.5,10,0.85,3,407,0.7837837837837838,0.7453271028037384,0.764071856287425,0.7982638604603018
g512_ov256,512 px / 50 %,512,0.5,10,0.85,4,381,0.8320209973753281,0.7406542056074766,0.7836835599505564,0.7946280274653458
g512_ov256,512 px / 50 %,512,0.5,10,0.85,5,361,0.8725761772853186,0.735981308411215,0.7984790874524716,0.7946280274653458
g512_ov256,512 px / 50 %,512,0.5,10,0.85,6,350,0.8942857142857142,0.7313084112149533,0.8046272493573264,0.7909989614414764
g512_ov256,512 px / 50 %,512,0.5,10,0.85,7,339,0.9144542772861357,0.7242990654205608,0.8083441981747067,0.7837606013867641
g512_ov256,512 px / 50 %,512,0.5,10,0.85,8,332,0.927710843373494,0.719626168224299,0.8105263157894735,0.7801510435641542
g512_ov256,512 px / 50 %,512,0.5,10,0.85,9,320,0.946875,0.7079439252336449,0.8101604278074866,0.778011552427312
g512_ov256,512 px / 50 %,512,0.5,10,0.85,10,312,0.9551282051282052,0.6962616822429907,0.8054054054054054,0.7744382644852333
g512_ov256,512 px / 50 %,512,0.5,10,0.9,1,525,0.5657142857142857,0.6939252336448598,0.6232948583420777,0.800680684536038
g512_ov256,512 px / 50 %,512,0.5,10,0.9,2,417,0.7026378896882494,0.6845794392523364,0.693491124260355,0.7801510435641542
g512_ov256,512 px / 50 %,512,0.5,10,0.9,3,372,0.7795698924731183,0.677570093457944,0.725,0.7657738928064833
g512_ov256,512 px / 50 %,512,0.5,10,0.9,4,347,0.829971181556196,0.6728971962616822,0.7432258064516128,0.7621942195662902
g512_ov256,512 px / 50 %,512,0.5,10,0.9,5,329,0.8693009118541033,0.6682242990654206,0.7556142668428005,0.7586201302205099
g512_ov256,512 px / 50 %,512,0.5,10,0.9,6,319,0.890282131661442,0.6635514018691588,0.7603748326639893,0.755051493937367
g512_ov256,512 px / 50 %,512,0.5,10,0.9,7,310,0.9096774193548387,0.6588785046728972,0.7642276422764227,0.7479300572765322
g512_ov256,512 px / 50 %,512,0.5,10,0.9,8,305,0.921311475409836,0.6565420560747663,0.766712141882674,0.7443769951875949
g512_ov256,512 px / 50 %,512,0.5,10,0.9,9,293,0.9419795221843004,0.6448598130841121,0.7656033287101248,0.7425300377177999
g512_ov256,512 px / 50 %,512,0.5,10,0.9,10,285,0.9508771929824561,0.633177570093458,0.7601683029453016,0.7390102573013579
g512_ov256,512 px / 50 %,512,0.5,10,0.95,1,524,0.5648854961832062,0.6915887850467289,0.6218487394957983,0.800680684536038
g512_ov256,512 px / 50 %,512,0.5,10,0.95,2,416,0.7019230769230769,0.6822429906542056,0.6919431279620852,0.7801510435641542
g512_ov256,512 px / 50 %,512,0.5,10,0.95,3,371,0.7789757412398922,0.6752336448598131,0.723404255319149,0.7621942195662902
g512_ov256,512 px / 50 %,512,0.5,10,0.95,4,346,0.8294797687861272,0.6705607476635514,0.7416020671834626,0.7586201302205099
g512_ov256,512 px / 50 %,512,0.5,10,0.95,5,328,0.8689024390243902,0.6658878504672897,0.753968253968254,0.755051493937367
g512_ov256,512 px / 50 %,512,0.5,10,0.95,6,318,0.889937106918239,0.6612149532710281,0.7587131367292227,0.7514881799001464
g512_ov256,512 px / 50 %,512,0.5,10,0.95,7,309,0.9093851132686084,0.6565420560747663,0.762550881953867,0.7443769951875949
g512_ov256,512 px / 50 %,512,0.5,10,0.95,8,304,0.9210526315789473,0.6542056074766355,0.7650273224043717,0.7408288626764029
g512_ov256,512 px / 50 %,512,0.5,10,0.95,9,292,0.9417808219178082,0.6425233644859814,0.7638888888888888,0.7390102573013579
g512_ov256,512 px / 50 %,512,0.5,10,0.95,10,284,0.9507042253521126,0.6308411214953271,0.7584269662921348,0.7354951218624485
g512_ov256,512 px / 50 %,512,0.5,10,0.98,1,407,0.5700245700245701,0.5420560747663551,0.555688622754491,0.7161189316208694
g512_ov256,512 px / 50 %,512,0.5,10,0.98,2,319,0.7147335423197492,0.5327102803738317,0.610441767068273,0.7005708036368901
g512_ov256,512 px / 50 %,512,0.5,10,0.98,3,285,0.7894736842105263,0.5257009345794392,0.6311360448807853,0.6832372957166004
g512_ov256,512 px / 50 %,512,0.5,10,0.98,4,266,0.8421052631578947,0.5233644859813084,0.6455331412103745,0.6763226355244264
g512_ov256,512 px / 50 %,512,0.5,10,0.98,5,251,0.8844621513944223,0.5186915887850467,0.6539027982326951,0.6694170543464548
g512_ov256,512 px / 50 %,512,0.5,10,0.98,6,244,0.9016393442622951,0.514018691588785,0.6547619047619048,0.6694170543464548
g512_ov256,512 px / 50 %,512,0.5,10,0.98,7,235,0.9276595744680851,0.5093457943925234,0.6576168929110107,0.6625194467459921
g512_ov256,512 px / 50 %,512,0.5,10,0.98,8,230,0.9434782608695652,0.5070093457943925,0.6595744680851064,0.6590732835414289
g512_ov256,512 px / 50 %,512,0.5,10,0.98,9,221,0.9638009049773756,0.4976635514018692,0.6563944530046225,0.6521855304723259
g512_ov256,512 px / 50 %,512,0.5,10,0.98,10,214,0.9719626168224299,0.48598130841121495,0.64797507788162,0.6487436541857563
g512_ov256,512 px / 50 %,512,0.5,10,1.0,1,404,0.5693069306930693,0.5373831775700935,0.5528846153846153,0.7161189316208694
g512_ov256,512 px / 50 %,512,0.5,10,1.0,2,316,0.7151898734177216,0.5280373831775701,0.60752688172043,0.7005708036368901
g512_ov256,512 px / 50 %,512,0.5,10,1.0,3,282,0.7907801418439716,0.5210280373831776,0.628169014084507,0.6832372957166004
g512_ov256,512 px / 50 %,512,0.5,10,1.0,4,263,0.844106463878327,0.5186915887850467,0.642547033285094,0.6763226355244264
g512_ov256,512 px / 50 %,512,0.5,10,1.0,5,248,0.8870967741935484,0.514018691588785,0.6508875739644969,0.6694170543464548
g512_ov256,512 px / 50 %,512,0.5,10,1.0,6,241,0.9045643153526971,0.5093457943925234,0.6517189835575486,0.6694170543464548
g512_ov256,512 px / 50 %,512,0.5,10,1.0,7,232,0.9310344827586207,0.5046728971962616,0.6545454545454545,0.6625194467459921
g512_ov256,512 px / 50 %,512,0.5,10,1.0,8,227,0.947136563876652,0.5023364485981309,0.6564885496183207,0.6590732835414289
g512_ov256,512 px / 50 %,512,0.5,10,1.0,9,218,0.9678899082568807,0.4929906542056075,0.653250773993808,0.6521855304723259
g512_ov256,512 px / 50 %,512,0.5,10,1.0,10,211,0.976303317535545,0.48130841121495327,0.644757433489828,0.6487436541857563
g384_ov048,384 px / 12.5 %,384,0.125,10,0.0,1,1827,0.20908593322386426,0.8925233644859814,0.33880266075388027,0.09916362550548603
g384_ov048,384 px / 12.5 %,384,0.125,10,0.0,2,1314,0.2876712328767123,0.883177570093458,0.43398392652124,0.12746469340690847
g384_ov048,384 px / 12.5 %,384,0.125,10,0.0,3,1120,0.33214285714285713,0.8691588785046729,0.48062015503875966,0.13240773914013398
g384_ov048,384 px / 12.5 %,384,0.125,10,0.0,4,1004,0.36752988047808766,0.8621495327102804,0.5153631284916201,0.14388894647772793
g384_ov048,384 px / 12.5 %,384,0.125,10,0.0,5,933,0.39228295819935693,0.8551401869158879,0.5378398236590742,0.15322170972391816
g384_ov048,384 px / 12.5 %,384,0.125,10,0.0,6,860,0.4197674418604651,0.8434579439252337,0.5605590062111802,0.1955041577814648
g384_ov048,384 px / 12.5 %,384,0.125,10,0.0,7,798,0.44862155388471175,0.8364485981308412,0.5840130505709624,0.24038480152454017
g384_ov048,384 px / 12.5 %,384,0.125,10,0.0,8,747,0.46720214190093706,0.8154205607476636,0.5940425531914894,0.247456910349336
g384_ov048,384 px / 12.5 %,384,0.125,10,0.0,9,687,0.5007278020378457,0.8037383177570093,0.6170403587443947,0.27750676112048717
g384_ov048,384 px / 12.5 %,384,0.125,10,0.0,10,582,0.5618556701030928,0.764018691588785,0.6475247524752474,0.3137147222562701
g384_ov048,384 px / 12.5 %,384,0.125,10,0.05,1,1412,0.2705382436260623,0.8925233644859814,0.4152173913043478,0.24066032481613261
g384_ov048,384 px / 12.5 %,384,0.125,10,0.05,2,1040,0.36346153846153845,0.883177570093458,0.5149863760217983,0.2703544798881669
g384_ov048,384 px / 12.5 %,384,0.125,10,0.05,3,902,0.4124168514412417,0.8691588785046729,0.5593984962406015,0.29938564375691656
g384_ov048,384 px / 12.5 %,384,0.125,10,0.05,4,818,0.4511002444987775,0.8621495327102804,0.5922953451043339,0.30882289574324534
g384_ov048,384 px / 12.5 %,384,0.125,10,0.05,5,770,0.4753246753246753,0.8551401869158879,0.6110183639398998,0.3194239972760612
g384_ov048,384 px / 12.5 %,384,0.125,10,0.05,6,719,0.502086230876217,0.8434579439252337,0.6294681778552746,0.33595656423942044
g384_ov048,384 px / 12.5 %,384,0.125,10,0.05,7,676,0.5295857988165681,0.8364485981308412,0.6485507246376813,0.35214867886172424
g384_ov048,384 px / 12.5 %,384,0.125,10,0.05,8,636,0.5487421383647799,0.8154205607476636,0.656015037593985,0.34491005544222864
g384_ov048,384 px / 12.5 %,384,0.125,10,0.05,9,594,0.5791245791245792,0.8037383177570093,0.6731898238747555,0.36328176777048676
g384_ov048,384 px / 12.5 %,384,0.125,10,0.05,10,505,0.6475247524752475,0.764018691588785,0.7009646302250803,0.40769346762883435
g384_ov048,384 px / 12.5 %,384,0.125,10,0.1,1,693,0.5512265512265512,0.8925233644859814,0.6815343443354148,0.5022087626702956
g384_ov048,384 px / 12.5 %,384,0.125,10,0.1,2,574,0.6585365853658537,0.883177570093458,0.7544910179640719,0.5418931251402526
g384_ov048,384 px / 12.5 %,384,0.125,10,0.1,3,534,0.6966292134831461,0.8691588785046729,0.7733887733887733,0.5732770583186985
g384_ov048,384 px / 12.5 %,384,0.125,10,0.1,4,504,0.7321428571428571,0.8621495327102804,0.7918454935622317,0.5796718858862833
g384_ov048,384 px / 12.5 %,384,0.125,10,0.1,5,488,0.75,0.8551401869158879,0.7991266375545852,0.5825020544953297
g384_ov048,384 px / 12.5 %,384,0.125,10,0.1,6,469,0.7697228144989339,0.8434579439252337,0.8049052396878483,0.5891558739279422
g384_ov048,384 px / 12.5 %,384,0.125,10,0.1,7,450,0.7955555555555556,0.8364485981308412,0.8154897494305239,0.5974469327815765
g384_ov048,384 px / 12.5 %,384,0.125,10,0.1,8,431,0.8097447795823666,0.8154205607476636,0.8125727590221188,0.5954735302771087
g384_ov048,384 px / 12.5 %,384,0.125,10,0.1,9,419,0.8210023866348448,0.8037383177570093,0.8122786304604485,0.5992092758534655
g384_ov048,384 px / 12.5 %,384,0.125,10,0.1,10,380,0.8605263157894737,0.764018691588785,0.8094059405940593,0.6153272845849703
g384_ov048,384 px / 12.5 %,384,0.125,10,0.15,1,470,0.776595744680851,0.852803738317757,0.8129175946547884,0.777108198227565
g384_ov048,384 px / 12.5 %,384,0.125,10,0.15,2,424,0.8537735849056604,0.8457943925233645,0.8497652582159624,0.7833079024213783
g384_ov048,384 px / 12.5 %,384,0.125,10,0.15,3,407,0.8746928746928747,0.8317757009345794,0.852694610778443,0.7842128366711053
g384_ov048,384 px / 12.5 %,384,0.125,10,0.15,4,392,0.9005102040816326,0.8247663551401869,0.8609756097560975,0.7889273718008326
g384_ov048,384 px / 12.5 %,384,0.125,10,0.15,5,383,0.9164490861618799,0.8200934579439252,0.8655980271270036,0.7851806440711893
g384_ov048,384 px / 12.5 %,384,0.125,10,0.15,6,371,0.9326145552560647,0.8084112149532711,0.8660826032540675,0.7814409921819434
g384_ov048,384 px / 12.5 %,384,0.125,10,0.15,7,363,0.9449035812672176,0.8014018691588785,0.8672566371681416,0.775082871014798
g384_ov048,384 px / 12.5 %,384,0.125,10,0.15,8,354,0.9463276836158192,0.7827102803738317,0.8567774936061381,0.7603346294968383
g384_ov048,384 px / 12.5 %,384,0.125,10,0.15,9,349,0.9484240687679083,0.7733644859813084,0.851994851994852,0.7566628803092901
g384_ov048,384 px / 12.5 %,384,0.125,10,0.15,10,326,0.9662576687116564,0.735981308411215,0.8355437665782494,0.7484451494489833
g384_ov048,384 px / 12.5 %,384,0.125,10,0.2,1,460,0.7869565217391304,0.8457943925233645,0.8153153153153153,0.7862803940436492
g384_ov048,384 px / 12.5 %,384,0.125,10,0.2,2,416,0.8629807692307693,0.8387850467289719,0.8507109004739336,0.7842128366711053
g384_ov048,384 px / 12.5 %,384,0.125,10,0.2,3,401,0.8827930174563591,0.8271028037383178,0.8540410132689987,0.7842128366711053
g384_ov048,384 px / 12.5 %,384,0.125,10,0.2,4,387,0.9069767441860465,0.8200934579439252,0.8613496932515337,0.7889273718008326
g384_ov048,384 px / 12.5 %,384,0.125,10,0.2,5,378,0.9232804232804233,0.8154205607476636,0.8660049627791564,0.7851806440711893
g384_ov048,384 px / 12.5 %,384,0.125,10,0.2,6,366,0.9398907103825137,0.8037383177570093,0.8664987405541561,0.7814409921819434
g384_ov048,384 px / 12.5 %,384,0.125,10,0.2,7,358,0.952513966480447,0.7967289719626168,0.8676844783715012,0.775082871014798
g384_ov048,384 px / 12.5 %,384,0.125,10,0.2,8,349,0.9541547277936963,0.7780373831775701,0.8571428571428571,0.7603346294968383
g384_ov048,384 px / 12.5 %,384,0.125,10,0.2,9,344,0.9563953488372093,0.7686915887850467,0.8523316062176166,0.7529969747786658
g384_ov048,384 px / 12.5 %,384,0.125,10,0.2,10,324,0.9660493827160493,0.7313084112149533,0.8324468085106383,0.7484451494489833
g384_ov048,384 px / 12.5 %,384,0.125,10,0.3,1,430,0.7953488372093023,0.7990654205607477,0.7972027972027973,0.7757443535574677
g384_ov048,384 px / 12.5 %,384,0.125,10,0.3,2,391,0.8670076726342711,0.7920560747663551,0.8278388278388278,0.7777082720743123
g384_ov048,384 px / 12.5 %,384,0.125,10,0.3,3,377,0.8859416445623343,0.780373831775701,0.8298136645962734,0.7777082720743123
g384_ov048,384 px / 12.5 %,384,0.125,10,0.3,4,365,0.9068493150684932,0.7733644859813084,0.8348045397225725,0.7777082720743123
g384_ov048,384 px / 12.5 %,384,0.125,10,0.3,5,357,0.9243697478991597,0.7710280373831776,0.8407643312101912,0.7739823400126554
g384_ov048,384 px / 12.5 %,384,0.125,10,0.3,6,346,0.9393063583815029,0.7593457943925234,0.8397932816537467,0.7702630525523863
g384_ov048,384 px / 12.5 %,384,0.125,10,0.3,7,338,0.9526627218934911,0.7523364485981309,0.8407310704960835,0.7640123626590537
g384_ov048,384 px / 12.5 %,384,0.125,10,0.3,8,329,0.9544072948328267,0.7336448598130841,0.8295904887714662,0.7493367726642394
g384_ov048,384 px / 12.5 %,384,0.125,10,0.3,9,324,0.9567901234567902,0.7242990654205608,0.824468085106383,0.7420329179067499
g384_ov048,384 px / 12.5 %,384,0.125,10,0.3,10,307,0.9674267100977199,0.6939252336448598,0.8081632653061224,0.7376475712969137
g384_ov048,384 px / 12.5 %,384,0.125,10,0.4,1,428,0.7967289719626168,0.7967289719626168,0.7967289719626167,0.7804502712102493
g384_ov048,384 px / 12.5 %,384,0.125,10,0.4,2,390,0.8666666666666667,0.7897196261682243,0.8264058679706603,0.7777082720743123
g384_ov048,384 px / 12.5 %,384,0.125,10,0.4,3,376,0.8856382978723404,0.7780373831775701,0.8283582089552238,0.7777082720743123
g384_ov048,384 px / 12.5 %,384,0.125,10,0.4,4,364,0.9065934065934066,0.7710280373831776,0.8333333333333334,0.7777082720743123
g384_ov048,384 px / 12.5 %,384,0.125,10,0.4,5,356,0.9241573033707865,0.7686915887850467,0.8392857142857143,0.7739823400126554
g384_ov048,384 px / 12.5 %,384,0.125,10,0.4,6,345,0.9391304347826087,0.7570093457943925,0.8382923673997412,0.7702630525523863
g384_ov048,384 px / 12.5 %,384,0.125,10,0.4,7,337,0.9525222551928784,0.75,0.8392156862745097,0.7640123626590537
g384_ov048,384 px / 12.5 %,384,0.125,10,0.4,8,328,0.9542682926829268,0.7313084112149533,0.8280423280423279,0.7493367726642394
g384_ov048,384 px / 12.5 %,384,0.125,10,0.4,9,323,0.9566563467492261,0.7219626168224299,0.8229027962716379,0.7420329179067499
g384_ov048,384 px / 12.5 %,384,0.125,10,0.4,10,307,0.9674267100977199,0.6939252336448598,0.8081632653061224,0.7376475712969137
g384_ov048,384 px / 12.5 %,384,0.125,10,0.7,1,412,0.8033980582524272,0.7733644859813084,0.7880952380952381,0.7725752371093657
g384_ov048,384 px / 12.5 %,384,0.125,10,0.7,2,375,0.8746666666666667,0.7663551401869159,0.8169364881693649,0.7738309208753833
g384_ov048,384 px / 12.5 %,384,0.125,10,0.7,3,361,0.8947368421052632,0.7546728971962616,0.8187579214195184,0.7738309208753833
g384_ov048,384 px / 12.5 %,384,0.125,10,0.7,4,349,0.9169054441260746,0.7476635514018691,0.8236808236808237,0.7738309208753833
g384_ov048,384 px / 12.5 %,384,0.125,10,0.7,5,342,0.9327485380116959,0.7453271028037384,0.8285714285714286,0.7701867524338109
g384_ov048,384 px / 12.5 %,384,0.125,10,0.7,6,331,0.9486404833836858,0.7336448598130841,0.8274044795783927,0.7665486870255017
g384_ov048,384 px / 12.5 %,384,0.125,10,0.7,7,323,0.9628482972136223,0.7266355140186916,0.8282290279627165,0.7607070092092032
g384_ov048,384 px / 12.5 %,384,0.125,10,0.7,8,314,0.964968152866242,0.7079439252336449,0.8167115902964961,0.7463495326171404
g384_ov048,384 px / 12.5 %,384,0.125,10,0.7,9,309,0.9676375404530745,0.6985981308411215,0.8113975576662144,0.7392019364605236
g384_ov048,384 px / 12.5 %,384,0.125,10,0.7,10,296,0.9695945945945946,0.6705607476635514,0.7928176795580111,0.7249636862389158
g384_ov048,384 px / 12.5 %,384,0.125,10,0.75,1,411,0.805352798053528,0.7733644859813084,0.7890345649582836,0.7725752371093657
g384_ov048,384 px / 12.5 %,384,0.125,10,0.75,2,374,0.8743315508021391,0.764018691588785,0.8154613466334165,0.7738309208753833
g384_ov048,384 px / 12.5 %,384,0.125,10,0.75,3,360,0.8944444444444445,0.7523364485981309,0.817258883248731,0.7738309208753833
g384_ov048,384 px / 12.5 %,384,0.125,10,0.75,4,348,0.9166666666666666,0.7453271028037384,0.8221649484536083,0.7738309208753833
g384_ov048,384 px / 12.5 %,384,0.125,10,0.75,5,341,0.9325513196480938,0.7429906542056075,0.8270481144343302,0.7701867524338109
