threshold,n_accepted,precision,recall,f1,f1_ci_lower,f1_ci_upper,p_ci_lower,p_ci_upper,r_ci_lower,r_ci_upper
0.0,739,0.4926,0.8368,0.6201,0.5706,0.6678,0.4353,0.5508,0.8,0.8734
0.05,631,0.5689,0.8253,0.6735,0.6288,0.7163,0.5133,0.6217,0.7879,0.8627
0.1,530,0.6755,0.823,0.742,0.7044,0.7765,0.6292,0.7177,0.7854,0.8618
0.15,447,0.7718,0.7931,0.7823,0.7469,0.8141,0.7302,0.8106,0.7505,0.8354
0.2,443,0.7765,0.7908,0.7836,0.7481,0.8147,0.7351,0.8149,0.7474,0.8333
0.25,416,0.7812,0.7471,0.7638,0.7284,0.7972,0.7404,0.8218,0.7007,0.7922
0.3,416,0.7812,0.7471,0.7638,0.7284,0.7972,0.7404,0.8218,0.7007,0.7922
0.35,414,0.7826,0.7448,0.7633,0.727,0.796,0.742,0.8224,0.6991,0.7905
0.4,414,0.7826,0.7448,0.7633,0.727,0.796,0.742,0.8224,0.6991,0.7905
0.45,392,0.7908,0.7126,0.7497,0.7117,0.7871,0.7467,0.83,0.6629,0.763
0.5,392,0.7908,0.7126,0.7497,0.7117,0.7871,0.7467,0.83,0.6629,0.763
0.55,392,0.7908,0.7126,0.7497,0.7117,0.7871,0.7467,0.83,0.6629,0.763
0.6,392,0.7908,0.7126,0.7497,0.7117,0.7871,0.7467,0.83,0.6629,0.763
0.65,392,0.7908,0.7126,0.7497,0.7117,0.7871,0.7467,0.83,0.6629,0.763
0.7,391,0.7928,0.7126,0.7506,0.7129,0.7882,0.7483,0.8309,0.6635,0.762
0.75,391,0.7928,0.7126,0.7506,0.7129,0.7882,0.7483,0.8309,0.6635,0.762
0.8,386,0.7953,0.7057,0.7479,0.7086,0.7853,0.75,0.8329,0.6564,0.7566
0.85,386,0.7953,0.7057,0.7479,0.7086,0.7853,0.75,0.8329,0.6564,0.7566
0.9,342,0.7982,0.6276,0.7027,0.6594,0.7469,0.7508,0.8411,0.5759,0.6835
0.95,338,0.8018,0.623,0.7012,0.6588,0.7476,0.7528,0.845,0.5718,0.6794
1.0,233,0.824,0.4414,0.5749,0.5256,0.622,0.7695,0.8745,0.3917,0.491
