label,buffer_metres,f1,f1_ci_lower,f1_ci_upper,precision,p_ci_lower,p_ci_upper,recall,r_ci_lower,r_ci_upper,mcc,mcc_ci_lower,mcc_ci_upper,sensitivity,specificity,coverage_status,ci_unreliable,ci_zero_fraction,ci_n_tiles
detections_pro-text-high-t0_run02,5,0.1681,0.1607,0.1753,0.1196,0.1136,0.1253,0.2828,0.2713,0.2927,0.3704,0.3551,0.3839,0.9607,0.3333,normal,False,0.17864476386036962,487
detections_pro-text-high-t0_run02,10,0.3814,0.3692,0.3917,0.2714,0.2608,0.2804,0.6414,0.6267,0.654,0.3704,0.3551,0.3839,0.9607,0.3333,normal,False,0.17864476386036962,487
detections_pro-text-high-t0_run02,15,0.4621,0.4493,0.4741,0.3288,0.3171,0.3398,0.777,0.7639,0.7892,0.3704,0.3551,0.3839,0.9607,0.3333,normal,False,0.17864476386036962,487
detections_pro-text-high-t0_run02,20,0.4867,0.4739,0.4998,0.3463,0.3342,0.358,0.8184,0.8036,0.8295,0.3704,0.3551,0.3839,0.9607,0.3333,normal,False,0.17864476386036962,487
detections_pro-text-high-t0_run02,25,0.4976,0.4847,0.51,0.3541,0.3418,0.3658,0.8368,0.8236,0.8473,0.3704,0.3551,0.3839,0.9607,0.3333,normal,False,0.17864476386036962,487
detections_pro-text-high-t0_run02,30,0.5099,0.4968,0.5226,0.3628,0.3507,0.3751,0.8575,0.8434,0.8676,0.3704,0.3551,0.3839,0.9607,0.3333,normal,False,0.17864476386036962,487
detections_pro-text-high-t0_run02,35,0.514,0.501,0.527,0.3658,0.3538,0.3783,0.8644,0.8503,0.8743,0.3704,0.3551,0.3839,0.9607,0.3333,normal,False,0.17864476386036962,487
detections_pro-text-high-t0_run02,40,0.5181,0.5049,0.5309,0.3687,0.3564,0.3811,0.8713,0.8571,0.8812,0.3704,0.3551,0.3839,0.9607,0.3333,normal,False,0.17864476386036962,487
detections_pro-text-high-t0_run02,45,0.5181,0.5049,0.5309,0.3687,0.3564,0.3811,0.8713,0.8571,0.8812,0.3704,0.3551,0.3839,0.9607,0.3333,normal,False,0.17864476386036962,487
detections_pro-text-high-t0_run02,50,0.5195,0.5066,0.5322,0.3696,0.3575,0.3819,0.8736,0.8597,0.8833,0.3704,0.3551,0.3839,0.9607,0.3333,normal,False,0.17864476386036962,487
detections_pro-text-high-t0_run02,75,0.5249,0.5117,0.5381,0.3735,0.3613,0.3863,0.8828,0.8693,0.8924,0.3704,0.3551,0.3839,0.9607,0.3333,normal,False,0.17864476386036962,487
detections_pro-text-high-t0_run02,100,0.5263,0.5133,0.5398,0.3745,0.3622,0.3876,0.8851,0.8709,0.8947,0.3704,0.3551,0.3839,0.9607,0.3333,normal,False,0.17864476386036962,487
detections_pro-text-high-t0_run02,125,0.5277,0.5147,0.541,0.3755,0.3633,0.3885,0.8874,0.8735,0.8969,0.3704,0.3551,0.3839,0.9607,0.3333,normal,False,0.17864476386036962,487
detections_pro-text-high-t0_run02,150,0.5277,0.5147,0.541,0.3755,0.3633,0.3885,0.8874,0.8735,0.8969,0.3704,0.3551,0.3839,0.9607,0.3333,normal,False,0.17864476386036962,487
