rung,prob_t,min_votes,n_detections,tp,fp,fn,micro_f1_50,tile_mcc,tile_tp,tile_tn,tile_fp,tile_fn
IMG-ARM2-K5-replicate,0.0,1,9173,4895.0,4278.0,123.0,0.68987386371644,0.6242384834248695,2816,4158,854,713
IMG-ARM2-K5-replicate,0.0,2,7286,4879.0,2407.0,139.0,0.7930754226267881,0.673066204440738,2774,4420,592,755
IMG-ARM2-K5-replicate,0.0,3,6484,4863.0,1621.0,155.0,0.8455920709441836,0.6977039665174912,2746,4551,461,783
IMG-ARM2-K5-replicate,0.0,4,6031,4850.0,1181.0,168.0,0.8779075029414426,0.716650637451316,2725,4647,365,804
IMG-ARM2-K5-replicate,0.0,5,5593,4804.0,789.0,214.0,0.9054754500047121,0.735606571788445,2700,4743,269,829
IMG-ARM2-K5-replicate,0.01,1,8718,4887.0,3831.0,131.0,0.71156086196855,0.6431162584542595,2789,4274,738,740
IMG-ARM2-K5-replicate,0.01,2,7060,4872.0,2188.0,146.0,0.8067560854446101,0.687704889519084,2755,4501,511,774
IMG-ARM2-K5-replicate,0.01,3,6329,4855.0,1474.0,163.0,0.8557327928086719,0.7102440975201393,2731,4616,396,798
IMG-ARM2-K5-replicate,0.01,4,5928,4842.0,1086.0,176.0,0.8847067421889275,0.7263341575664432,2715,4694,318,814
IMG-ARM2-K5-replicate,0.01,5,5534,4795.0,739.0,223.0,0.9088324488248674,0.741972274666736,2692,4774,238,837
IMG-ARM2-K5-replicate,0.02,1,8275,4875.0,3400.0,143.0,0.7334687429474159,0.6689078200271895,2764,4413,599,765
IMG-ARM2-K5-replicate,0.02,2,6815,4859.0,1956.0,159.0,0.8212625707766417,0.7041932329479488,2735,4588,424,794
IMG-ARM2-K5-replicate,0.02,3,6191,4845.0,1346.0,173.0,0.8644838968685877,0.7216466623603317,2717,4674,338,812
IMG-ARM2-K5-replicate,0.02,4,5836,4833.0,1003.0,185.0,0.890547263681592,0.7343833719453196,2706,4733,279,823
IMG-ARM2-K5-replicate,0.02,5,5474,4787.0,687.0,231.0,0.9125047655356462,0.7471020429401958,2684,4800,212,845
IMG-ARM2-K5-replicate,0.05,1,8237,4874.0,3363.0,144.0,0.7354205960015089,0.6729282654461194,2764,4430,582,765
IMG-ARM2-K5-replicate,0.05,2,6787,4858.0,1929.0,160.0,0.8230410842863194,0.7071932986578987,2735,4600,412,794
IMG-ARM2-K5-replicate,0.05,3,6175,4844.0,1331.0,174.0,0.8655409631019387,0.7237078090613666,2717,4682,330,812
IMG-ARM2-K5-replicate,0.05,4,5824,4832.0,992.0,186.0,0.8913484596937835,0.7356993440176686,2706,4738,274,823
IMG-ARM2-K5-replicate,0.05,5,5466,4786.0,680.0,232.0,0.9130103014116749,0.747913523524427,2684,4803,209,845
IMG-ARM2-K5-replicate,0.08,1,7417,4841.0,2576.0,177.0,0.7786087655810213,0.7273391210431709,2705,4707,305,824
IMG-ARM2-K5-replicate,0.08,2,6318,4827.0,1491.0,191.0,0.851623147494707,0.7446160699395168,2693,4783,229,836
IMG-ARM2-K5-replicate,0.08,3,5841,4815.0,1026.0,203.0,0.8868219909752278,0.7517530927540896,2683,4818,194,846
IMG-ARM2-K5-replicate,0.08,4,5575,4804.0,771.0,214.0,0.9070140658925706,0.7569814188843956,2676,4843,169,853
IMG-ARM2-K5-replicate,0.08,5,5289,4763.0,526.0,255.0,0.9242262540021344,0.7619671207478318,2659,4875,137,870
IMG-ARM2-K5-replicate,0.1,1,7416,4841.0,2575.0,177.0,0.7786713849123371,0.7273391210431709,2705,4707,305,824
IMG-ARM2-K5-replicate,0.1,2,6318,4827.0,1491.0,191.0,0.851623147494707,0.7446160699395168,2693,4783,229,836
IMG-ARM2-K5-replicate,0.1,3,5841,4815.0,1026.0,203.0,0.8868219909752278,0.7517530927540896,2683,4818,194,846
IMG-ARM2-K5-replicate,0.1,4,5575,4804.0,771.0,214.0,0.9070140658925706,0.7569814188843956,2676,4843,169,853
IMG-ARM2-K5-replicate,0.1,5,5289,4763.0,526.0,255.0,0.9242262540021344,0.7619671207478318,2659,4875,137,870
IMG-ARM2-K5-replicate,0.15,1,7362,4834.0,2528.0,184.0,0.7809369951534734,0.7318631890832703,2702,4727,285,827
IMG-ARM2-K5-replicate,0.15,2,6286,4821.0,1465.0,197.0,0.8529723991507431,0.7463000139622002,2691,4791,221,838
IMG-ARM2-K5-replicate,0.15,3,5815,4810.0,1005.0,208.0,0.888027323917659,0.7529266106088587,2681,4824,188,848
IMG-ARM2-K5-replicate,0.15,4,5554,4798.0,756.0,220.0,0.9076806659099509,0.7576239382774523,2674,4847,165,855
IMG-ARM2-K5-replicate,0.15,5,5272,4757.0,515.0,261.0,0.9245869776482021,0.7626308919280822,2657,4879,133,872
IMG-ARM2-K5-replicate,0.2,1,7285,4828.0,2457.0,190.0,0.784849223766561,0.7354895382123748,2695,4747,265,834
IMG-ARM2-K5-replicate,0.2,2,6237,4816.0,1421.0,202.0,0.8557974233673923,0.7484159306619922,2685,4804,208,844
IMG-ARM2-K5-replicate,0.2,3,5780,4805.0,975.0,213.0,0.8899796258566401,0.7539621208630001,2676,4832,180,853
IMG-ARM2-K5-replicate,0.2,4,5530,4793.0,737.0,225.0,0.9087978763746681,0.7586401870883002,2670,4854,158,859
IMG-ARM2-K5-replicate,0.2,5,5256,4753.0,503.0,265.0,0.9252481993381351,0.7630704657310393,2654,4883,129,875
IMG-ARM2-K5-replicate,0.25,1,7279,4827.0,2452.0,191.0,0.7850695291534521,0.7350198348680953,2693,4747,265,836
IMG-ARM2-K5-replicate,0.25,2,6234,4815.0,1419.0,203.0,0.8558478492712407,0.7481842103693904,2684,4804,208,845
IMG-ARM2-K5-replicate,0.25,3,5777,4804.0,973.0,214.0,0.890041685965725,0.7537320543038751,2675,4832,180,854
IMG-ARM2-K5-replicate,0.25,4,5527,4792.0,735.0,226.0,0.9088667614983406,0.7584114388423969,2669,4854,158,860
IMG-ARM2-K5-replicate,0.25,5,5253,4752.0,501.0,266.0,0.9253237269983449,0.7628435991640868,2653,4883,129,876
IMG-ARM2-K5-replicate,0.3,1,7268,4826.0,2442.0,192.0,0.7856096369851864,0.7355802685535016,2692,4750,262,837
