threshold,n_accepted,precision,recall,f1,f1_ci_lower,f1_ci_upper,p_ci_lower,p_ci_upper,r_ci_lower,r_ci_upper
0.0,3736,0.1097,0.9425,0.1966,0.1636,0.2308,0.0898,0.1314,0.9172,0.9642
0.05,2061,0.1989,0.9425,0.3285,0.2802,0.3766,0.1644,0.2349,0.9172,0.9642
0.1,1522,0.2687,0.9402,0.418,0.3651,0.4681,0.2268,0.3108,0.9153,0.9617
0.15,1262,0.3241,0.9402,0.482,0.43,0.5315,0.2788,0.3696,0.9153,0.9617
0.2,1245,0.3285,0.9402,0.4869,0.4344,0.5367,0.2828,0.3742,0.9153,0.9617
0.25,1218,0.3358,0.9402,0.4949,0.4423,0.5458,0.2891,0.3828,0.9153,0.9617
0.3,1217,0.3361,0.9402,0.4952,0.4429,0.5458,0.2896,0.3831,0.9153,0.9617
0.35,1208,0.3386,0.9402,0.4979,0.4454,0.5481,0.2918,0.3855,0.9153,0.9617
0.4,1207,0.3389,0.9402,0.4982,0.4461,0.5482,0.2923,0.3858,0.9153,0.9617
0.45,1199,0.3411,0.9402,0.5006,0.4496,0.5501,0.2949,0.3882,0.9153,0.9617
0.5,1199,0.3411,0.9402,0.5006,0.4496,0.5501,0.2949,0.3882,0.9153,0.9617
0.55,1199,0.3411,0.9402,0.5006,0.4496,0.5501,0.2949,0.3882,0.9153,0.9617
0.6,1199,0.3411,0.9402,0.5006,0.4496,0.5501,0.2949,0.3882,0.9153,0.9617
0.65,1199,0.3411,0.9402,0.5006,0.4496,0.5501,0.2949,0.3882,0.9153,0.9617
0.7,1199,0.3411,0.9402,0.5006,0.4496,0.5501,0.2949,0.3882,0.9153,0.9617
0.75,1189,0.3431,0.9379,0.5025,0.4509,0.5525,0.2968,0.3898,0.9128,0.9602
0.8,1187,0.3437,0.9379,0.5031,0.4522,0.5531,0.2978,0.3903,0.9128,0.9602
0.85,1175,0.3447,0.931,0.5031,0.4523,0.5518,0.2987,0.3908,0.9059,0.9543
0.9,1158,0.3497,0.931,0.5085,0.4582,0.5569,0.3035,0.3961,0.9059,0.9543
0.95,1120,0.3616,0.931,0.5209,0.4717,0.5678,0.3156,0.408,0.9059,0.9543
1.0,117,0.5641,0.1517,0.2391,0.1831,0.2903,0.4393,0.6932,0.1121,0.1878
