threshold,n_accepted,precision,recall,f1,f1_ci_lower,f1_ci_upper,p_ci_lower,p_ci_upper,r_ci_lower,r_ci_upper
0.0,571,0.366,0.4805,0.4155,0.3396,0.483,0.286,0.4493,0.3971,0.5558
0.05,393,0.5318,0.4805,0.5048,0.4275,0.5704,0.4397,0.6159,0.3983,0.5548
0.1,309,0.6699,0.4759,0.5565,0.4751,0.6211,0.5868,0.7448,0.3917,0.5511
0.15,246,0.8293,0.469,0.5991,0.5194,0.6639,0.7614,0.8862,0.3855,0.5437
0.2,245,0.8286,0.4667,0.5971,0.5165,0.6616,0.7608,0.886,0.3848,0.5404
0.25,227,0.837,0.4368,0.574,0.4981,0.6348,0.7703,0.8927,0.3582,0.5052
0.3,227,0.837,0.4368,0.574,0.4981,0.6348,0.7703,0.8927,0.3582,0.5052
0.35,227,0.837,0.4368,0.574,0.4981,0.6348,0.7703,0.8927,0.3582,0.5052
0.4,227,0.837,0.4368,0.574,0.4981,0.6348,0.7703,0.8927,0.3582,0.5052
0.45,223,0.843,0.4322,0.5714,0.4935,0.6332,0.7733,0.9017,0.3532,0.5
0.5,223,0.843,0.4322,0.5714,0.4935,0.6332,0.7733,0.9017,0.3532,0.5
0.55,223,0.843,0.4322,0.5714,0.4935,0.6332,0.7733,0.9017,0.3532,0.5
0.6,223,0.843,0.4322,0.5714,0.4935,0.6332,0.7733,0.9017,0.3532,0.5
0.65,222,0.8468,0.4322,0.5723,0.4935,0.6336,0.7757,0.9056,0.3532,0.5
0.7,221,0.8507,0.4322,0.5732,0.495,0.6339,0.7793,0.9087,0.3532,0.5
0.75,219,0.8493,0.4276,0.5688,0.489,0.63,0.7772,0.9086,0.348,0.4975
0.8,217,0.8479,0.423,0.5644,0.4859,0.6273,0.7762,0.9075,0.3451,0.4926
0.85,217,0.8479,0.423,0.5644,0.4859,0.6273,0.7762,0.9075,0.3451,0.4926
0.9,189,0.836,0.3632,0.5064,0.4367,0.5687,0.7611,0.9031,0.2991,0.4237
0.95,188,0.8351,0.3609,0.504,0.4331,0.5654,0.7566,0.9026,0.2965,0.4221
1.0,132,0.8333,0.2529,0.388,0.3203,0.4507,0.7407,0.9145,0.2004,0.3068
