threshold,n_accepted,precision,recall,f1,f1_ci_lower,f1_ci_upper,p_ci_lower,p_ci_upper,r_ci_lower,r_ci_upper
0.0,282,0.8369,0.5425,0.6583,0.6087,0.7067,0.785,0.8836,0.4841,0.6005
0.05,273,0.8608,0.5402,0.6638,0.6136,0.7123,0.8118,0.9054,0.4804,0.5991
0.1,269,0.8699,0.5379,0.6648,0.6143,0.7112,0.8231,0.9134,0.4796,0.5955
0.15,260,0.8846,0.5287,0.6619,0.6096,0.71,0.8394,0.9259,0.4691,0.5861
0.2,259,0.8842,0.5264,0.6599,0.6064,0.7092,0.8392,0.9257,0.4673,0.5839
0.25,247,0.8826,0.5011,0.6393,0.5892,0.687,0.8387,0.9244,0.445,0.5564
0.3,247,0.8826,0.5011,0.6393,0.5892,0.687,0.8387,0.9244,0.445,0.5564
0.35,245,0.8816,0.4966,0.6353,0.5846,0.6832,0.8374,0.9238,0.4414,0.5517
0.4,245,0.8816,0.4966,0.6353,0.5846,0.6832,0.8374,0.9238,0.4414,0.5517
0.45,236,0.8898,0.4828,0.6259,0.5732,0.6778,0.8434,0.9283,0.4252,0.5401
0.5,236,0.8898,0.4828,0.6259,0.5732,0.6778,0.8434,0.9283,0.4252,0.5401
0.55,236,0.8898,0.4828,0.6259,0.5732,0.6778,0.8434,0.9283,0.4252,0.5401
0.6,236,0.8898,0.4828,0.6259,0.5732,0.6778,0.8434,0.9283,0.4252,0.5401
0.65,236,0.8898,0.4828,0.6259,0.5732,0.6778,0.8434,0.9283,0.4252,0.5401
0.7,236,0.8898,0.4828,0.6259,0.5732,0.6778,0.8434,0.9283,0.4252,0.5401
0.75,235,0.8894,0.4805,0.6239,0.57,0.6762,0.8423,0.928,0.4235,0.5387
0.8,229,0.8865,0.4667,0.6114,0.5572,0.6648,0.8373,0.9265,0.4118,0.5249
0.85,228,0.886,0.4644,0.6094,0.5557,0.6613,0.8372,0.9261,0.4106,0.5226
0.9,204,0.8824,0.4138,0.5634,0.5109,0.6165,0.8341,0.9246,0.3648,0.4695
0.95,203,0.8818,0.4115,0.5611,0.5097,0.614,0.8325,0.9246,0.3612,0.467
1.0,146,0.8836,0.2966,0.4441,0.386,0.5036,0.8235,0.9338,0.2494,0.3475
