threshold,n_accepted,precision,recall,f1,f1_ci_lower,f1_ci_upper,p_ci_lower,p_ci_upper,r_ci_lower,r_ci_upper
0.0,390,0.8538,0.7655,0.8073,0.7677,0.8421,0.8059,0.8918,0.7167,0.8128
0.05,373,0.8928,0.7655,0.8243,0.7865,0.8589,0.8505,0.9278,0.7167,0.8128
0.1,364,0.9121,0.7632,0.831,0.7925,0.865,0.873,0.9428,0.7128,0.8119
0.15,341,0.956,0.7494,0.8402,0.8044,0.8728,0.9264,0.977,0.6982,0.7983
0.2,338,0.9615,0.7471,0.8409,0.8055,0.8738,0.9348,0.982,0.6968,0.7958
0.25,323,0.969,0.7195,0.8259,0.7884,0.8605,0.9464,0.9865,0.6667,0.7717
0.3,323,0.969,0.7195,0.8259,0.7884,0.8605,0.9464,0.9865,0.6667,0.7717
0.35,323,0.969,0.7195,0.8259,0.7884,0.8605,0.9464,0.9865,0.6667,0.7717
0.4,322,0.9689,0.7172,0.8243,0.7864,0.8579,0.9462,0.9864,0.6643,0.7683
0.45,312,0.9712,0.6966,0.8112,0.7741,0.8455,0.9497,0.9877,0.6455,0.7473
0.5,312,0.9712,0.6966,0.8112,0.7741,0.8455,0.9497,0.9877,0.6455,0.7473
0.55,312,0.9712,0.6966,0.8112,0.7741,0.8455,0.9497,0.9877,0.6455,0.7473
0.6,312,0.9712,0.6966,0.8112,0.7741,0.8455,0.9497,0.9877,0.6455,0.7473
0.65,312,0.9712,0.6966,0.8112,0.7741,0.8455,0.9497,0.9877,0.6455,0.7473
0.7,312,0.9712,0.6966,0.8112,0.7741,0.8455,0.9497,0.9877,0.6455,0.7473
0.75,309,0.9709,0.6897,0.8065,0.7697,0.8417,0.9493,0.9876,0.6389,0.7404
0.8,302,0.9702,0.6736,0.7951,0.7592,0.8301,0.9481,0.9873,0.6237,0.7231
0.85,302,0.9702,0.6736,0.7951,0.7592,0.8301,0.9481,0.9873,0.6237,0.7231
0.9,267,0.97,0.5954,0.7379,0.6944,0.7779,0.9469,0.9884,0.5424,0.6492
0.95,265,0.9698,0.5908,0.7343,0.6911,0.7752,0.9467,0.9883,0.5386,0.6449
1.0,172,0.9709,0.3839,0.5502,0.501,0.5986,0.9433,0.9943,0.3377,0.4319
