threshold,n_accepted,precision,recall,f1,f1_ci_lower,f1_ci_upper,p_ci_lower,p_ci_upper,r_ci_lower,r_ci_upper
0.0,3736,0.1097,0.9425,0.1966,0.1636,0.2308,0.0898,0.1314,0.9172,0.9642
0.05,658,0.6109,0.9241,0.7356,0.6941,0.7747,0.5611,0.6643,0.8955,0.949
0.1,658,0.6109,0.9241,0.7356,0.6941,0.7747,0.5611,0.6643,0.8955,0.949
0.15,640,0.6281,0.9241,0.7479,0.708,0.7862,0.5778,0.6801,0.8955,0.949
0.2,640,0.6281,0.9241,0.7479,0.708,0.7862,0.5778,0.6801,0.8955,0.949
0.25,639,0.6291,0.9241,0.7486,0.7085,0.7863,0.5792,0.6804,0.8955,0.949
0.3,639,0.6291,0.9241,0.7486,0.7085,0.7863,0.5792,0.6804,0.8955,0.949
0.35,639,0.6291,0.9241,0.7486,0.7085,0.7863,0.5792,0.6804,0.8955,0.949
0.4,639,0.6291,0.9241,0.7486,0.7085,0.7863,0.5792,0.6804,0.8955,0.949
0.45,638,0.6301,0.9241,0.7493,0.7096,0.7868,0.5813,0.6814,0.8955,0.949
0.5,638,0.6301,0.9241,0.7493,0.7096,0.7868,0.5813,0.6814,0.8955,0.949
0.55,638,0.6301,0.9241,0.7493,0.7096,0.7868,0.5813,0.6814,0.8955,0.949
0.6,638,0.6301,0.9241,0.7493,0.7096,0.7868,0.5813,0.6814,0.8955,0.949
0.65,638,0.6301,0.9241,0.7493,0.7096,0.7868,0.5813,0.6814,0.8955,0.949
0.7,638,0.6301,0.9241,0.7493,0.7096,0.7868,0.5813,0.6814,0.8955,0.949
0.75,638,0.6301,0.9241,0.7493,0.7096,0.7868,0.5813,0.6814,0.8955,0.949
0.8,638,0.6301,0.9241,0.7493,0.7096,0.7868,0.5813,0.6814,0.8955,0.949
0.85,636,0.6321,0.9241,0.7507,0.7119,0.7884,0.5832,0.683,0.8955,0.949
0.9,636,0.6321,0.9241,0.7507,0.7119,0.7884,0.5832,0.683,0.8955,0.949
0.95,615,0.639,0.9034,0.7486,0.7111,0.7849,0.5893,0.6904,0.8753,0.9308
1.0,50,0.56,0.0644,0.1155,0.0746,0.1572,0.3921,0.7119,0.0406,0.0896
