label,buffer_metres,f1,f1_ci_lower,f1_ci_upper,precision,p_ci_lower,p_ci_upper,recall,r_ci_lower,r_ci_upper,coverage_status,ci_unreliable,ci_zero_fraction,ci_n_tiles,coverage_source,n_unprocessed_tiles
canonical-wbf,20,0.2946,0.2484,0.3432,0.2022,0.165,0.244,0.5425,0.4702,0.6082,normal,False,0.2587268993839836,487,zero_fraction_heuristic,
canonical-wbf,30,0.3421,0.2915,0.3926,0.2348,0.1931,0.279,0.6299,0.555,0.6954,normal,False,0.26078028747433263,487,zero_fraction_heuristic,
canonical-wbf,40,0.3571,0.305,0.4093,0.2451,0.2016,0.2913,0.6575,0.5813,0.7218,normal,False,0.26078028747433263,487,zero_fraction_heuristic,
canonical-wbf,50,0.367,0.3139,0.4198,0.2519,0.2075,0.2988,0.6759,0.5991,0.7397,normal,False,0.26283367556468173,487,zero_fraction_heuristic,
