buffer_band,n,mean_ds_posterior,sd,ci_lo,ci_hi
50.0,270,0.2914157274285069,0.0,0.2914157274285069,0.2914157274285069
75.0,19,0.29141572742850685,5.703228632848239e-17,0.29141572742850685,0.29141572742850685
100.0,19,0.29141572742850685,5.703228632848239e-17,0.29141572742850685,0.29141572742850685
125.0,11,0.2914157274285069,0.0,0.2914157274285069,0.2914157274285069
150.0,5,0.2914157274285069,0.0,0.2914157274285069,0.2914157274285069
200.0,32,0.2914157274285069,0.0,0.2914157274285069,0.2914157274285069
