rung,prob_t,min_votes,n_detections,tp,fp,fn,micro_f1_50,tile_mcc,tile_tp,tile_tn,tile_fp,tile_fn
G3IMG-ARM2-K3-inherited,0.0,1,36308,4816.0,31492.0,202.0,0.2330736098340028,0.08015818350695221,3237,673,4339,292
G3IMG-ARM2-K3-inherited,0.0,2,18697,4753.0,13944.0,265.0,0.40084334809192496,0.13670614910860324,3139,1079,3933,390
G3IMG-ARM2-K3-inherited,0.0,3,12233,4508.0,7725.0,510.0,0.5226363689061504,0.21626569183759695,2985,1748,3264,544
G3IMG-ARM2-K3-inherited,0.01,1,28470,4811.0,23659.0,207.0,0.28732680363115143,0.1365327111821037,3161,1038,3974,368
G3IMG-ARM2-K3-inherited,0.01,2,15699,4748.0,10951.0,270.0,0.45836752425544236,0.21860445900892797,3053,1636,3376,476
G3IMG-ARM2-K3-inherited,0.01,3,10582,4504.0,6078.0,514.0,0.5774358974358975,0.2985201687982291,2910,2323,2689,619
G3IMG-ARM2-K3-inherited,0.02,1,20571,4803.0,15768.0,215.0,0.3753956778303177,0.2961210206683707,3019,2115,2897,510
G3IMG-ARM2-K3-inherited,0.02,2,12558,4740.0,7818.0,278.0,0.5393718707328176,0.3616584473520406,2932,2633,2379,597
G3IMG-ARM2-K3-inherited,0.02,3,8825,4498.0,4327.0,520.0,0.6498591345806546,0.42248414980419396,2829,3133,1879,700
G3IMG-ARM2-K3-inherited,0.05,1,20221,4800.0,15421.0,218.0,0.380363722809937,0.3074384436546252,3016,2183,2829,513
G3IMG-ARM2-K3-inherited,0.05,2,12394,4737.0,7657.0,281.0,0.5441075120606478,0.3739276680271603,2929,2706,2306,600
G3IMG-ARM2-K3-inherited,0.05,3,8728,4495.0,4233.0,523.0,0.6540084388185654,0.4306086223735074,2824,3184,1828,705
G3IMG-ARM2-K3-inherited,0.08,1,13432,4771.0,8661.0,247.0,0.5171815718157182,0.631280086096838,2798,4211,801,731
G3IMG-ARM2-K3-inherited,0.08,2,8714,4714.0,4000.0,304.0,0.6865715117972618,0.6661365710175086,2752,4414,598,777
G3IMG-ARM2-K3-inherited,0.08,3,6269,4476.0,1793.0,542.0,0.7931248338796846,0.6871441179280965,2672,4581,431,857
G3IMG-ARM2-K3-inherited,0.1,1,13431,4771.0,8660.0,247.0,0.5172096048566317,0.6315029115801796,2798,4212,800,731
G3IMG-ARM2-K3-inherited,0.1,2,8713,4714.0,3999.0,304.0,0.6866215133639211,0.6663730849284999,2752,4415,597,777
G3IMG-ARM2-K3-inherited,0.1,3,6268,4476.0,1792.0,542.0,0.7931951089845827,0.6873959725131248,2672,4582,430,857
G3IMG-ARM2-K3-inherited,0.15,1,13182,4767.0,8415.0,251.0,0.5238461538461537,0.6480870723072221,2788,4297,715,741
G3IMG-ARM2-K3-inherited,0.15,2,8589,4710.0,3879.0,308.0,0.6922907327111045,0.6791766565883602,2743,4478,534,786
G3IMG-ARM2-K3-inherited,0.15,3,6181,4471.0,1710.0,547.0,0.798464148584695,0.6976568276131602,2664,4630,382,865
G3IMG-ARM2-K3-inherited,0.2,1,12871,4765.0,8106.0,253.0,0.5327296103750908,0.6689129017757383,2779,4397,615,750
G3IMG-ARM2-K3-inherited,0.2,2,8430,4708.0,3722.0,310.0,0.7001784651992861,0.6935347554188013,2734,4546,466,795
G3IMG-ARM2-K3-inherited,0.2,3,6087,4468.0,1619.0,550.0,0.804682575416479,0.7076241249925872,2656,4676,336,873
G3IMG-ARM2-K3-inherited,0.25,1,12835,4764.0,8071.0,254.0,0.5336918165014283,0.6707732160166643,2778,4406,606,751
G3IMG-ARM2-K3-inherited,0.25,2,8413,4707.0,3706.0,311.0,0.7009157918248827,0.6945231322309607,2733,4551,461,796
G3IMG-ARM2-K3-inherited,0.25,3,6079,4468.0,1611.0,550.0,0.8052626836081823,0.7089273494065136,2656,4681,331,873
G3IMG-ARM2-K3-inherited,0.3,1,12804,4762.0,8042.0,256.0,0.5343956907193357,0.67260920921169,2775,4417,595,754
G3IMG-ARM2-K3-inherited,0.3,2,8394,4705.0,3689.0,313.0,0.7016104980614375,0.6962627044814798,2730,4561,451,799
G3IMG-ARM2-K3-inherited,0.3,3,6070,4467.0,1603.0,551.0,0.8057359307359306,0.7097577818266767,2654,4686,326,875
G3IMG-ARM2-K3-inherited,0.35,1,12798,4762.0,8036.0,256.0,0.5345756623259991,0.6728450087779114,2775,4418,594,754
G3IMG-ARM2-K3-inherited,0.35,2,8393,4705.0,3688.0,313.0,0.7016628141078219,0.6962627044814798,2730,4561,451,799
G3IMG-ARM2-K3-inherited,0.35,3,6069,4467.0,1602.0,551.0,0.8058086046721386,0.7097577818266767,2654,4686,326,875
G3IMG-ARM2-K3-inherited,0.4,1,12756,4762.0,7994.0,256.0,0.5358388657589738,0.6749291205299099,2772,4430,582,757
G3IMG-ARM2-K3-inherited,0.4,2,8371,4704.0,3667.0,314.0,0.7026663679139593,0.6994945075013976,2729,4575,437,800
G3IMG-ARM2-K3-inherited,0.4,3,6056,4466.0,1590.0,552.0,0.8065739570164349,0.7123761741895569,2654,4696,316,875
G3IMG-ARM2-K3-inherited,0.45,1,12741,4762.0,7979.0,256.0,0.5362914578523565,0.6758765818353337,2772,4434,578,757
G3IMG-ARM2-K3-inherited,0.45,2,8364,4704.0,3660.0,314.0,0.7030339261694813,0.6997488883148967,2728,4577,435,801
G3IMG-ARM2-K3-inherited,0.45,3,6051,4466.0,1585.0,552.0,0.8069382961423797,0.7129009141979323,2654,4698,314,875
G3IMG-ARM2-K3-inherited,0.55,1,12715,4762.0,7953.0,256.0,0.5370777646196357,0.6782498529890674,2772,4444,568,757
G3IMG-ARM2-K3-inherited,0.55,2,8350,4704.0,3646.0,314.0,0.7037701974865351,0.7012443244950984,2728,4583,429,801
G3IMG-ARM2-K3-inherited,0.55,3,6044,4466.0,1578.0,552.0,0.8074489242451637,0.7139514611567664,2654,4702,310,875
G3IMG-ARM2-K3-inherited,0.65,1,12713,4762.0,7951.0,256.0,0.5371383452709944,0.6782498529890674,2772,4444,568,757
G3IMG-ARM2-K3-inherited,0.65,2,8349,4704.0,3645.0,314.0,0.7038228473105408,0.7012443244950984,2728,4583,429,801
G3IMG-ARM2-K3-inherited,0.65,3,6044,4466.0,1578.0,552.0,0.8074489242451637,0.7139514611567664,2654,4702,310,875
G3IMG-ARM2-K3-inherited,0.7,1,12706,4762.0,7944.0,256.0,0.5373504852177837,0.6789631273847837,2772,4447,565,757
G3IMG-ARM2-K3-inherited,0.7,2,8344,4704.0,3640.0,314.0,0.704086214638527,0.7024926368311792,2728,4588,424,801
G3IMG-ARM2-K3-inherited,0.7,3,6041,4466.0,1575.0,552.0,0.8076679627452753,0.7147403076248412,2654,4705,307,875
G3IMG-ARM2-K3-inherited,0.75,1,12703,4762.0,7941.0,256.0,0.537441453642571,0.6794389767079455,2772,4449,563,757
G3IMG-ARM2-K3-inherited,0.75,2,8342,4704.0,3638.0,314.0,0.704191616766467,0.702992502420321,2728,4590,422,801
G3IMG-ARM2-K3-inherited,0.75,3,6039,4466.0,1573.0,552.0,0.8078140544451478,0.7152666523804965,2654,4707,305,875
G3IMG-ARM2-K3-inherited,0.78,1,12673,4762.0,7911.0,256.0,0.5383528347747443,0.6806189797911868,2771,4455,557,758
G3IMG-ARM2-K3-inherited,0.78,2,8327,4704.0,3623.0,314.0,0.7049831397527164,0.7047609586466389,2726,4599,413,803
G3IMG-ARM2-K3-inherited,0.78,3,6032,4466.0,1566.0,552.0,0.8083257918552036,0.7153206985663376,2652,4709,303,877
G3IMG-ARM2-K3-inherited,0.8,1,12672,4762.0,7910.0,256.0,0.5383832673827021,0.6806189797911868,2771,4455,557,758
G3IMG-ARM2-K3-inherited,0.8,2,8326,4704.0,3622.0,314.0,0.7050359712230215,0.7047609586466389,2726,4599,413,803
G3IMG-ARM2-K3-inherited,0.8,3,6032,4466.0,1566.0,552.0,0.8083257918552036,0.7153206985663376,2652,4709,303,877
G3IMG-ARM2-K3-inherited,0.82,1,12669,4762.0,7907.0,256.0,0.5384745858540171,0.681095981459451,2771,4457,555,758
G3IMG-ARM2-K3-inherited,0.82,2,8325,4704.0,3621.0,314.0,0.7050888106123061,0.7050117984270198,2726,4600,412,803
G3IMG-ARM2-K3-inherited,0.82,3,6032,4466.0,1566.0,552.0,0.8083257918552036,0.7153206985663376,2652,4709,303,877
G3IMG-ARM2-K3-inherited,0.85,1,12668,4762.0,7906.0,256.0,0.5385050322288817,0.6813345831660116,2771,4458,554,758
G3IMG-ARM2-K3-inherited,0.85,2,8325,4704.0,3621.0,314.0,0.7050888106123061,0.7050117984270198,2726,4600,412,803
G3IMG-ARM2-K3-inherited,0.85,3,6032,4466.0,1566.0,552.0,0.8083257918552036,0.7153206985663376,2652,4709,303,877
G3IMG-ARM2-K3-inherited,0.88,1,12470,4756.0,7714.0,262.0,0.5439158279963404,0.6964751581021628,2758,4534,478,771
G3IMG-ARM2-K3-inherited,0.88,2,8203,4697.0,3506.0,321.0,0.710536268058392,0.7158143590714645,2713,4655,357,816
G3IMG-ARM2-K3-inherited,0.88,3,5958,4458.0,1500.0,560.0,0.8123177842565599,0.7235594742886895,2643,4748,264,886
G3IMG-ARM2-K3-inherited,0.9,1,12378,4754.0,7624.0,264.0,0.546562428144401,0.703863649280755,2751,4571,441,778
G3IMG-ARM2-K3-inherited,0.9,2,8144,4696.0,3448.0,322.0,0.7135693663576963,0.7216035837625774,2706,4684,328,823
G3IMG-ARM2-K3-inherited,0.9,3,5917,4456.0,1461.0,562.0,0.8149977137631459,0.728070786715421,2637,4770,242,892
G3IMG-ARM2-K3-inherited,0.92,1,12360,4753.0,7607.0,265.0,0.5470134653009553,0.705846333384326,2751,4579,433,778
G3IMG-ARM2-K3-inherited,0.92,2,8133,4695.0,3438.0,323.0,0.7140141434111474,0.7234164869143723,2706,4691,321,823
G3IMG-ARM2-K3-inherited,0.92,3,5909,4455.0,1454.0,563.0,0.8154113663402581,0.7296924208501069,2637,4776,236,892
G3IMG-ARM2-K3-inherited,0.95,1,12295,4750.0,7545.0,268.0,0.5487206145670883,0.7108614858040769,2746,4604,408,783
G3IMG-ARM2-K3-inherited,0.95,2,8093,4689.0,3404.0,329.0,0.7152772481122722,0.725158406418346,2698,4705,307,831
G3IMG-ARM2-K3-inherited,0.95,3,5879,4449.0,1430.0,569.0,0.8165550151417822,0.7310499474870695,2630,4787,225,899
G3IMG-ARM2-K3-inherited,0.96,1,10666,4550.0,6116.0,468.0,0.580209130323897,0.7726057101682252,2610,4951,61,919
G3IMG-ARM2-K3-inherited,0.96,2,7118,4474.0,2644.0,544.0,0.7373104812129202,0.7663739320230576,2566,4963,49,963
G3IMG-ARM2-K3-inherited,0.96,3,5275,4252.0,1023.0,766.0,0.8261925580491596,0.7568770732576215,2508,4974,38,1021
G3IMG-ARM2-K3-inherited,0.98,1,10658,4547.0,6111.0,471.0,0.5801224802245472,0.7727433924700182,2608,4953,59,921
G3IMG-ARM2-K3-inherited,0.98,2,7113,4472.0,2641.0,546.0,0.7372846426510593,0.7667435119241756,2565,4965,47,964
G3IMG-ARM2-K3-inherited,0.98,3,5271,4250.0,1021.0,768.0,0.826124987851103,0.7569579814920224,2507,4975,37,1022
G3IMG-ARM2-K3-inherited,0.99,1,2991,1781.0,1210.0,3237.0,0.4447496566362842,0.5133283245453718,1346,5007,5,2183
G3IMG-ARM2-K3-inherited,0.99,2,2033,1572.0,461.0,3446.0,0.4458941994043397,0.4806943025543791,1199,5010,2,2330
G3IMG-ARM2-K3-inherited,0.99,3,1549,1372.0,177.0,3646.0,0.41784680980660877,0.4514993347831127,1076,5010,2,2453
G3IMG-ARM2-K3-inherited,1.0,1,936,630.0,306.0,4388.0,0.21162243869667452,0.32275932020299597,588,5010,2,2941
G3IMG-ARM2-K3-inherited,1.0,2,654,535.0,119.0,4483.0,0.18864598025387871,0.2958436585853804,498,5011,1,3031
G3IMG-ARM2-K3-inherited,1.0,3,508,453.0,55.0,4565.0,0.16395222584147667,0.2712787997221464,423,5011,1,3106
