rung,prob_t,min_votes,n_detections,tp,fp,fn,micro_f1_50,tile_mcc,tile_tp,tile_tn,tile_fp,tile_fn
G3IMG-ARM1-K1-inherited,0.0,1,22219,4744.0,17475.0,274.0,0.3483496714028711,0.10660710710139258,3180,876,4136,349
G3IMG-ARM1-K1-inherited,0.05,1,17531,4713.0,12818.0,305.0,0.41802297219388884,0.21103430255125138,3075,1556,3456,454
G3IMG-ARM1-K1-inherited,0.1,1,11466,4645.0,6821.0,373.0,0.5635768017471487,0.4646528806786268,2843,3335,1677,686
G3IMG-ARM1-K1-inherited,0.15,1,8317,4484.0,3833.0,534.0,0.6725159355080614,0.7111660209523549,2640,4704,308,889
G3IMG-ARM1-K1-inherited,0.2,1,7995,4420.0,3575.0,598.0,0.6793206793206794,0.7269366463208732,2604,4794,218,925
G3IMG-ARM1-K1-inherited,0.25,1,7293,4188.0,3105.0,830.0,0.6803671513280807,0.7423892494562845,2528,4910,102,1001
G3IMG-ARM1-K1-inherited,0.3,1,7292,4187.0,3105.0,831.0,0.680259951259139,0.742165341703947,2527,4910,102,1002
G3IMG-ARM1-K1-inherited,0.35,1,7248,4171.0,3077.0,847.0,0.6800913093102887,0.7410951135422393,2517,4914,98,1012
G3IMG-ARM1-K1-inherited,0.4,1,7237,4167.0,3070.0,851.0,0.6800489596083231,0.742111781648452,2515,4919,93,1014
G3IMG-ARM1-K1-inherited,0.5,1,6998,4072.0,2926.0,946.0,0.677762982689747,0.7383851709492462,2473,4938,74,1056
G3IMG-ARM1-K1-inherited,0.65,1,6997,4071.0,2926.0,947.0,0.6776529338327092,0.7383851709492462,2473,4938,74,1056
G3IMG-ARM1-K1-inherited,0.7,1,6980,4064.0,2916.0,954.0,0.6774462410401734,0.7385386400169388,2471,4940,72,1058
G3IMG-ARM1-K1-inherited,0.75,1,6965,4056.0,2909.0,962.0,0.6769590252858216,0.7380956589984465,2469,4940,72,1060
G3IMG-ARM1-K1-inherited,0.8,1,6791,3993.0,2798.0,1025.0,0.6762638665424675,0.7331000918143527,2441,4944,68,1088
G3IMG-ARM1-K1-inherited,0.85,1,6788,3993.0,2795.0,1025.0,0.6764357106555989,0.733702391110691,2441,4946,66,1088
G3IMG-ARM1-K1-inherited,0.9,1,6202,3731.0,2471.0,1287.0,0.6650623885918003,0.7176528521395705,2343,4964,48,1186
G3IMG-ARM1-K1-inherited,0.95,1,6196,3730.0,2466.0,1288.0,0.6652398787230247,0.717744496222983,2342,4965,47,1187
G3IMG-ARM1-K1-inherited,0.98,1,4454,2781.0,1673.0,2237.0,0.5872043918918918,0.6294776568766391,1904,4987,25,1625
G3IMG-ARM1-K1-inherited,1.0,1,4449,2778.0,1671.0,2240.0,0.5868807436357875,0.6286050500578718,1900,4987,25,1629
