threshold,n_accepted,precision,recall,f1,f1_ci_lower,f1_ci_upper,p_ci_lower,p_ci_upper,r_ci_lower,r_ci_upper
0.0,430,0.7674,0.7586,0.763,0.7127,0.8061,0.7157,0.8161,0.6934,0.8197
0.05,400,0.8175,0.7517,0.7832,0.736,0.8246,0.77,0.8624,0.6869,0.813
0.1,400,0.8175,0.7517,0.7832,0.736,0.8246,0.77,0.8624,0.6869,0.813
0.15,399,0.8195,0.7517,0.7842,0.7366,0.8255,0.7721,0.8637,0.6869,0.813
0.2,399,0.8195,0.7517,0.7842,0.7366,0.8255,0.7721,0.8637,0.6869,0.813
0.25,397,0.8186,0.7471,0.7812,0.7335,0.8225,0.7716,0.8632,0.6831,0.8091
0.3,397,0.8186,0.7471,0.7812,0.7335,0.8225,0.7716,0.8632,0.6831,0.8091
0.35,397,0.8186,0.7471,0.7812,0.7335,0.8225,0.7716,0.8632,0.6831,0.8091
0.4,397,0.8186,0.7471,0.7812,0.7335,0.8225,0.7716,0.8632,0.6831,0.8091
0.45,397,0.8186,0.7471,0.7812,0.7335,0.8225,0.7716,0.8632,0.6831,0.8091
0.5,397,0.8186,0.7471,0.7812,0.7335,0.8225,0.7716,0.8632,0.6831,0.8091
0.55,397,0.8186,0.7471,0.7812,0.7335,0.8225,0.7716,0.8632,0.6831,0.8091
0.6,397,0.8186,0.7471,0.7812,0.7335,0.8225,0.7716,0.8632,0.6831,0.8091
0.65,397,0.8186,0.7471,0.7812,0.7335,0.8225,0.7716,0.8632,0.6831,0.8091
0.7,397,0.8186,0.7471,0.7812,0.7335,0.8225,0.7716,0.8632,0.6831,0.8091
0.75,397,0.8186,0.7471,0.7812,0.7335,0.8225,0.7716,0.8632,0.6831,0.8091
0.8,397,0.8186,0.7471,0.7812,0.7335,0.8225,0.7716,0.8632,0.6831,0.8091
0.85,396,0.8182,0.7448,0.7798,0.7311,0.8217,0.7711,0.8626,0.6813,0.8074
0.9,396,0.8182,0.7448,0.7798,0.7311,0.8217,0.7711,0.8626,0.6813,0.8074
0.95,394,0.8198,0.7425,0.7793,0.7315,0.8217,0.7717,0.8643,0.6797,0.8039
1.0,27,0.8889,0.0552,0.1039,0.063,0.1448,0.7498,1.0,0.0329,0.0786
