label,buffer_metres,f1,f1_ci_lower,f1_ci_upper,precision,p_ci_lower,p_ci_upper,recall,r_ci_lower,r_ci_upper,mcc,mcc_ci_lower,mcc_ci_upper,sensitivity,specificity,coverage_status,ci_unreliable,ci_zero_fraction,ci_n_tiles
detections_brief-text-t0_run06,5,0.2456,0.2372,0.2546,0.1712,0.1641,0.1785,0.4345,0.4234,0.4456,0.0425,0.0292,0.0498,1.0,0.0039,normal,False,0.002053388090349076,487
detections_brief-text-t0_run06,10,0.4263,0.4148,0.4374,0.2971,0.2867,0.3071,0.754,0.7428,0.7648,0.0425,0.0292,0.0498,1.0,0.0039,normal,False,0.002053388090349076,487
detections_brief-text-t0_run06,15,0.4795,0.4677,0.4921,0.3342,0.3231,0.3461,0.8483,0.8402,0.856,0.0425,0.0292,0.0498,1.0,0.0039,normal,False,0.002053388090349076,487
detections_brief-text-t0_run06,20,0.5003,0.4884,0.5123,0.3487,0.3376,0.3601,0.8851,0.8783,0.8916,0.0425,0.0292,0.0498,1.0,0.0039,normal,False,0.002053388090349076,487
detections_brief-text-t0_run06,25,0.5094,0.498,0.5214,0.3551,0.3439,0.3666,0.9011,0.8949,0.9074,0.0425,0.0292,0.0498,1.0,0.0039,normal,False,0.002053388090349076,487
detections_brief-text-t0_run06,30,0.512,0.5004,0.5241,0.3569,0.3456,0.3685,0.9057,0.8992,0.9118,0.0425,0.0292,0.0498,1.0,0.0039,normal,False,0.002053388090349076,487
detections_brief-text-t0_run06,35,0.5159,0.5037,0.528,0.3596,0.3484,0.3711,0.9126,0.9071,0.9186,0.0425,0.0292,0.0498,1.0,0.0039,normal,False,0.002053388090349076,487
detections_brief-text-t0_run06,40,0.5185,0.506,0.5301,0.3614,0.3499,0.3728,0.9172,0.9114,0.9233,0.0425,0.0292,0.0498,1.0,0.0039,normal,False,0.002053388090349076,487
detections_brief-text-t0_run06,45,0.5185,0.506,0.5301,0.3614,0.3499,0.3728,0.9172,0.9114,0.9233,0.0425,0.0292,0.0498,1.0,0.0039,normal,False,0.002053388090349076,487
detections_brief-text-t0_run06,50,0.5185,0.506,0.5301,0.3614,0.3499,0.3728,0.9172,0.9114,0.9233,0.0425,0.0292,0.0498,1.0,0.0039,normal,False,0.002053388090349076,487
detections_brief-text-t0_run06,75,0.5198,0.5078,0.5313,0.3623,0.3507,0.3734,0.9195,0.9139,0.9256,0.0425,0.0292,0.0498,1.0,0.0039,normal,False,0.002053388090349076,487
detections_brief-text-t0_run06,100,0.5211,0.5092,0.5327,0.3632,0.3518,0.3745,0.9218,0.9162,0.9278,0.0425,0.0292,0.0498,1.0,0.0039,normal,False,0.002053388090349076,487
detections_brief-text-t0_run06,125,0.5224,0.5105,0.5341,0.3641,0.3527,0.3754,0.9241,0.9186,0.9302,0.0425,0.0292,0.0498,1.0,0.0039,normal,False,0.002053388090349076,487
detections_brief-text-t0_run06,150,0.5224,0.5105,0.5341,0.3641,0.3527,0.3754,0.9241,0.9186,0.9302,0.0425,0.0292,0.0498,1.0,0.0039,normal,False,0.002053388090349076,487
