threshold,n_accepted,precision,recall,f1,f1_ci_lower,f1_ci_upper,p_ci_lower,p_ci_upper,r_ci_lower,r_ci_upper
0.0,807,0.4647,0.8621,0.6039,0.5443,0.6587,0.4016,0.5299,0.8257,0.8975
0.05,599,0.626,0.8621,0.7253,0.6747,0.7692,0.561,0.6871,0.8257,0.8975
0.1,466,0.7918,0.8483,0.8191,0.7811,0.8499,0.7418,0.8365,0.8087,0.8845
0.15,378,0.9365,0.8138,0.8708,0.8418,0.8992,0.9063,0.9614,0.775,0.8546
0.2,375,0.936,0.8069,0.8667,0.8372,0.8953,0.906,0.9611,0.7667,0.8478
0.25,356,0.941,0.7701,0.847,0.815,0.8763,0.9107,0.9657,0.7294,0.8154
0.3,356,0.941,0.7701,0.847,0.815,0.8763,0.9107,0.9657,0.7294,0.8154
0.35,349,0.9456,0.7586,0.8418,0.8107,0.8715,0.9181,0.969,0.7169,0.8037
0.4,348,0.9454,0.7563,0.8404,0.8091,0.8698,0.9176,0.969,0.7143,0.8008
0.45,331,0.9486,0.7218,0.8198,0.7834,0.8528,0.9215,0.9718,0.6733,0.7704
0.5,331,0.9486,0.7218,0.8198,0.7834,0.8528,0.9215,0.9718,0.6733,0.7704
0.55,331,0.9486,0.7218,0.8198,0.7834,0.8528,0.9215,0.9718,0.6733,0.7704
0.6,331,0.9486,0.7218,0.8198,0.7834,0.8528,0.9215,0.9718,0.6733,0.7704
0.65,331,0.9486,0.7218,0.8198,0.7834,0.8528,0.9215,0.9718,0.6733,0.7704
0.7,330,0.9485,0.7195,0.8183,0.7824,0.8512,0.9215,0.9716,0.6704,0.7679
0.75,327,0.9511,0.7149,0.8163,0.7804,0.8489,0.9233,0.9738,0.6658,0.7641
0.8,319,0.9498,0.6966,0.8037,0.7664,0.8371,0.9218,0.9732,0.6481,0.7429
0.85,319,0.9498,0.6966,0.8037,0.7664,0.8371,0.9218,0.9732,0.6481,0.7429
0.9,283,0.9435,0.6138,0.7437,0.7008,0.7843,0.9126,0.9695,0.5637,0.666
0.95,283,0.9435,0.6138,0.7437,0.7008,0.7843,0.9126,0.9695,0.5637,0.666
1.0,203,0.9458,0.4414,0.6019,0.5473,0.6525,0.9144,0.9758,0.3891,0.4978
