threshold,n_accepted,precision,recall,f1,f1_ci_lower,f1_ci_upper,p_ci_lower,p_ci_upper,r_ci_lower,r_ci_upper
0.0,506,0.6779,0.7885,0.729,0.686,0.7662,0.6298,0.72,0.7423,0.8333
0.05,465,0.7333,0.7839,0.7578,0.7144,0.7949,0.688,0.7739,0.7377,0.8289
0.1,450,0.7511,0.777,0.7638,0.7219,0.8005,0.7087,0.7904,0.7292,0.8218
0.15,411,0.8005,0.7563,0.7778,0.7349,0.8156,0.7577,0.8388,0.7059,0.8034
0.2,410,0.8,0.754,0.7763,0.7326,0.8142,0.7577,0.8382,0.703,0.8018
0.25,387,0.8062,0.7172,0.7591,0.7177,0.7982,0.7655,0.8444,0.6697,0.7664
0.3,387,0.8062,0.7172,0.7591,0.7177,0.7982,0.7655,0.8444,0.6697,0.7664
0.35,381,0.8031,0.7034,0.75,0.7071,0.7911,0.7613,0.8413,0.6535,0.7511
0.4,379,0.8074,0.7034,0.7518,0.7093,0.7928,0.7644,0.8459,0.6535,0.7511
0.45,360,0.8139,0.6736,0.7371,0.6956,0.778,0.7709,0.8537,0.6247,0.7225
0.5,360,0.8139,0.6736,0.7371,0.6956,0.778,0.7709,0.8537,0.6247,0.7225
0.55,360,0.8139,0.6736,0.7371,0.6956,0.778,0.7709,0.8537,0.6247,0.7225
0.6,360,0.8139,0.6736,0.7371,0.6956,0.778,0.7709,0.8537,0.6247,0.7225
0.65,360,0.8139,0.6736,0.7371,0.6956,0.778,0.7709,0.8537,0.6247,0.7225
0.7,360,0.8139,0.6736,0.7371,0.6956,0.778,0.7709,0.8537,0.6247,0.7225
0.75,357,0.8151,0.669,0.7348,0.693,0.7764,0.7714,0.8547,0.6209,0.7189
0.8,346,0.8179,0.6506,0.7247,0.6806,0.7671,0.7731,0.8594,0.6022,0.7026
0.85,345,0.8174,0.6483,0.7231,0.6802,0.7638,0.7731,0.8593,0.6013,0.6973
0.9,309,0.8091,0.5747,0.672,0.6271,0.7152,0.7599,0.8532,0.5261,0.6237
0.95,307,0.8078,0.5701,0.6685,0.6239,0.7122,0.7583,0.8522,0.5206,0.6193
1.0,221,0.8009,0.4069,0.5396,0.4884,0.5923,0.7458,0.8548,0.3568,0.4586
