cell,config,k,R_m,TP,FP,FN,n_ref_student,n_extension,n_ref_extended,precision,recall,F1,F1_CI_lo,F1_CI_hi,MCC,MCC_CI_lo,MCC_CI_hi
TH7-k3,text-high-T0.7,3,20,3294,1492,1716,4731,279,5010,0.6882574174676138,0.6574850299401198,0.6725193956717027,0.6590905656402835,0.6855352919574497,0.679608597108498,0.6657265917608526,0.6932904430579462
TH7-k3,text-high-T0.7,3,25,3684,1102,1326,4731,279,5010,0.7697450898453824,0.7353293413173653,0.7521437321355655,0.7406200604684303,0.7631841569076411,0.679608597108498,0.6657265917608526,0.6932904430579462
TH7-k3,text-high-T0.7,3,30,3920,866,1090,4731,279,5010,0.8190555787714167,0.782435129740519,0.8003266639444672,0.7898669611322239,0.8102814025951943,0.679608597108498,0.6657265917608526,0.6932904430579462
TH7-k3,text-high-T0.7,3,35,4034,752,976,4731,279,5010,0.8428750522356874,0.805189620758483,0.8236014699877501,0.8141246678416082,0.8330040370298681,0.679608597108498,0.6657265917608526,0.6932904430579462
TH7-k3,text-high-T0.7,3,40,4075,711,935,4731,279,5010,0.8514417049728374,0.8133732534930139,0.8319722335647202,0.822762026284059,0.841085378453368,0.679608597108498,0.6657265917608526,0.6932904430579462
TH7-k3,text-high-T0.7,3,45,4097,689,913,4731,279,5010,0.8560384454659423,0.8177644710578842,0.8364638628011434,0.8273134843282882,0.8453552635087381,0.679608597108498,0.6657265917608526,0.6932904430579462
TH7-k3,text-high-T0.7,3,50,4108,678,902,4731,279,5010,0.8583368157124948,0.8199600798403194,0.8387096774193548,0.8296505853623847,0.8475410631213663,0.679608597108498,0.6657265917608526,0.6932904430579462
TH7-k3,text-high-T0.7,3,75,4121,665,889,4731,279,5010,0.8610530714584204,0.8225548902195609,0.8413638219681503,0.8323829946877698,0.8501124102274629,0.679608597108498,0.6657265917608526,0.6932904430579462
TH7-k3,text-high-T0.7,3,100,4133,653,877,4731,279,5010,0.8635603844546594,0.8249500998003992,0.8438138015516538,0.8348677611250157,0.852512773543459,0.679608597108498,0.6657265917608526,0.6932904430579462
TH7-k3,text-high-T0.7,3,125,4144,642,866,4731,279,5010,0.8658587547012119,0.8271457085828343,0.8460596161698652,0.8371855051429619,0.8546956947421345,0.679608597108498,0.6657265917608526,0.6932904430579462
TH7-k3,text-high-T0.7,3,150,4148,638,862,4731,279,5010,0.8666945256999582,0.8279441117764471,0.846876276031033,0.8380851921737539,0.8554458644355998,0.679608597108498,0.6657265917608526,0.6932904430579462
T03-k4,text-high-T0.3,4,5,574,3776,4436,4731,279,5010,0.13195402298850575,0.11457085828343314,0.12264957264957264,0.11292815216766683,0.1324632113281312,0.6689725848962402,0.6549990040177587,0.6822275950428208
T03-k4,text-high-T0.3,4,10,1579,2771,3431,4731,279,5010,0.36298850574712643,0.3151696606786427,0.33739316239316236,0.3232826404123451,0.3514804306480437,0.6689725848962402,0.6549990040177587,0.6822275950428208
T03-k4,text-high-T0.3,4,15,2474,1876,2536,4731,279,5010,0.568735632183908,0.493812375249501,0.5286324786324785,0.513986968031782,0.5436438239842406,0.6689725848962402,0.6549990040177587,0.6822275950428208
T03-k4,text-high-T0.3,4,20,3149,1201,1861,4731,279,5010,0.7239080459770115,0.6285429141716566,0.6728632478632478,0.6595999857752674,0.6862002844071006,0.6689725848962402,0.6549990040177587,0.6822275950428208
T03-k4,text-high-T0.3,4,25,3522,828,1488,4731,279,5010,0.8096551724137931,0.7029940119760479,0.7525641025641026,0.7409819514429684,0.7640589333886698,0.6689725848962402,0.6549990040177587,0.6822275950428208
T03-k4,text-high-T0.3,4,30,3714,636,1296,4731,279,5010,0.8537931034482759,0.7413173652694611,0.7935897435897437,0.7830334111223296,0.8038169640690984,0.6689725848962402,0.6549990040177587,0.6822275950428208
T03-k4,text-high-T0.3,4,35,3807,543,1203,4731,279,5010,0.8751724137931034,0.7598802395209581,0.8134615384615385,0.8035573213557102,0.8231017006311124,0.6689725848962402,0.6549990040177587,0.6822275950428208
T03-k4,text-high-T0.3,4,40,3849,501,1161,4731,279,5010,0.8848275862068965,0.7682634730538922,0.8224358974358975,0.8128781331028522,0.8318606425672345,0.6689725848962402,0.6549990040177587,0.6822275950428208
T03-k4,text-high-T0.3,4,45,3874,476,1136,4731,279,5010,0.8905747126436782,0.7732534930139721,0.8277777777777778,0.8183997610184149,0.8369279228128762,0.6689725848962402,0.6549990040177587,0.6822275950428208
T03-k4,text-high-T0.3,4,50,3886,464,1124,4731,279,5010,0.8933333333333333,0.7756487025948103,0.8303418803418802,0.8210247559021391,0.8394168137029104,0.6689725848962402,0.6549990040177587,0.6822275950428208
T03-k4,text-high-T0.3,4,75,3895,455,1115,4731,279,5010,0.8954022988505748,0.7774451097804391,0.8322649572649573,0.8229708438477953,0.8413459079467084,0.6689725848962402,0.6549990040177587,0.6822275950428208
T03-k4,text-high-T0.3,4,100,3900,450,1110,4731,279,5010,0.896551724137931,0.7784431137724551,0.8333333333333334,0.8240962957929407,0.8423423195522859,0.6689725848962402,0.6549990040177587,0.6822275950428208
T03-k4,text-high-T0.3,4,125,3903,447,1107,4731,279,5010,0.8972413793103449,0.7790419161676647,0.833974358974359,0.824704484625091,0.8430051141933661,0.6689725848962402,0.6549990040177587,0.6822275950428208
T03-k4,text-high-T0.3,4,150,3910,440,1100,4731,279,5010,0.8988505747126436,0.780439121756487,0.8354700854700854,0.8262500272135502,0.8444973009998218,0.6689725848962402,0.6549990040177587,0.6822275950428208
T03-k3,text-high-T0.3,3,5,598,4307,4412,4731,279,5010,0.12191641182466871,0.11936127744510978,0.12062531517902168,0.11127703946846049,0.1300565880844473,0.6887952828707767,0.674888946457864,0.7021936743265
T03-k3,text-high-T0.3,3,10,1657,3248,3353,4731,279,5010,0.3378185524974516,0.33073852295409184,0.3342410489157842,0.32057791000547753,0.3479225587197511,0.6887952828707767,0.674888946457864,0.7021936743265
T03-k3,text-high-T0.3,3,15,2608,2297,2402,4731,279,5010,0.5317023445463812,0.5205588822355289,0.5260716086737266,0.5118853675833248,0.5403833904273196,0.6887952828707767,0.674888946457864,0.7021936743265
T03-k3,text-high-T0.3,3,20,3331,1574,1679,4731,279,5010,0.6791029561671763,0.664870259481038,0.6719112455874937,0.6590257857046408,0.6847874132561806,0.6887952828707767,0.674888946457864,0.7021936743265
T03-k3,text-high-T0.3,3,25,3732,1173,1278,4731,279,5010,0.7608562691131499,0.7449101796407186,0.7527987897125569,0.7412893311595332,0.7640013170420684,0.6887952828707767,0.674888946457864,0.7021936743265
T03-k3,text-high-T0.3,3,30,3945,960,1065,4731,279,5010,0.8042813455657493,0.7874251497005988,0.7957639939485628,0.7854390246737097,0.8057445426061328,0.6887952828707767,0.674888946457864,0.7021936743265
T03-k3,text-high-T0.3,3,35,4057,848,953,4731,279,5010,0.8271151885830785,0.8097804391217565,0.8183560262228946,0.8088015897094539,0.8275308722633486,0.6887952828707767,0.674888946457864,0.7021936743265
T03-k3,text-high-T0.3,3,40,4109,796,901,4731,279,5010,0.837716615698267,0.8201596806387226,0.8288451840645488,0.8196439105684098,0.8376489243380911,0.6887952828707767,0.674888946457864,0.7021936743265
T03-k3,text-high-T0.3,3,45,4141,764,869,4731,279,5010,0.8442405708460754,0.8265469061876247,0.8353000504286434,0.8261726008062489,0.8440222020442764,0.6887952828707767,0.674888946457864,0.7021936743265
T03-k3,text-high-T0.3,3,50,4161,744,849,4731,279,5010,0.8483180428134557,0.8305389221556886,0.8393343419062027,0.8304154122606565,0.8478868455094826,0.6887952828707767,0.674888946457864,0.7021936743265
T03-k3,text-high-T0.3,3,75,4182,723,828,4731,279,5010,0.8525993883792049,0.8347305389221557,0.84357034795764,0.8348517566125531,0.8520273230435965,0.6887952828707767,0.674888946457864,0.7021936743265
T03-k3,text-high-T0.3,3,100,4194,711,816,4731,279,5010,0.8550458715596331,0.837125748502994,0.8459909228441755,0.8374127304550213,0.8543692571496513,0.6887952828707767,0.674888946457864,0.7021936743265
T03-k3,text-high-T0.3,3,125,4203,702,807,4731,279,5010,0.8568807339449541,0.8389221556886227,0.8478063540090771,0.8391941468828702,0.8560298238190718,0.6887952828707767,0.674888946457864,0.7021936743265
T03-k3,text-high-T0.3,3,150,4212,693,798,4731,279,5010,0.8587155963302753,0.8407185628742515,0.8496217851739789,0.8411404236970206,0.8577724161230306,0.6887952828707767,0.674888946457864,0.7021936743265
TM-k4,text-min,4,5,620,3245,4390,4731,279,5010,0.16041397153945666,0.12375249500998003,0.13971830985915493,0.12852047463169297,0.1505766076927284,0.6400648540183066,0.6265213960111565,0.6538586086691041
TM-k4,text-min,4,10,1571,2294,3439,4731,279,5010,0.40646830530401035,0.3135728542914172,0.3540281690140845,0.3386584607214184,0.369374401050904,0.6400648540183066,0.6265213960111565,0.6538586086691041
TM-k4,text-min,4,15,2370,1495,2640,4731,279,5010,0.6131953428201811,0.47305389221556887,0.5340845070422535,0.5188888844450754,0.549792513455969,0.6400648540183066,0.6265213960111565,0.6538586086691041
TM-k4,text-min,4,20,2906,959,2104,4731,279,5010,0.751875808538163,0.5800399201596806,0.6548732394366197,0.6404439402867805,0.669606730430514,0.6400648540183066,0.6265213960111565,0.6538586086691041
TM-k4,text-min,4,25,3195,670,1815,4731,279,5010,0.8266494178525227,0.6377245508982036,0.72,0.7069250245486723,0.7330197290806033,0.6400648540183066,0.6265213960111565,0.6538586086691041
TM-k4,text-min,4,30,3344,521,1666,4731,279,5010,0.8652005174644243,0.6674650698602794,0.7535774647887323,0.7411831228963351,0.7657143784686258,0.6400648540183066,0.6265213960111565,0.6538586086691041
TM-k4,text-min,4,35,3425,440,1585,4731,279,5010,0.8861578266494179,0.6836327345309381,0.7718309859154929,0.7603879344619409,0.7831133694731265,0.6400648540183066,0.6265213960111565,0.6538586086691041
TM-k4,text-min,4,40,3453,412,1557,4731,279,5010,0.8934023285899094,0.6892215568862275,0.7781408450704226,0.7667859534363345,0.7893133684142317,0.6400648540183066,0.6265213960111565,0.6538586086691041
TM-k4,text-min,4,45,3468,397,1542,4731,279,5010,0.8972833117723157,0.6922155688622754,0.7815211267605633,0.7702979304070958,0.7925133075969509,0.6400648540183066,0.6265213960111565,0.6538586086691041
TM-k4,text-min,4,50,3476,389,1534,4731,279,5010,0.899353169469599,0.693812375249501,0.7833239436619718,0.7721574232517028,0.7943026169829316,0.6400648540183066,0.6265213960111565,0.6538586086691041
TM-k4,text-min,4,75,3482,383,1528,4731,279,5010,0.9009055627425614,0.6950099800399202,0.7846760563380282,0.7734453600413681,0.7956309000866122,0.6400648540183066,0.6265213960111565,0.6538586086691041
TM-k4,text-min,4,100,3487,378,1523,4731,279,5010,0.9021992238033635,0.6960079840319361,0.7858028169014084,0.7746996416107172,0.7966538091726357,0.6400648540183066,0.6265213960111565,0.6538586086691041
TM-k4,text-min,4,125,3489,376,1521,4731,279,5010,0.9027166882276844,0.6964071856287425,0.7862535211267606,0.775202599962673,0.7971228079334921,0.6400648540183066,0.6265213960111565,0.6538586086691041
TM-k4,text-min,4,150,3495,370,1515,4731,279,5010,0.9042690815006468,0.6976047904191617,0.7876056338028169,0.77655496359311,0.7984017509531695,0.6400648540183066,0.6265213960111565,0.6538586086691041
TM-k3,text-min,3,5,656,3623,4354,4731,279,5010,0.153306847394251,0.130938123752495,0.1412423296372053,0.1301404445712323,0.15179807164830753,0.6569092929260921,0.6434659899569738,0.6710414142750977
TM-k3,text-min,3,10,1666,2613,3344,4731,279,5010,0.3893433045103996,0.3325349301397206,0.35870384325546345,0.34376349520547567,0.3736466623545387,0.6569092929260921,0.6434659899569738,0.6710414142750977
TM-k3,text-min,3,15,2535,1744,2475,4731,279,5010,0.592428137415284,0.5059880239520959,0.5458068683388956,0.5307002333236085,0.5609758052951989,0.6569092929260921,0.6434659899569738,0.6710414142750977
TM-k3,text-min,3,20,3116,1163,1894,4731,279,5010,0.7282075251226923,0.6219560878243513,0.6709010657767251,0.6566709872603671,0.6848224444064089,0.6569092929260921,0.6434659899569738,0.6710414142750977
TM-k3,text-min,3,25,3438,841,1572,4731,279,5010,0.8034587520448703,0.6862275449101797,0.7402303800193778,0.7274703188265441,0.7526097996986582,0.6569092929260921,0.6434659899569738,0.6710414142750977
TM-k3,text-min,3,30,3601,678,1409,4731,279,5010,0.8415517644309418,0.7187624750499002,0.775325653999354,0.7636880418610282,0.786660982674013,0.6569092929260921,0.6434659899569738,0.6710414142750977
TM-k3,text-min,3,35,3701,578,1309,4731,279,5010,0.8649217106800654,0.7387225548902195,0.7968564969318549,0.786139096916673,0.8074333390405328,0.6569092929260921,0.6434659899569738,0.6710414142750977
TM-k3,text-min,3,40,3735,544,1275,4731,279,5010,0.8728674924047675,0.7455089820359282,0.8041769835289051,0.7937370318124962,0.8144786613066575,0.6569092929260921,0.6434659899569738,0.6710414142750977
TM-k3,text-min,3,45,3754,525,1256,4731,279,5010,0.8773077821921009,0.7493013972055889,0.8082678436860803,0.7979784706769757,0.8184220293429567,0.6569092929260921,0.6434659899569738,0.6710414142750977
TM-k3,text-min,3,50,3766,513,1244,4731,279,5010,0.8801121757419957,0.7516966067864271,0.8108515448379804,0.8006038794243296,0.8210055269472141,0.6569092929260921,0.6434659899569738,0.6710414142750977
TM-k3,text-min,3,75,3777,502,1233,4731,279,5010,0.8826828698293994,0.7538922155688623,0.8132199375605556,0.8031259785488707,0.8233018977330617,0.6569092929260921,0.6434659899569738,0.6710414142750977
TM-k3,text-min,3,100,3786,493,1224,4731,279,5010,0.8847861649918205,0.755688622754491,0.8151577134244805,0.8050845834500439,0.8251291625134193,0.6569092929260921,0.6434659899569738,0.6710414142750977
TM-k3,text-min,3,125,3790,489,1220,4731,279,5010,0.8857209628417855,0.7564870259481038,0.8160189471417806,0.8060052063024087,0.825938785754525,0.6569092929260921,0.6434659899569738,0.6710414142750977
TM-k3,text-min,3,150,3797,482,1213,4731,279,5010,0.8873568590792241,0.7578842315369262,0.8175261061470557,0.8075136630990116,0.8274086585802285,0.6569092929260921,0.6434659899569738,0.6710414142750977
IM-k3,image,3,5,326,4354,4684,4731,279,5010,0.06965811965811966,0.06506986027944112,0.0672858617131063,0.06010648762789248,0.07462220066887158,0.7119504066553468,0.6986517041765334,0.7248377660272247
IM-k3,image,3,10,1104,3576,3906,4731,279,5010,0.2358974358974359,0.22035928143712574,0.22786377708978328,0.21553923671084252,0.24022070479783694,0.7119504066553468,0.6986517041765334,0.7248377660272247
IM-k3,image,3,15,1950,2730,3060,4731,279,5010,0.4166666666666667,0.38922155688622756,0.4024767801857585,0.3880877694153574,0.4163385190967082,0.7119504066553468,0.6986517041765334,0.7248377660272247
IM-k3,image,3,20,2646,2034,2364,4731,279,5010,0.5653846153846154,0.5281437125748503,0.5461300309597523,0.531759738668256,0.5597934007010746,0.7119504066553468,0.6986517041765334,0.7248377660272247
IM-k3,image,3,25,3166,1514,1844,4731,279,5010,0.6764957264957265,0.631936127744511,0.6534571723426212,0.6400161217145558,0.6663172786379478,0.7119504066553468,0.6986517041765334,0.7248377660272247
IM-k3,image,3,30,3478,1202,1532,4731,279,5010,0.7431623931623932,0.6942115768463074,0.7178534571723427,0.7052021643188935,0.7294682439127209,0.7119504066553468,0.6986517041765334,0.7248377660272247
IM-k3,image,3,35,3666,1014,1344,4731,279,5010,0.7833333333333333,0.7317365269461078,0.7566563467492261,0.7452911663334214,0.7674372630566401,0.7119504066553468,0.6986517041765334,0.7248377660272247
IM-k3,image,3,40,3777,903,1233,4731,279,5010,0.8070512820512821,0.7538922155688623,0.7795665634674923,0.7688537191973113,0.7896998880093923,0.7119504066553468,0.6986517041765334,0.7248377660272247
IM-k3,image,3,45,3837,843,1173,4731,279,5010,0.8198717948717948,0.7658682634730539,0.7919504643962848,0.7817895372577089,0.801733984978459,0.7119504066553468,0.6986517041765334,0.7248377660272247
IM-k3,image,3,50,3881,799,1129,4731,279,5010,0.8292735042735043,0.7746506986027945,0.8010319917440661,0.7911378085774979,0.810535986806861,0.7119504066553468,0.6986517041765334,0.7248377660272247
IM-k3,image,3,75,3956,724,1054,4731,279,5010,0.8452991452991453,0.7896207584830339,0.8165118679050567,0.8068855726954318,0.8256323543758689,0.7119504066553468,0.6986517041765334,0.7248377660272247
IM-k3,image,3,100,3973,707,1037,4731,279,5010,0.8489316239316239,0.7930139720558882,0.8200206398348814,0.8105608466876105,0.8290082078324871,0.7119504066553468,0.6986517041765334,0.7248377660272247
IM-k3,image,3,125,3986,694,1024,4731,279,5010,0.8517094017094017,0.7956087824351298,0.822703818369453,0.8133315201295092,0.8315627234629983,0.7119504066553468,0.6986517041765334,0.7248377660272247
IM-k3,image,3,150,3992,688,1018,4731,279,5010,0.852991452991453,0.7968063872255489,0.8239422084623322,0.8146508828250402,0.8327351255337964,0.7119504066553468,0.6986517041765334,0.7248377660272247
TM-n10-k5,text-min-n10,5,5,689,3672,4321,4731,279,5010,0.15799128640220134,0.1375249500998004,0.1470494077473055,0.13601036269430053,0.15793269095408902,0.670886957725763,0.6573012934592654,0.6843751413597714
TM-n10-k5,text-min-n10,5,10,1755,2606,3255,4731,279,5010,0.4024306351754185,0.3502994011976048,0.3745598121865329,0.3595878369744066,0.3896685663502761,0.670886957725763,0.6573012934592654,0.6843751413597714
TM-n10-k5,text-min-n10,5,15,2626,1735,2384,4731,279,5010,0.6021554689291447,0.5241516966067864,0.5604524597161455,0.5452731382640524,0.5753767671512756,0.670886957725763,0.6573012934592654,0.6843751413597714
TM-n10-k5,text-min-n10,5,20,3223,1138,1787,4731,279,5010,0.7390506764503554,0.643313373253493,0.6878668231778892,0.6738433200462413,0.7015786840353184,0.670886957725763,0.6573012934592654,0.6843751413597714
TM-n10-k5,text-min-n10,5,25,3578,783,1432,4731,279,5010,0.8204540243063517,0.7141716566866267,0.7636324831928288,0.7512354385930841,0.7754599036088015,0.670886957725763,0.6573012934592654,0.6843751413597714
TM-n10-k5,text-min-n10,5,30,3744,617,1266,4731,279,5010,0.8585186883742261,0.7473053892215569,0.7990609326646037,0.7877217491621372,0.8099075329548217,0.670886957725763,0.6573012934592654,0.6843751413597714
TM-n10-k5,text-min-n10,5,35,3822,539,1188,4731,279,5010,0.8764044943820225,0.7628742514970059,0.8157080354284495,0.8051947343668547,0.8256862697440386,0.670886957725763,0.6573012934592654,0.6843751413597714
TM-n10-k5,text-min-n10,5,40,3856,505,1154,4731,279,5010,0.8842008713597799,0.7696606786427146,0.822964464838331,0.8129185506124617,0.8326107923124613,0.670886957725763,0.6573012934592654,0.6843751413597714
TM-n10-k5,text-min-n10,5,45,3871,490,1139,4731,279,5010,0.8876404494382022,0.7726546906187625,0.8261658307544552,0.8163212380868117,0.8358054027616942,0.670886957725763,0.6573012934592654,0.6843751413597714
TM-n10-k5,text-min-n10,5,50,3879,482,1131,4731,279,5010,0.8894748910800275,0.774251497005988,0.8278732259097216,0.8180719798212223,0.8373987028040148,0.670886957725763,0.6573012934592654,0.6843751413597714
TM-n10-k5,text-min-n10,5,75,3885,476,1125,4731,279,5010,0.8908507223113965,0.7754491017964071,0.829153772276171,0.8194443343898574,0.8386692421717371,0.670886957725763,0.6573012934592654,0.6843751413597714
TM-n10-k5,text-min-n10,5,100,3889,472,1121,4731,279,5010,0.8917679431323091,0.7762475049900199,0.8300074698538042,0.82037017224778,0.8393884035281616,0.670886957725763,0.6573012934592654,0.6843751413597714
TM-n10-k5,text-min-n10,5,125,3891,470,1119,4731,279,5010,0.8922265535427654,0.7766467065868263,0.8304343186426207,0.8207880487469029,0.8398168527695804,0.670886957725763,0.6573012934592654,0.6843751413597714
TM-n10-k5,text-min-n10,5,150,3897,464,1113,4731,279,5010,0.8936023847741343,0.7778443113772455,0.8317148650090705,0.8220856234979369,0.8411156867377992,0.670886957725763,0.6573012934592654,0.6843751413597714
