temperature,pool_size,threshold,f1,precision,recall,f1_ci_lo,f1_ci_hi,p_ci_lo,p_ci_hi,r_ci_lo,r_ci_hi,n_detections
image-t0.7,5,1,0.3211,0.196,0.8884,0.269,0.3712,0.159,0.2336,0.8461,0.9243,2017
image-t0.7,5,2,0.6101,0.4767,0.8471,0.554,0.661,0.4169,0.5332,0.7969,0.8906,741
image-t0.7,5,3,0.7303,0.6678,0.8058,0.6775,0.781,0.6036,0.7279,0.7534,0.8571,506
image-t0.7,5,4,0.7186,0.7545,0.686,0.668,0.7745,0.6956,0.8131,0.625,0.7523,388
image-t0.7,5,5,0.6468,0.8125,0.5372,0.5797,0.7108,0.7462,0.875,0.4615,0.6151,282
