R_m,TP,FP,FN,n_ref_student_only,n_reviewer_promoted_at_R,n_phantom_duplicates_dropped,n_ref_extended,precision,precision_CI_lo,precision_CI_hi,recall,recall_CI_lo,recall_CI_hi,F1,F1_CI_lo,F1_CI_hi,MCC,MCC_CI_lo,MCC_CI_hi,tile_TP,tile_TN,tile_FP,tile_FN,sensitivity,specificity
5,689,3672,4321,4731,279,0,5010,0.15799128640220134,0.1463069008917933,0.16944585386559688,0.1375249500998004,0.12698330112482037,0.14799947125395777,0.1470494077473055,0.13601036269430053,0.15793269095408902,0.670886957725763,0.6573012934592654,0.6843751413597714,2306,4839,178,1218,0.6543700340522134,0.9645206298584812
10,1755,2606,3255,4731,279,0,5010,0.4024306351754185,0.38661098467885324,0.4185420958134196,0.3502994011976048,0.33504133703084116,0.3653502241616465,0.3745598121865329,0.3595878369744066,0.3896685663502761,0.670886957725763,0.6573012934592654,0.6843751413597714,2306,4839,178,1218,0.6543700340522134,0.9645206298584812
15,2626,1735,2384,4731,279,0,5010,0.6021554689291447,0.5859766702942945,0.6181208596685562,0.5241516966067864,0.508057819520584,0.5399395412324867,0.5604524597161455,0.5452731382640524,0.5753767671512756,0.670886957725763,0.6573012934592654,0.6843751413597714,2306,4839,178,1218,0.6543700340522134,0.9645206298584812
20,3223,1138,1787,4731,279,0,5010,0.7390506764503554,0.7243659625801855,0.7533863620285822,0.643313373253493,0.6273431667423325,0.6591498021467821,0.6878668231778892,0.6738433200462413,0.7015786840353184,0.670886957725763,0.6573012934592654,0.6843751413597714,2306,4839,178,1218,0.6543700340522134,0.9645206298584812
25,3578,783,1432,4731,279,0,5010,0.8204540243063517,0.8077913837326697,0.8327167110787059,0.7141716566866267,0.6990519789808335,0.7289543325827479,0.7636324831928288,0.7512354385930841,0.7754599036088015,0.670886957725763,0.6573012934592654,0.6843751413597714,2306,4839,178,1218,0.6543700340522134,0.9645206298584812
30,3744,617,1266,4731,279,0,5010,0.8585186883742261,0.8468552234322575,0.8696622000465402,0.7473053892215569,0.7327935566103786,0.761463015043464,0.7990609326646037,0.7877217491621372,0.8099075329548217,0.670886957725763,0.6573012934592654,0.6843751413597714,2306,4839,178,1218,0.6543700340522134,0.9645206298584812
35,3822,539,1188,4731,279,0,5010,0.8764044943820225,0.8657913551682027,0.886797220673947,0.7628742514970059,0.7489354516944352,0.776374820229498,0.8157080354284495,0.8051947343668547,0.8256862697440386,0.670886957725763,0.6573012934592654,0.6843751413597714,2306,4839,178,1218,0.6543700340522134,0.9645206298584812
40,3856,505,1154,4731,279,0,5010,0.8842008713597799,0.8737181729376617,0.8943110752605037,0.7696606786427146,0.7560003359689907,0.7829336527093126,0.822964464838331,0.8129185506124617,0.8326107923124613,0.670886957725763,0.6573012934592654,0.6843751413597714,2306,4839,178,1218,0.6543700340522134,0.9645206298584812
45,3871,490,1139,4731,279,0,5010,0.8876404494382022,0.877283931705803,0.8977017144588254,0.7726546906187625,0.7590403688726949,0.7858685741376131,0.8261658307544552,0.8163212380868117,0.8358054027616942,0.670886957725763,0.6573012934592654,0.6843751413597714,2306,4839,178,1218,0.6543700340522134,0.9645206298584812
50,3879,482,1131,4731,279,0,5010,0.8894748910800275,0.8791805794407969,0.8994376645656723,0.774251497005988,0.7607100412387524,0.7875320576050503,0.8278732259097216,0.8180719798212223,0.8373987028040148,0.670886957725763,0.6573012934592654,0.6843751413597714,2306,4839,178,1218,0.6543700340522134,0.9645206298584812
75,3885,476,1125,4731,279,0,5010,0.8908507223113965,0.8806563894028852,0.9007445330433732,0.7754491017964071,0.7618950265735039,0.7886611638995017,0.829153772276171,0.8194443343898574,0.8386692421717371,0.670886957725763,0.6573012934592654,0.6843751413597714,2306,4839,178,1218,0.6543700340522134,0.9645206298584812
100,3889,472,1121,4731,279,0,5010,0.8917679431323091,0.8816496308499896,0.9015533708166789,0.7762475049900199,0.7627047454458591,0.7893677204832992,0.8300074698538042,0.82037017224778,0.8393884035281616,0.670886957725763,0.6573012934592654,0.6843751413597714,2306,4839,178,1218,0.6543700340522134,0.9645206298584812
125,3891,470,1119,4731,279,0,5010,0.8922265535427654,0.8820625400263403,0.9020136852244031,0.7766467065868263,0.763203845086652,0.7898424435392836,0.8304343186426207,0.8207880487469029,0.8398168527695804,0.670886957725763,0.6573012934592654,0.6843751413597714,2306,4839,178,1218,0.6543700340522134,0.9645206298584812
150,3897,464,1113,4731,279,0,5010,0.8936023847741343,0.8835380318238129,0.9033193434033088,0.7778443113772455,0.7643322615295156,0.791053680936745,0.8317148650090705,0.8220856234979369,0.8411156867377992,0.670886957725763,0.6573012934592654,0.6843751413597714,2306,4839,178,1218,0.6543700340522134,0.9645206298584812
