tp,fp,fn,precision,recall,f1,iteration
34,41,19,0.4533333333333333,0.6415094339622641,0.53125,1
48,30,5,0.6153846153846154,0.9056603773584906,0.7328244274809161,2
37,38,16,0.49333333333333335,0.6981132075471698,0.578125,3
43,39,10,0.524390243902439,0.8113207547169812,0.6370370370370371,4
43,44,10,0.4942528735632184,0.8113207547169812,0.6142857142857143,5
