R_m,TP,FP,FN,n_ref_student_only,n_reviewer_promoted_at_R,n_ref_extended,precision,precision_CI_lo,precision_CI_hi,recall,recall_CI_lo,recall_CI_hi,F1,F1_CI_lo,F1_CI_hi
50,4250,655,833,4746,337,5083,0.8664627930682977,0.8560944276381206,0.8765007544808957,0.8361204013377926,0.82467481236712,0.8471423091676257,0.8510212254705646,0.8422680096006209,0.859133821162388
75,4306,599,827,4746,387,5133,0.8778797145769622,0.8677023719286893,0.8876797086569651,0.8388856419248003,0.8277158687848176,0.8496851074674128,0.8579398286511257,0.8495575221238938,0.8659471453928075
100,4331,574,826,4746,411,5157,0.8829765545361876,0.8729447454764919,0.8927696920775381,0.8398293581539655,0.828565696100393,0.850583368297221,0.860862651560326,0.8525408690619461,0.86870643868287
125,4351,554,825,4746,430,5176,0.8870540265035678,0.8770759040230022,0.8967474060661466,0.8406105100463679,0.8295232051656706,0.8513459779110268,0.8632080150778693,0.8549034185963533,0.8709739671970488
150,4366,539,827,4746,447,5193,0.890112130479103,0.8803401498279004,0.8996691126182051,0.8407471596379742,0.8296024278107463,0.851436349810704,0.8647256882551001,0.8565720533554319,0.8724772635480996
