threshold,n_accepted,precision,recall,f1,f1_ci_lower,f1_ci_upper,p_ci_lower,p_ci_upper,r_ci_lower,r_ci_upper
0.0,833,0.4262,0.8161,0.5599,0.5225,0.5969,0.3885,0.4624,0.7769,0.8528
0.05,718,0.4805,0.7931,0.5984,0.5624,0.637,0.4441,0.5206,0.7506,0.8344
0.1,718,0.4805,0.7931,0.5984,0.5624,0.637,0.4441,0.5206,0.7506,0.8344
0.15,708,0.4831,0.7862,0.5984,0.5641,0.6377,0.4464,0.5252,0.7431,0.8279
0.2,708,0.4831,0.7862,0.5984,0.5641,0.6377,0.4464,0.5252,0.7431,0.8279
0.25,708,0.4831,0.7862,0.5984,0.5641,0.6377,0.4464,0.5252,0.7431,0.8279
0.3,708,0.4831,0.7862,0.5984,0.5641,0.6377,0.4464,0.5252,0.7431,0.8279
0.35,708,0.4831,0.7862,0.5984,0.5641,0.6377,0.4464,0.5252,0.7431,0.8279
0.4,708,0.4831,0.7862,0.5984,0.5641,0.6377,0.4464,0.5252,0.7431,0.8279
0.45,707,0.4823,0.7839,0.5972,0.5626,0.6364,0.4453,0.5246,0.7385,0.8264
0.5,707,0.4823,0.7839,0.5972,0.5626,0.6364,0.4453,0.5246,0.7385,0.8264
0.55,707,0.4823,0.7839,0.5972,0.5626,0.6364,0.4453,0.5246,0.7385,0.8264
0.6,707,0.4823,0.7839,0.5972,0.5626,0.6364,0.4453,0.5246,0.7385,0.8264
0.65,707,0.4823,0.7839,0.5972,0.5626,0.6364,0.4453,0.5246,0.7385,0.8264
0.7,707,0.4823,0.7839,0.5972,0.5626,0.6364,0.4453,0.5246,0.7385,0.8264
0.75,707,0.4823,0.7839,0.5972,0.5626,0.6364,0.4453,0.5246,0.7385,0.8264
0.8,707,0.4823,0.7839,0.5972,0.5626,0.6364,0.4453,0.5246,0.7385,0.8264
0.85,706,0.483,0.7839,0.5977,0.5634,0.6367,0.4459,0.5253,0.7385,0.8264
0.9,706,0.483,0.7839,0.5977,0.5634,0.6367,0.4459,0.5253,0.7385,0.8264
0.95,702,0.4829,0.7793,0.5963,0.5596,0.6355,0.4449,0.5256,0.7335,0.8209
1.0,57,0.5789,0.0759,0.1341,0.0904,0.1781,0.4634,0.678,0.0498,0.1034
