threshold,n_accepted,precision,recall,f1,f1_ci_lower,f1_ci_upper,p_ci_lower,p_ci_upper,r_ci_lower,r_ci_upper
0.0,1112,0.4164,0.859,0.5609,0.4959,0.6158,0.3516,0.4762,0.8108,0.8982
0.05,859,0.5367,0.8553,0.6595,0.6027,0.7113,0.4702,0.6028,0.8099,0.8956
0.1,686,0.6618,0.8423,0.7412,0.6966,0.7819,0.6068,0.7145,0.7934,0.8862
0.15,558,0.7921,0.82,0.8058,0.7642,0.8472,0.7466,0.8392,0.7696,0.87
0.2,552,0.7971,0.8163,0.8066,0.7654,0.8466,0.7521,0.8422,0.765,0.8667
0.25,510,0.8078,0.7644,0.7855,0.7399,0.8289,0.7628,0.8527,0.7114,0.818
0.3,510,0.8078,0.7644,0.7855,0.7399,0.8289,0.7628,0.8527,0.7114,0.818
0.35,503,0.8131,0.7588,0.785,0.7407,0.8278,0.7694,0.8574,0.7063,0.8122
0.4,503,0.8131,0.7588,0.785,0.7407,0.8278,0.7694,0.8574,0.7063,0.8122
0.45,477,0.8239,0.7291,0.7736,0.7288,0.8178,0.7806,0.8671,0.6753,0.7831
0.5,477,0.8239,0.7291,0.7736,0.7288,0.8178,0.7806,0.8671,0.6753,0.7831
0.55,477,0.8239,0.7291,0.7736,0.7288,0.8178,0.7806,0.8671,0.6753,0.7831
0.6,477,0.8239,0.7291,0.7736,0.7288,0.8178,0.7806,0.8671,0.6753,0.7831
0.65,477,0.8239,0.7291,0.7736,0.7288,0.8178,0.7806,0.8671,0.6753,0.7831
0.7,476,0.8256,0.7291,0.7744,0.7294,0.8178,0.7822,0.8688,0.6753,0.7831
0.75,471,0.828,0.7236,0.7723,0.7274,0.8177,0.7842,0.8696,0.6697,0.7797
0.8,461,0.8351,0.7143,0.77,0.7257,0.8127,0.793,0.8776,0.6599,0.7688
0.85,459,0.8344,0.7106,0.7675,0.7231,0.8109,0.7924,0.8771,0.6577,0.7634
0.9,405,0.8494,0.6382,0.7288,0.682,0.7712,0.806,0.8896,0.5875,0.6908
0.95,400,0.8475,0.6289,0.722,0.6765,0.7642,0.8037,0.8881,0.5777,0.683
1.0,271,0.8524,0.4286,0.5704,0.5258,0.6164,0.8041,0.8977,0.3833,0.4751
