label,buffer_metres,f1,f1_ci_lower,f1_ci_upper,precision,p_ci_lower,p_ci_upper,recall,r_ci_lower,r_ci_upper,coverage_status,ci_unreliable,ci_zero_fraction,ci_n_tiles,coverage_source,n_unprocessed_tiles
scale-32-greedy-t3,20,0.5852,0.5263,0.6395,0.6737,0.6168,0.7246,0.5172,0.4457,0.5823,sparse_cross_grid,False,0.5236139630390144,487,zero_fraction_heuristic,
scale-32-greedy-t3,30,0.6372,0.5808,0.6886,0.7335,0.6797,0.7803,0.5632,0.4915,0.627,sparse_cross_grid,False,0.5236139630390144,487,zero_fraction_heuristic,
scale-32-greedy-t3,40,0.6606,0.6035,0.7114,0.7605,0.7074,0.8068,0.5839,0.5108,0.6492,sparse_cross_grid,False,0.5236139630390144,487,zero_fraction_heuristic,
scale-32-greedy-t3,50,0.671,0.6143,0.7201,0.7725,0.7198,0.8177,0.5931,0.5204,0.6564,sparse_cross_grid,False,0.5256673511293635,487,zero_fraction_heuristic,
