buffer_band,n,mean_ds_posterior,sd,ci_lo,ci_hi
50.0,285,0.22691377667123852,2.7804398125860506e-17,0.22691377667123852,0.22691377667123852
75.0,21,0.22691377667123844,5.688200336284365e-17,0.2269137766712384,0.22691377667123847
100.0,13,0.22691377667123852,2.888891902733299e-17,0.2269137766712385,0.22691377667123855
125.0,6,0.2269137766712385,0.0,0.2269137766712385,0.2269137766712385
150.0,8,0.2269137766712385,0.0,0.2269137766712385,0.2269137766712385
200.0,28,0.22691377667123844,5.652978942919557e-17,0.2269137766712384,0.22691377667123847
