tp,fp,fn,precision,recall,f1,iteration
45,29,8,0.6081081081081081,0.8490566037735849,0.7086614173228346,1
44,67,9,0.3963963963963964,0.8301886792452831,0.5365853658536586,2
42,32,11,0.5675675675675675,0.7924528301886793,0.6614173228346457,3
45,29,8,0.6081081081081081,0.8490566037735849,0.7086614173228346,4
43,45,10,0.48863636363636365,0.8113207547169812,0.6099290780141844,5
