label,buffer_metres,f1,f1_ci_lower,f1_ci_upper,precision,p_ci_lower,p_ci_upper,recall,r_ci_lower,r_ci_upper,coverage_status,ci_unreliable,ci_zero_fraction,ci_n_tiles,coverage_source,n_unprocessed_tiles
r3-hp-heavy-greedy-t2,20,0.5317,0.4818,0.579,0.5073,0.4568,0.557,0.5586,0.4901,0.621,normal,False,0.45790554414784396,487,zero_fraction_heuristic,
r3-hp-heavy-greedy-t2,30,0.5974,0.5487,0.6407,0.5699,0.5185,0.6163,0.6276,0.5563,0.6888,normal,False,0.459958932238193,487,zero_fraction_heuristic,
r3-hp-heavy-greedy-t2,40,0.6149,0.5647,0.6591,0.5866,0.5339,0.6354,0.646,0.5723,0.7079,normal,False,0.4620123203285421,487,zero_fraction_heuristic,
r3-hp-heavy-greedy-t2,50,0.6236,0.5738,0.6679,0.595,0.5426,0.643,0.6552,0.5798,0.7164,normal,False,0.4620123203285421,487,zero_fraction_heuristic,
